Env,Year,Field_Location,Experiment,Replicate,Block,Plot,Range,Pass,Hybrid,Hybrid_Parent1,Hybrid_Parent2,Plant_Height_cm,Ear_Height_cm,Yield_Mg_ha,Grain_Moisture
IAH4_2019,2019,IAH4,G2F_PHT69,1,4,544,17,99,PHN11_PHW65_0301/PHT69,PHN11_PHW65_0301,PHT69,251,130,10.5521810718338,36.8
IAH4_2019,2019,IAH4,G2F_PHT69,1,4,545,18,99,PHN11_PHW65_0307/PHT69,PHN11_PHW65_0307,PHT69,266,140,10.6998194772867,37.7
IAH4_2019,2019,IAH4,G2F_PHT69,1,4,546,18,100,PHN11_PHW65_0241/PHT69,PHN11_PHW65_0241,PHT69,255,137,8.99737532177789,33
IAH4_2019,2019,IAH4,G2F_PHT69,1,4,547,18,101,PHN11/PHT69,PHN11,PHT69,266,128,10.8182091406066,33
IAH4_2019,2019,IAH4,G2F_PHT69,1,4,548,18,102,PHN11_PHW65_0190/PHT69,PHN11_PHW65_0190,PHT69,260,124,14.0578221343619,36.8
IAH4_2019,2019,IAH4,G2F_PHT69,1,5,549,18,103,MO44_PHW65_0150/PHT69,MO44_PHW65_0150,PHT69,251,125,8.10631677602595,38.8
IAH4_2019,2019,IAH4,G2F_PHT69,1,5,550,18,104,MO44_PHW65_0154/PHT69,MO44_PHW65_0154,PHT69,286,145,11.836774668752,38.5
IAH4_2019,2019,IAH4,G2F_PHT69,1,5,551,18,105,MO44_PHW65_0001/PHT69,MO44_PHW65_0001,PHT69,248,120,10.5731811905042,33.5
IAH4_2019,2019,IAH4,G2F_PHT69,1,5,552,18,106,PHW65/PHT69,PHW65,PHT69,250,125,12.0423526805553,39.8
IAH4_2019,2019,IAH4,G2F_PHT69,1,5,553,18,107,MO44_PHW65_0093/PHT69,MO44_PHW65_0093,PHT69,270,120,10.1815588636191,33.6
IAH4_2019,2019,IAH4,G2F_PHT69,1,5,554,18,108,F42/H95,F42,H95,274,122,11.3625864103965,38.2
IAH4_2019,2019,IAH4,G2F_PHT69,1,5,555,18,109,MO44_PHW65_0200/PHT69,MO44_PHW65_0200,PHT69,259,112,11.0377580093468,42.1
IAH4_2019,2019,IAH4,G2F_PHT69,1,5,556,18,110,MO44_PHW65_0012/PHT69,MO44_PHW65_0012,PHT69,265,125,13.2483651882554,38.5
IAH4_2019,2019,IAH4,G2F_PHT69,1,5,557,18,111,MO44_PHW65_0218/PHT69,MO44_PHW65_0218,PHT69,269,115,12.9465133876333,37.4
IAH4_2019,2019,IAH4,G2F_PHT69,1,5,558,18,112,MO44_PHW65_0020/PHT69,MO44_PHW65_0020,PHT69,275,118,13.6124124067535,35.4
IAH4_2019,2019,IAH4,G2F_PHT69,1,5,559,18,113,MO44_PHW65_0010/PHT69,MO44_PHW65_0010,PHT69,252,120,13.7693195552855,32.8
IAH4_2019,2019,IAH4,G2F_PHT69,1,5,560,18,114,MO44_PHW65_0220/PHT69,MO44_PHW65_0220,PHT69,234,107,11.4912649364122,38.8
IAH4_2019,2019,IAH4,G2F_PHT69,1,5,561,18,115,MO44_PHW65_0036/PHT69,MO44_PHW65_0036,PHT69,258,115,13.5402070651394,37.4
IAH4_2019,2019,IAH4,G2F_PHT69,1,5,562,18,116,MO44_PHW65_0397/PHT69,MO44_PHW65_0397,PHT69,244,104,11.8708450700103,33.8
IAH4_2019,2019,IAH4,G2F_PHT69,1,5,563,18,117,CG119/CG108,CG119,CG108,245,115,11.9200977202505,38.5
IAH4_2019,2019,IAH4,G2F_PHT69,1,5,564,18,118,MO44_PHW65_0184/PHT69,MO44_PHW65_0184,PHT69,211,108,12.2665478753618,32.7
IAH4_2019,2019,IAH4,G2F_PHT69,1,5,565,18,119,MO44_PHW65_0328/PHT69,MO44_PHW65_0328,PHT69,227,118,11.7275979607198,37.7
IAH4_2019,2019,IAH4,G2F_PHT69,1,5,566,18,120,MO44_PHW65_0343/PHT69,MO44_PHW65_0343,PHT69,264,125,13.3652884296264,35.1
IAH4_2019,2019,IAH4,G2F_PHT69,1,5,567,18,121,MO44_PHW65_0320/PHT69,MO44_PHW65_0320,PHT69,267,118,12.2135654127735,32.1
IAH4_2019,2019,IAH4,G2F_PHT69,1,5,568,18,122,MO44_PHW65_0113/PHT69,MO44_PHW65_0113,PHT69,267,124,12.6490449134888,31.5
IAH4_2019,2019,IAH4,G2F_PHT69,1,5,569,18,123,MO44_PHW65_0455/PHT69,MO44_PHW65_0455,PHT69,273,124,13.2713417886829,39.6
IAH4_2019,2019,IAH4,G2F_PHT69,1,5,570,18,124,MO44_PHW65_0224/PHT69,MO44_PHW65_0224,PHT69,252,134,12.2426308521627,33.5
IAH4_2019,2019,IAH4,G2F_PHT69,1,5,571,18,125,MO44_PHW65_0104/PHT69,MO44_PHW65_0104,PHT69,264,130,13.8426725314683,36.4
IAH4_2019,2019,IAH4,G2F_PHT69,1,5,572,18,126,MO44_PHW65_0048/PHT69,MO44_PHW65_0048,PHT69,248,116,12.8846367571374,36.3
IAH4_2019,2019,IAH4,G2F_PHT69,1,5,573,18,127,MO44_PHW65_0074/PHT69,MO44_PHW65_0074,PHT69,210,102,8.5910409572969,33.5
IAH4_2019,2019,IAH4,G2F_PHT69,1,5,574,18,128,MO44_PHW65_0118/PHT69,MO44_PHW65_0118,PHT69,245,117,11.7638281464789,33.6
IAH4_2019,2019,IAH4,G2F_PHT69,1,5,575,18,129,MO44_PHW65_0099/PHT69,MO44_PHW65_0099,PHT69,259,118,14.2240378743956,36.8
IAH4_2019,2019,IAH4,G2F_PHT69,1,5,576,18,130,MO44_PHW65_0446/PHT69,MO44_PHW65_0446,PHT69,265,120,11.4634347981212,39
IAH4_2019,2019,IAH4,G2F_PHT69,1,5,577,18,131,MO44_PHW65_0236/PHT69,MO44_PHW65_0236,PHT69,255,124,12.3009211246314,33.7
IAH4_2019,2019,IAH4,G2F_PHT69,1,5,578,18,132,MO44_PHW65_0244/PHT69,MO44_PHW65_0244,PHT69,247,125,11.5975645883382,29.7
IAH4_2019,2019,IAH4,G2F_PHT69,1,5,579,19,132,MO44_PHW65_0317/PHT69,MO44_PHW65_0317,PHT69,267,132,12.2836587879939,27.4
IAH4_2019,2019,IAH4,G2F_PHT69,1,5,580,19,131,MO44_PHW65_0176/PHT69,MO44_PHW65_0176,PHT69,239,112,11.3030688065141,36.6
IAH4_2019,2019,IAH4,G2F_PHT69,1,5,581,19,130,MO44_PHW65_0203/PHT69,MO44_PHW65_0203,PHT69,272,130,12.6893715170835,40.7
IAH4_2019,2019,IAH4,G2F_PHT69,1,5,582,19,129,B14A/OH43,B14A,OH43,260,126,13.1480188906545,33.1
IAH4_2019,2019,IAH4,G2F_PHT69,1,5,583,19,128,MO44_PHW65_0376/PHT69,MO44_PHW65_0376,PHT69,272,134,13.8548183306538,34
IAH4_2019,2019,IAH4,G2F_PHT69,1,5,584,19,127,MO44_PHW65_0128/PHT69,MO44_PHW65_0128,PHT69,273,110,10.8839749771408,38.4
IAH4_2019,2019,IAH4,G2F_PHT69,1,5,585,19,126,MO44_PHW65_0009/PHT69,MO44_PHW65_0009,PHT69,259,114,11.7211743950088,36
IAH4_2019,2019,IAH4,G2F_PHT69,1,5,586,19,125,MO44_PHW65_0024/PHT69,MO44_PHW65_0024,PHT69,260,110,12.1277239409714,36.7
IAH4_2019,2019,IAH4,G2F_PHT69,1,5,587,19,124,MO44_PHW65_0080/PHT69,MO44_PHW65_0080,PHT69,268,128,14.4219410800206,35
IAH4_2019,2019,IAH4,G2F_PHT69,1,5,588,19,123,B37/OH43,B37,OH43,277,132,13.2016229886343,40.5
IAH4_2019,2019,IAH4,G2F_PHT69,1,5,589,19,122,MO44_PHW65_0296/PHT69,MO44_PHW65_0296,PHT69,251,112,10.9825520047816,36.7
IAH4_2019,2019,IAH4,G2F_PHT69,1,5,590,19,121,MO44_PHW65_0315/PHT69,MO44_PHW65_0315,PHT69,263,124,11.4244630408923,32.7
IAH4_2019,2019,IAH4,G2F_PHT69,1,5,591,19,120,MO44_PHW65_0168/PHT69,MO44_PHW65_0168,PHT69,260,128,13.7853864392473,37.6
IAH4_2019,2019,IAH4,G2F_PHT69,1,5,592,19,119,MO44_PHW65_0103/PHT69,MO44_PHW65_0103,PHT69,268,120,14.106979148388,40.2
IAH4_2019,2019,IAH4,G2F_PHT69,1,5,593,19,118,MO44_PHW65_0442/PHT69,MO44_PHW65_0442,PHT69,262,120,7.72817118563862,40.8
IAH4_2019,2019,IAH4,G2F_PHT69,1,5,594,19,117,MO44_PHW65_0155/PHT69,MO44_PHW65_0155,PHT69,252,118,16.0577347640151,36.6
IAH4_2019,2019,IAH4,G2F_PHT69,1,5,595,19,116,MO44_PHW65_0098/PHT69,MO44_PHW65_0098,PHT69,248,105,12.5563016949056,32.9
IAH4_2019,2019,IAH4,G2F_PHT69,1,5,596,19,115,MO44_PHW65_0105/PHT69,MO44_PHW65_0105,PHT69,273,122,13.5568318270166,35
IAH4_2019,2019,IAH4,G2F_PHT69,1,5,597,19,114,MO44_PHW65_0017/PHT69,MO44_PHW65_0017,PHT69,259,114,13.286213219969,36.2
IAH4_2019,2019,IAH4,G2F_PHT69,1,5,598,19,113,MO44_PHW65_0263/PHT69,MO44_PHW65_0263,PHT69,236,112,12.6381264457171,31.5
IAH4_2019,2019,IAH4,G2F_PHT69,1,5,599,19,112,MO44_PHW65_0157/PHT69,MO44_PHW65_0157,PHT69,247,115,10.7945551169961,31.8
IAH4_2019,2019,IAH4,G2F_PHT69,1,5,600,19,111,MO44_PHW65_0177/PHT69,MO44_PHW65_0177,PHT69,267,135,12.2318319296587,36.5
IAH4_2019,2019,IAH4,G2F_PHT69,1,5,601,19,110,MO44_PHW65_0333/PHT69,MO44_PHW65_0333,PHT69,271,131,12.5426894737712,40
IAH4_2019,2019,IAH4,G2F_PHT69,1,5,602,19,109,MO44_PHW65_0027/PHT69,MO44_PHW65_0027,PHT69,257,115,9.82607905596374,34.8
IAH4_2019,2019,IAH4,G2F_PHT69,1,5,603,19,108,MO44_PHW65_0254/PHT69,MO44_PHW65_0254,PHT69,270,125,14.6541139290167,32.3
IAH4_2019,2019,IAH4,G2F_PHT69,1,5,604,19,107,MO44_PHW65_0193/PHT69,MO44_PHW65_0193,PHT69,280,128,9.98740937939592,34.9
IAH4_2019,2019,IAH4,G2F_PHT69,1,5,605,19,106,MO44_PHW65_0324/PHT69,MO44_PHW65_0324,PHT69,266,130,12.789885178059,38.3
IAH4_2019,2019,IAH4,G2F_PHT69,1,5,606,19,105,MO44_PHW65_0274/PHT69,MO44_PHW65_0274,PHT69,263,130,11.8086018340273,30.6
IAH4_2019,2019,IAH4,G2F_PHT69,1,5,607,19,104,MO44_PHW65_0025/PHT69,MO44_PHW65_0025,PHT69,260,125,11.3075477692058,33.7
IAH4_2019,2019,IAH4,G2F_PHT69,1,5,608,19,103,MO44_PHW65_0175/PHT69,MO44_PHW65_0175,PHT69,261,120,11.3625385922895,34.6
IAH4_2019,2019,IAH4,G2F_PHT69,1,5,609,19,102,MO44_PHW65_0207/PHT69,MO44_PHW65_0207,PHT69,254,125,8.38831609254643,37.2
IAH4_2019,2019,IAH4,G2F_PHT69,1,5,610,19,101,MO44_PHW65_0167/PHT69,MO44_PHW65_0167,PHT69,264,130,14.8176837337947,34.9
IAH4_2019,2019,IAH4,G2F_PHT69,1,5,611,19,100,MO44_PHW65_0165/PHT69,MO44_PHW65_0165,PHT69,256,117,11.8752682449106,38.3
IAH4_2019,2019,IAH4,G2F_PHT69,1,5,612,19,99,MO44_PHW65_0031/PHT69,MO44_PHW65_0031,PHT69,253,115,12.2149282288238,40.2
IAH4_2019,2019,IAH4,G2F_PHT69,1,5,613,20,99,MO44_PHW65_0060/PHT69,MO44_PHW65_0060,PHT69,260,137,13.8355954516281,41.9
IAH4_2019,2019,IAH4,G2F_PHT69,1,5,614,20,100,MO44_PHW65_0110/PHT69,MO44_PHW65_0110,PHT69,248,112,11.3466390717023,38.5
IAH4_2019,2019,IAH4,G2F_PHT69,1,5,615,20,101,MO44_PHW65_0174/PHT69,MO44_PHW65_0174,PHT69,248,127,11.6659922994971,34.3
IAH4_2019,2019,IAH4,G2F_PHT69,1,5,616,20,102,MO44_PHW65_0023/PHT69,MO44_PHW65_0023,PHT69,246,125,13.1427190504588,38.9
IAH4_2019,2019,IAH4,G2F_PHT69,1,5,617,20,103,MO44_PHW65_0063/PHT69,MO44_PHW65_0063,PHT69,262,122,14.8251114797532,36.9
IAH4_2019,2019,IAH4,G2F_PHT69,1,5,618,20,104,MO44_PHW65_0210/PHT69,MO44_PHW65_0210,PHT69,275,135,15.6646539848657,34.7
IAH4_2019,2019,IAH4,G2F_PHT69,1,5,619,20,105,MO44_PHW65_0471/PHT69,MO44_PHW65_0471,PHT69,266,137,12.218434890006,36.2
IAH4_2019,2019,IAH4,G2F_PHT69,1,5,620,20,106,MO44_PHW65_0242/PHT69,MO44_PHW65_0242,PHT69,258,130,11.9185037833495,31.4
IAH4_2019,2019,IAH4,G2F_PHT69,1,5,621,20,107,MO44_PHW65_0050/PHT69,MO44_PHW65_0050,PHT69,261,135,13.2938162989867,29.2
IAH4_2019,2019,IAH4,G2F_PHT69,1,5,622,20,108,MO44_PHW65_0033/PHT69,MO44_PHW65_0033,PHT69,262,130,13.0355985210287,32.8
IAH4_2019,2019,IAH4,G2F_PHT69,1,5,623,20,109,MO44_PHW65_0144/PHT69,MO44_PHW65_0144,PHT69,261,134,10.4382942802592,35
IAH4_2019,2019,IAH4,G2F_PHT69,1,5,624,20,110,MO44_PHW65_0268/PHT69,MO44_PHW65_0268,PHT69,258,125,13.2209016554516,36.9
IAH4_2019,2019,IAH4,G2F_PHT69,1,5,625,20,111,MO44_PHW65_0253/PHT69,MO44_PHW65_0253,PHT69,240,115,12.7576478042368,37.2
IAH4_2019,2019,IAH4,G2F_PHT69,1,5,626,20,112,MO44_PHW65_0171/PHT69,MO44_PHW65_0171,PHT69,236,108,13.1406150537495,34.7
IAH4_2019,2019,IAH4,G2F_PHT69,1,5,627,20,113,MO44_PHW65_0214/PHT69,MO44_PHW65_0214,PHT69,249,117,13.0830340832017,36
IAH4_2019,2019,IAH4,G2F_PHT69,1,5,628,20,114,MO44_PHW65_0145/PHT69,MO44_PHW65_0145,PHT69,253,120,12.6557155394194,36.2
IAH4_2019,2019,IAH4,G2F_PHT69,1,5,629,20,115,MO44_PHW65_0259/PHT69,MO44_PHW65_0259,PHT69,242,114,10.8250630692808,30.7
IAH4_2019,2019,IAH4,G2F_PHT69,1,5,630,20,116,MO44_PHW65_0115/PHT69,MO44_PHW65_0115,PHT69,251,118,11.3302852790983,35.7
IAH4_2019,2019,IAH4,G2F_PHT69,1,5,631,20,117,MO44_PHW65_0316/PHT69,MO44_PHW65_0316,PHT69,253,115,11.8805999638444,35.8
IAH4_2019,2019,IAH4,G2F_PHT69,1,5,632,20,118,MO44_PHW65_0120/PHT69,MO44_PHW65_0120,PHT69,251,118,13.5725002267531,34.6
IAH4_2019,2019,IAH4,G2F_PHT69,1,5,633,20,119,MO44_PHW65_0396/PHT69,MO44_PHW65_0396,PHT69,247,122,10.7687652179383,36.8
IAH4_2019,2019,IAH4,G2F_PHT69,1,5,634,20,120,MO44_PHW65_0217/PHT69,MO44_PHW65_0217,PHT69,255,122,14.254131403086,37.2
IAH4_2019,2019,IAH4,G2F_PHT69,1,5,635,20,121,MO44_PHW65_0163/PHT69,MO44_PHW65_0163,PHT69,245,120,12.9046247258756,36.7
IAH4_2019,2019,IAH4,G2F_PHT69,1,5,636,20,122,MO44_PHW65_0321/PHT69,MO44_PHW65_0321,PHT69,263,125,14.2603158782618,38
IAH4_2019,2019,IAH4,G2F_PHT69,1,5,637,20,123,MO44_PHW65_0185/PHT69,MO44_PHW65_0185,PHT69,254,128,10.7280879482254,39.2
IAH4_2019,2019,IAH4,G2F_PHT69,1,5,638,20,124,MO44_PHW65_0180/PHT69,MO44_PHW65_0180,PHT69,270,132,13.2267593735627,33.8
IAH4_2019,2019,IAH4,G2F_PHT69,1,5,639,20,125,MO44_PHW65_0179/PHT69,MO44_PHW65_0179,PHT69,262,114,12.3383627024353,30.7
IAH4_2019,2019,IAH4,G2F_PHT69,1,5,640,20,126,MO44_PHW65_0159/PHT69,MO44_PHW65_0159,PHT69,266,130,14.8513078327207,34.5
IAH4_2019,2019,IAH4,G2F_PHT69,1,5,641,20,127,MO44/PHT69,MO44,PHT69,243,126,11.6071760278511,37.6
IAH4_2019,2019,IAH4,G2F_PHT69,1,5,642,20,128,MO44_PHW65_0307/PHT69,MO44_PHW65_0307,PHT69,251,120,12.5818206246902,33.5
IAH4_2019,2019,IAH4,G2F_PHT69,1,5,643,20,129,MO44_PHW65_0464/PHT69,MO44_PHW65_0464,PHT69,250,110,13.654109796083,33.8
IAH4_2019,2019,IAH4,G2F_PHT69,1,5,644,20,130,MO44_PHW65_0147/PHT69,MO44_PHW65_0147,PHT69,261,115,11.7584725184916,40
IAH4_2019,2019,IAH4,G2F_PHT69,1,5,645,20,131,MO44_PHW65_0037/PHT69,MO44_PHW65_0037,PHT69,255,114,10.382331155666,39.8
IAH4_2019,2019,IAH4,G2F_PHT69,1,5,646,20,132,MO44_PHW65_0302/PHT69,MO44_PHW65_0302,PHT69,253,132,11.9772403581504,35.5
IAH4_2019,2019,IAH4,G2F_PHT69,1,5,647,21,132,MO44_PHW65_0349/PHT69,MO44_PHW65_0349,PHT69,252,110,11.2099828914971,35.3
IAH4_2019,2019,IAH4,G2F_PHT69,1,5,648,21,131,MO44_PHW65_0160/PHT69,MO44_PHW65_0160,PHT69,230,115,12.3715006506065,37
IAH4_2019,2019,IAH4,G2F_PHT69,1,5,649,21,130,MO44_PHW65_0068/PHT69,MO44_PHW65_0068,PHT69,242,110,12.5125321876048,34.8
IAH4_2019,2019,IAH4,G2F_PHT69,1,5,650,21,129,MO44_PHW65_0191/PHT69,MO44_PHW65_0191,PHT69,276,120,13.9718531476079,37.5
IAH4_2019,2019,IAH4,G2F_PHT69,1,5,651,21,128,MO44_PHW65_0166/PHT69,MO44_PHW65_0166,PHT69,266,120,13.9640348871086,36.7
IAH4_2019,2019,IAH4,G2F_PHT69,1,5,652,21,127,MO44_PHW65_0475/PHT69,MO44_PHW65_0475,PHT69,227,107,10.2043840400412,34
IAH4_2019,2019,IAH4,G2F_PHT69,1,6,653,21,126,PHW65_MOG_0116/PHT69,PHW65_MOG_0116,PHT69,239,114,13.9179382319324,37
IAH4_2019,2019,IAH4,G2F_PHT69,1,6,654,21,125,PHW65_MOG_0079/PHT69,PHW65_MOG_0079,PHT69,231,124,13.2160879660106,35.5
IAH4_2019,2019,IAH4,G2F_PHT69,1,6,655,21,124,PHW65_MOG_0089/PHT69,PHW65_MOG_0089,PHT69,243,115,11.6785047041697,34.2
IAH4_2019,2019,IAH4,G2F_PHT69,1,6,656,21,123,PHW65_MOG_0476/PHT69,PHW65_MOG_0476,PHT69,251,125,12.9864255676336,37.4
IAH4_2019,2019,IAH4,G2F_PHT69,1,6,657,21,122,PHW65_MOG_0629/PHT69,PHW65_MOG_0629,PHT69,260,138,14.040806857944,37.9
IAH4_2019,2019,IAH4,G2F_PHT69,1,6,658,21,121,PHW65_MOG_0006/PHT69,PHW65_MOG_0006,PHT69,247,120,12.4429090237702,32
IAH4_2019,2019,IAH4,G2F_PHT69,1,6,659,21,120,PHW65_MOG_0085/PHT69,PHW65_MOG_0085,PHT69,251,122,11.9947975731147,32.9
IAH4_2019,2019,IAH4,G2F_PHT69,1,6,660,21,119,PHW65_MOG_0517/PHT69,PHW65_MOG_0517,PHT69,255,118,13.140607084065,38.2
IAH4_2019,2019,IAH4,G2F_PHT69,1,6,661,21,118,PHW65_MOG_0250/PHT69,PHW65_MOG_0250,PHT69,247,115,11.280084236402,33.3
IAH4_2019,2019,IAH4,G2F_PHT69,1,6,662,21,117,PHW65_MOG_0420/PHT69,PHW65_MOG_0420,PHT69,232,108,14.909813286671,35.4
IAH4_2019,2019,IAH4,G2F_PHT69,1,6,663,21,116,PHW52/PHN82,PHW52,PHN82,241,112,11.9982325071362,36.1
IAH4_2019,2019,IAH4,G2F_PHT69,1,6,664,21,115,PHW65_MOG_0055/PHT69,PHW65_MOG_0055,PHT69,226,95,11.5273118194277,34.7
IAH4_2019,2019,IAH4,G2F_PHT69,1,6,665,21,114,PHW65_MOG_0145/PHT69,PHW65_MOG_0145,PHT69,248,105,13.8101084005814,35.1
IAH4_2019,2019,IAH4,G2F_PHT69,1,6,666,21,113,PHW65_MOG_0343/PHT69,PHW65_MOG_0343,PHT69,245,112,12.6003421714795,36.3
IAH4_2019,2019,IAH4,G2F_PHT69,1,6,667,21,112,PHW65_MOG_0381/PHT69,PHW65_MOG_0381,PHT69,259,120,13.5153894675912,35
IAH4_2019,2019,IAH4,G2F_PHT69,1,6,668,21,111,PHW65_MOG_0253/PHT69,PHW65_MOG_0253,PHT69,267,118,14.568025396995,34.6
IAH4_2019,2019,IAH4,G2F_PHT69,1,6,669,21,110,PHW65_MOG_0209/PHT69,PHW65_MOG_0209,PHT69,245,108,10.1070741922366,37
IAH4_2019,2019,IAH4,G2F_PHT69,1,6,670,21,109,PHW65_MOG_0014/PHT69,PHW65_MOG_0014,PHT69,262,124,13.210995337612,35.6
IAH4_2019,2019,IAH4,G2F_PHT69,1,6,671,21,108,PHW65_MOG_0201/PHT69,PHW65_MOG_0201,PHT69,260,131,11.2417181751956,36
IAH4_2019,2019,IAH4,G2F_PHT69,1,6,672,21,107,LH74/PHN82,LH74,PHN82,264,130,14.2566338840205,36.7
IAH4_2019,2019,IAH4,G2F_PHT69,1,6,673,21,106,PHW65_MOG_0332/PHT69,PHW65_MOG_0332,PHT69,277,134,13.3877310611921,38.4
IAH4_2019,2019,IAH4,G2F_PHT69,1,6,674,21,105,PHW65_MOG_0651/PHT69,PHW65_MOG_0651,PHT69,260,115,13.3719989039795,36.3
IAH4_2019,2019,IAH4,G2F_PHT69,1,6,675,21,104,PHW65_MOG_0009/PHT69,PHW65_MOG_0009,PHT69,232,108,11.9535385164329,35.6
IAH4_2019,2019,IAH4,G2F_PHT69,1,6,676,21,103,PHW65_MOG_0262/PHT69,PHW65_MOG_0262,PHT69,258,125,13.6401150300925,34.8
IAH4_2019,2019,IAH4,G2F_PHT69,1,6,677,21,102,PHW65_MOG_0622/PHT69,PHW65_MOG_0622,PHT69,273,115,12.0491747304915,36.9
IAH4_2019,2019,IAH4,G2F_PHT69,1,6,678,21,101,MOG/PHT69,MOG,PHT69,250,120,12.8250474260945,32.3
IAH4_2019,2019,IAH4,G2F_PHT69,1,6,679,21,100,PHW65_MOG_0132/PHT69,PHW65_MOG_0132,PHT69,237,110,11.7087416871812,37
IAH4_2019,2019,IAH4,G2F_PHT69,1,6,680,21,99,PHW65_MOG_0315/PHT69,PHW65_MOG_0315,PHT69,267,115,13.4804503707218,38.2
IAH4_2019,2019,IAH4,G2F_PHT69,1,6,681,22,99,PHW65_MOG_0054/PHT69,PHW65_MOG_0054,PHT69,251,115,14.0175274095053,36.8
IAH4_2019,2019,IAH4,G2F_PHT69,1,6,682,22,100,PHW65_MOG_0086/PHT69,PHW65_MOG_0086,PHT69,214,107,4.37133210250106,18.5
IAH4_2019,2019,IAH4,G2F_PHT69,1,6,683,22,101,PHW65_MOG_0340/PHT69,PHW65_MOG_0340,PHT69,267,130,15.1749567204637,34.5
IAH4_2019,2019,IAH4,G2F_PHT69,1,6,684,22,102,PHW65_MOG_0059/PHT69,PHW65_MOG_0059,PHT69,252,115,14.1406032473141,36.7
IAH4_2019,2019,IAH4,G2F_PHT69,1,6,685,22,103,PHW65_MOG_0061/PHT69,PHW65_MOG_0061,PHT69,242,110,14.3278589544406,37.9
IAH4_2019,2019,IAH4,G2F_PHT69,1,6,686,22,104,PHW65_MOG_0311/PHT69,PHW65_MOG_0311,PHT69,251,115,11.2778049066336,36.6
IAH4_2019,2019,IAH4,G2F_PHT69,1,6,687,22,105,PHW65_MOG_0224/PHT69,PHW65_MOG_0224,PHT69,254,110,11.539991587475,35.3
IAH4_2019,2019,IAH4,G2F_PHT69,1,6,688,22,106,PHW65_MOG_0162/PHT69,PHW65_MOG_0162,PHT69,292,132,14.7101248717169,36
IAH4_2019,2019,IAH4,G2F_PHT69,1,6,689,22,107,PHW65_MOG_0442/PHT69,PHW65_MOG_0442,PHT69,225,105,9.74054840185742,37
IAH4_2019,2019,IAH4,G2F_PHT69,1,6,690,22,108,PHW65_MOG_0314/PHT69,PHW65_MOG_0314,PHT69,260,122,11.9744828473118,35.9
IAH4_2019,2019,IAH4,G2F_PHT69,1,6,691,22,109,PHW65_MOG_0338/PHT69,PHW65_MOG_0338,PHT69,271,130,12.2500506284368,36.3
IAH4_2019,2019,IAH4,G2F_PHT69,1,6,692,22,110,PHW65_MOG_0179/PHT69,PHW65_MOG_0179,PHT69,290,140,13.8706939421875,39.4
IAH4_2019,2019,IAH4,G2F_PHT69,1,6,693,22,111,PHW65_MOG_0513/PHT69,PHW65_MOG_0513,PHT69,260,130,12.1931709901255,38.9
IAH4_2019,2019,IAH4,G2F_PHT69,1,6,694,22,112,PHW65_MOG_0128/PHT69,PHW65_MOG_0128,PHT69,250,115,12.2085365418509,35.2
IAH4_2019,2019,IAH4,G2F_PHT69,1,6,695,22,113,PHW65_MOG_0152/PHT69,PHW65_MOG_0152,PHT69,256,112,13.5274874486696,33.8
IAH4_2019,2019,IAH4,G2F_PHT69,1,6,696,22,114,PHW65_MOG_0354/PHT69,PHW65_MOG_0354,PHT69,241,112,13.8765755693521,36.5
IAH4_2019,2019,IAH4,G2F_PHT69,1,6,697,22,115,PHW65_MOG_0067/PHT69,PHW65_MOG_0067,PHT69,230,110,12.7657609430627,35.8
IAH4_2019,2019,IAH4,G2F_PHT69,1,6,698,22,116,PHW65_MOG_0106/PHT69,PHW65_MOG_0106,PHT69,241,118,13.3476594875016,30.1
IAH4_2019,2019,IAH4,G2F_PHT69,1,6,699,22,117,PHW65_MOG_0180/PHT69,PHW65_MOG_0180,PHT69,238,110,12.8209270992054,35.6
IAH4_2019,2019,IAH4,G2F_PHT69,1,6,700,22,118,PHW65_MOG_0522/PHT69,PHW65_MOG_0522,PHT69,251,118,14.1594356117991,35.3
IAH4_2019,2019,IAH4,G2F_PHT69,1,6,701,22,119,PHW65_MOG_0696/PHT69,PHW65_MOG_0696,PHT69,250,115,12.4848853520574,34.7
IAH4_2019,2019,IAH4,G2F_PHT69,1,6,702,22,120,PHW65_MOG_0036/PHT69,PHW65_MOG_0036,PHT69,251,115,13.0714381922472,35.3
IAH4_2019,2019,IAH4,G2F_PHT69,1,6,703,22,121,PHW65_MOG_0071/PHT69,PHW65_MOG_0071,PHT69,239,112,13.0772959103582,35.5
IAH4_2019,2019,IAH4,G2F_PHT69,1,6,704,22,122,PHW65_MOG_0017/PHT69,PHW65_MOG_0017,PHT69,251,127,12.5374533910515,37.3
IAH4_2019,2019,IAH4,G2F_PHT69,1,6,705,22,123,PHW65_MOG_0591/PHT69,PHW65_MOG_0591,PHT69,240,115,12.1104137862269,37
IAH4_2019,2019,IAH4,G2F_PHT69,1,6,706,22,124,PHW65_MOG_0633/PHT69,PHW65_MOG_0633,PHT69,252,132,14.2580126394399,35.9
IAH4_2019,2019,IAH4,G2F_PHT69,1,6,707,22,125,PHW65_MOG_0499/PHT69,PHW65_MOG_0499,PHT69,223,100,12.2193992218311,32.9
IAH4_2019,2019,IAH4,G2F_PHT69,1,6,708,22,126,PHW65_MOG_0544/PHT69,PHW65_MOG_0544,PHT69,234,112,12.9251546331602,36.5
IAH4_2019,2019,IAH4,G2F_PHT69,1,6,709,22,127,PHW65_MOG_0148/PHT69,PHW65_MOG_0148,PHT69,251,115,13.0632134778381,37.7
