"genotype","parent1","parent2","env","block","rep","row","col","yield","grain_protein","test_weight","plant_height","maturity","standability"
"PLB-029xZM-0003","PLB-029","ZM-0003","EASTFARM-2025-L6","EASTFARM-2025-L6-B1",1,5,4,17.86,9.33,83.29,272.7,118.57,9.02
"PLB-019xZM-0003","PLB-019","ZM-0003","EASTFARM-2025-L6","EASTFARM-2025-L6-B1",1,3,3,20.61,10.09,85.08,275.98,128.11,9.22
"PLA-015xZM-0001","PLA-015","ZM-0001","EASTFARM-2025-L6","EASTFARM-2025-L6-B2",2,4,2,24.16,10.48,84.57,309.95,118.76,8.93
"PLA-055xZM-0001","PLA-055","ZM-0001","EASTFARM-2025-L6","EASTFARM-2025-L6-B2",2,5,3,19.77,9.11,82.25,293.45,111.99,6.47
"PLA-058xZM-0001","PLA-058","ZM-0001","EASTFARM-2025-L6","EASTFARM-2025-L6-B2",2,4,4,20.76,10,72.91,306.86,106.31,6.86
"PLB-029xZM-0001","PLB-029","ZM-0001","EASTFARM-2025-L6","EASTFARM-2025-L6-B2",2,3,4,22.84,8.58,72.65,310.86,112.68,7.75
"PLB-019xZM-0001","PLB-019","ZM-0001","EASTFARM-2025-L6","EASTFARM-2025-L6-B2",2,3,2,24.03,10.2,85.24,338.94,126.97,9.27
"PLA-015xZM-0002","PLA-015","ZM-0002","EASTFARM-2025-L6","EASTFARM-2025-L6-B2",2,1,3,23.07,10.22,84.55,290.53,110.37,6.39
"PLA-055xZM-0002","PLA-055","ZM-0002","EASTFARM-2025-L6","EASTFARM-2025-L6-B2",2,5,6,20.52,9.06,76.83,304.68,108.36,5.89
"PLA-058xZM-0002","PLA-058","ZM-0002","EASTFARM-2025-L6","EASTFARM-2025-L6-B2",2,5,2,21.26,10.65,77.06,294.94,112.05,6.12
"PLB-029xZM-0002","PLB-029","ZM-0002","EASTFARM-2025-L6","EASTFARM-2025-L6-B2",2,2,5,20.01,7.58,77.63,288.11,108.2,6.86
"PLB-019xZM-0002","PLB-019","ZM-0002","EASTFARM-2025-L6","EASTFARM-2025-L6-B2",2,4,3,20.4,9.37,81.85,310.74,122.12,7.16
"PLA-015xZM-0003","PLA-015","ZM-0003","EASTFARM-2025-L6","EASTFARM-2025-L6-B2",2,1,4,16.96,9.12,85.05,263.84,114.28,8.73
"PLA-055xZM-0003","PLA-055","ZM-0003","EASTFARM-2025-L6","EASTFARM-2025-L6-B2",2,2,6,16.08,9.45,79.33,259.1,113.47,7.51
"PLA-058xZM-0003","PLA-058","ZM-0003","EASTFARM-2025-L6","EASTFARM-2025-L6-B2",2,1,5,16.49,8.76,78.94,272.8,112.92,7.07
"PLB-029xZM-0003","PLB-029","ZM-0003","EASTFARM-2025-L6","EASTFARM-2025-L6-B2",2,1,2,18.21,8.79,81.01,304.49,121.6,11.4
"PLB-019xZM-0003","PLB-019","ZM-0003","EASTFARM-2025-L6","EASTFARM-2025-L6-B2",2,3,5,18.31,9.78,85.45,249.72,119.86,6.17
"PLA-015xZM-0001","PLA-015","ZM-0001","EASTFARM-2025-L7","EASTFARM-2025-L7-B1",1,5,4,19.94,8.64,81.49,287.61,117.76,9.08
"PLA-055xZM-0001","PLA-055","ZM-0001","EASTFARM-2025-L7","EASTFARM-2025-L7-B1",1,5,1,17.96,9.02,77.93,311.1,108.82,6
"PLA-058xZM-0001","PLA-058","ZM-0001","EASTFARM-2025-L7","EASTFARM-2025-L7-B1",1,1,3,17.33,8.96,71.37,283.98,110.14,7.04
"PLB-029xZM-0001","PLB-029","ZM-0001","EASTFARM-2025-L7","EASTFARM-2025-L7-B1",1,3,6,19.62,8.06,71.24,295.44,110.63,8.27
"PLB-019xZM-0001","PLB-019","ZM-0001","EASTFARM-2025-L7","EASTFARM-2025-L7-B1",1,1,4,18.9,8.11,79.18,305.13,118.85,8.01
"PLA-015xZM-0002","PLA-015","ZM-0002","EASTFARM-2025-L7","EASTFARM-2025-L7-B1",1,2,1,20.7,9.44,74.92,286.24,111.4,7.9
"PLA-055xZM-0002","PLA-055","ZM-0002","EASTFARM-2025-L7","EASTFARM-2025-L7-B1",1,2,5,15.06,8.33,79.98,303.89,111.8,7.81
"PLA-058xZM-0002","PLA-058","ZM-0002","EASTFARM-2025-L7","EASTFARM-2025-L7-B1",1,4,5,16.73,9.18,71.44,291.11,110.6,5.96
"PLB-029xZM-0002","PLB-029","ZM-0002","EASTFARM-2025-L7","EASTFARM-2025-L7-B1",1,5,5,15.45,7.22,75.69,291.3,106.44,8.99
"PLB-019xZM-0002","PLB-019","ZM-0002","EASTFARM-2025-L7","EASTFARM-2025-L7-B1",1,1,1,14.94,7.8,72.5,290.07,112.97,7.52
"PLA-015xZM-0003","PLA-015","ZM-0003","EASTFARM-2025-L7","EASTFARM-2025-L7-B1",1,3,3,17.01,9.19,81.54,292.42,112.33,9.73
"PLA-055xZM-0003","PLA-055","ZM-0003","EASTFARM-2025-L7","EASTFARM-2025-L7-B1",1,3,1,15.58,9.05,72.75,275.68,116.95,9.6
"PLA-058xZM-0003","PLA-058","ZM-0003","EASTFARM-2025-L7","EASTFARM-2025-L7-B1",1,4,6,15.24,9.09,75.31,281.11,111.6,8.47
"PLB-029xZM-0003","PLB-029","ZM-0003","EASTFARM-2025-L7","EASTFARM-2025-L7-B1",1,4,3,17.27,8.49,79.06,285.66,117.18,10.48
"PLB-019xZM-0003","PLB-019","ZM-0003","EASTFARM-2025-L7","EASTFARM-2025-L7-B1",1,2,3,19.21,9.21,85.62,287.39,124.27,8.42
"PLA-015xZM-0001","PLA-015","ZM-0001","EASTFARM-2025-L7","EASTFARM-2025-L7-B2",2,5,6,18.07,7.83,80.27,275.1,108.63,7.44
"PLA-055xZM-0001","PLA-055","ZM-0001","EASTFARM-2025-L7","EASTFARM-2025-L7-B2",2,4,4,16.89,8.72,76.94,282.04,112.18,7.32
"PLA-058xZM-0001","PLA-058","ZM-0001","EASTFARM-2025-L7","EASTFARM-2025-L7-B2",2,1,5,18.78,8.42,81.64,286.33,110.77,7.41
"PLB-029xZM-0001","PLB-029","ZM-0001","EASTFARM-2025-L7","EASTFARM-2025-L7-B2",2,2,4,18.95,8.49,78.62,282.25,111.69,9.45
"PLB-019xZM-0001","PLB-019","ZM-0001","EASTFARM-2025-L7","EASTFARM-2025-L7-B2",2,3,4,19.29,7.77,79.01,290.79,121.16,8.1
"PLA-015xZM-0002","PLA-015","ZM-0002","EASTFARM-2025-L7","EASTFARM-2025-L7-B2",2,1,2,19.95,9,75.52,271.94,109.63,6.53
"PLA-055xZM-0002","PLA-055","ZM-0002","EASTFARM-2025-L7","EASTFARM-2025-L7-B2",2,2,2,16.2,9.46,79.46,290.44,111.36,7.59
"PLA-058xZM-0002","PLA-058","ZM-0002","EASTFARM-2025-L7","EASTFARM-2025-L7-B2",2,4,2,17.34,9.39,77.13,304.42,109.87,7.3
"PLB-029xZM-0002","PLB-029","ZM-0002","EASTFARM-2025-L7","EASTFARM-2025-L7-B2",2,2,6,15.81,8.77,74.46,295.47,110.92,8.25
"PLB-019xZM-0002","PLB-019","ZM-0002","EASTFARM-2025-L7","EASTFARM-2025-L7-B2",2,3,2,17.28,7.34,83.5,291.52,121.5,7.89
"PLA-015xZM-0003","PLA-015","ZM-0003","EASTFARM-2025-L7","EASTFARM-2025-L7-B2",2,4,1,17.98,9.5,85.89,255.83,121.43,9.64
"PLA-055xZM-0003","PLA-055","ZM-0003","EASTFARM-2025-L7","EASTFARM-2025-L7-B2",2,5,2,14.39,8.73,80.17,263.39,118.32,8.46
"PLA-058xZM-0003","PLA-058","ZM-0003","EASTFARM-2025-L7","EASTFARM-2025-L7-B2",2,3,5,15.35,8.86,76.98,253.14,113.88,8.53
"PLB-029xZM-0003","PLB-029","ZM-0003","EASTFARM-2025-L7","EASTFARM-2025-L7-B2",2,5,3,15.9,9.12,81.44,278.46,119.12,10.2
"PLB-019xZM-0003","PLB-019","ZM-0003","EASTFARM-2025-L7","EASTFARM-2025-L7-B2",2,1,6,16.06,8.91,85.82,264.24,119.14,7.79
"PLA-015xZM-0001","PLA-015","ZM-0001","EASTFARM-2025-L8","EASTFARM-2025-L8-B1",1,3,5,19.6,8.94,81.24,282.18,109.6,5.74
"PLA-055xZM-0001","PLA-055","ZM-0001","EASTFARM-2025-L8","EASTFARM-2025-L8-B1",1,4,3,13.4,8.35,75.74,289.95,107.12,4.41
"PLA-058xZM-0001","PLA-058","ZM-0001","EASTFARM-2025-L8","EASTFARM-2025-L8-B1",1,4,4,19.19,8.17,73.38,285.99,99.86,6.58
"PLB-029xZM-0001","PLB-029","ZM-0001","EASTFARM-2025-L8","EASTFARM-2025-L8-B1",1,4,6,18.28,9.02,76.32,295.12,110.49,8.03
"PLB-019xZM-0001","PLB-019","ZM-0001","EASTFARM-2025-L8","EASTFARM-2025-L8-B1",1,5,1,16.6,8.68,80.71,298.48,114.35,6.28
"PLA-015xZM-0002","PLA-015","ZM-0002","EASTFARM-2025-L8","EASTFARM-2025-L8-B1",1,2,2,17.97,8.26,75.76,274.8,107.17,3.72
"PLA-055xZM-0002","PLA-055","ZM-0002","EASTFARM-2025-L8","EASTFARM-2025-L8-B1",1,4,5,12.96,9.3,74.95,274.18,108.1,6.04
"PLA-058xZM-0002","PLA-058","ZM-0002","EASTFARM-2025-L8","EASTFARM-2025-L8-B1",1,5,6,15.42,9.09,73.81,283.46,106,5.15
"PLB-029xZM-0002","PLB-029","ZM-0002","EASTFARM-2025-L8","EASTFARM-2025-L8-B1",1,1,2,16.44,7.97,77.43,301.15,107.63,7.08
"PLB-019xZM-0002","PLB-019","ZM-0002","EASTFARM-2025-L8","EASTFARM-2025-L8-B1",1,3,6,16.7,9.43,81.33,292.83,117.45,5.83
"PLA-015xZM-0003","PLA-015","ZM-0003","EASTFARM-2025-L8","EASTFARM-2025-L8-B1",1,1,5,15.08,9.79,78.15,261.7,111.26,6.78
"PLA-055xZM-0003","PLA-055","ZM-0003","EASTFARM-2025-L8","EASTFARM-2025-L8-B1",1,5,5,13.38,8.75,79.9,276.74,113.15,5.36
"PLA-058xZM-0003","PLA-058","ZM-0003","EASTFARM-2025-L8","EASTFARM-2025-L8-B1",1,5,3,15.25,9.67,76.44,251.02,109.24,5.68
"PLB-029xZM-0003","PLB-029","ZM-0003","EASTFARM-2025-L8","EASTFARM-2025-L8-B1",1,1,4,13.36,9.34,72.41,283.79,116.99,7.82
"PLB-019xZM-0003","PLB-019","ZM-0003","EASTFARM-2025-L8","EASTFARM-2025-L8-B1",1,3,3,14.98,10.12,83.42,261.97,120.65,6.64
"PLA-015xZM-0001","PLA-015","ZM-0001","EASTFARM-2025-L8","EASTFARM-2025-L8-B2",2,4,1,21.59,8.56,82.57,282.7,113.83,6.17
"PLA-055xZM-0001","PLA-055","ZM-0001","EASTFARM-2025-L8","EASTFARM-2025-L8-B2",2,2,6,16.7,8.92,79,303.46,111.51,4.79
"PLA-058xZM-0001","PLA-058","ZM-0001","EASTFARM-2025-L8","EASTFARM-2025-L8-B2",2,2,4,16.31,8.76,73.35,279.38,106.66,5.85
"PLB-029xZM-0001","PLB-029","ZM-0001","EASTFARM-2025-L8","EASTFARM-2025-L8-B2",2,1,6,17.82,9.27,77.81,317.12,109.45,8.16
"PLB-019xZM-0001","PLB-019","ZM-0001","EASTFARM-2025-L8","EASTFARM-2025-L8-B2",2,3,4,16.15,7.68,75.92,310.46,116.97,5.37
"PLA-015xZM-0002","PLA-015","ZM-0002","EASTFARM-2025-L8","EASTFARM-2025-L8-B2",2,4,2,18.2,8.61,78.35,272.97,109.24,4.32
"PLA-055xZM-0002","PLA-055","ZM-0002","EASTFARM-2025-L8","EASTFARM-2025-L8-B2",2,1,1,14.66,8.75,80,306.93,111.43,5.81
"PLA-058xZM-0002","PLA-058","ZM-0002","EASTFARM-2025-L8","EASTFARM-2025-L8-B2",2,1,3,14.15,8.71,71.02,267.53,106.87,4.87
"PLB-029xZM-0002","PLB-029","ZM-0002","EASTFARM-2025-L8","EASTFARM-2025-L8-B2",2,5,4,15.73,9.26,79.47,281.35,107.21,6.84
"PLB-019xZM-0002","PLB-019","ZM-0002","EASTFARM-2025-L8","EASTFARM-2025-L8-B2",2,2,5,15,8.68,79.07,305.65,118.04,4.72
"PLA-015xZM-0003","PLA-015","ZM-0003","EASTFARM-2025-L8","EASTFARM-2025-L8-B2",2,3,1,15.82,8.48,79.04,269.75,118.14,6.96
"PLA-055xZM-0003","PLA-055","ZM-0003","EASTFARM-2025-L8","EASTFARM-2025-L8-B2",2,3,2,14.93,8.91,76.59,261.82,115.83,6.39
"PLA-058xZM-0003","PLA-058","ZM-0003","EASTFARM-2025-L8","EASTFARM-2025-L8-B2",2,2,3,13.3,9.29,79.42,276,112.48,6
"PLB-029xZM-0003","PLB-029","ZM-0003","EASTFARM-2025-L8","EASTFARM-2025-L8-B2",2,2,1,14.13,7.93,82.36,289.06,118.08,7.8
"PLB-019xZM-0003","PLB-019","ZM-0003","EASTFARM-2025-L8","EASTFARM-2025-L8-B2",2,5,2,13.79,10.28,82.44,289.49,122.25,6.96
