"genotype","parent1","parent2","env","block","rep","row","col","yield","grain_protein","test_weight","plant_height","maturity","standability"
"PLB-029xZM-0002","PLB-029","ZM-0002","EAST-2024-L2","EAST-2024-L2-B1",1,7,4,13.78,NA,NA,306.11,105.72,6.62
"PLB-048xZM-0002","PLB-048","ZM-0002","EAST-2024-L2","EAST-2024-L2-B1",1,7,11,8.7,NA,NA,232.95,103.89,2.74
"PLB-019xZM-0002","PLB-019","ZM-0002","EAST-2024-L2","EAST-2024-L2-B1",1,3,7,9.11,NA,NA,285.95,110.68,3.64
"PLB-030xZM-0002","PLB-030","ZM-0002","EAST-2024-L2","EAST-2024-L2-B1",1,2,6,8.78,NA,NA,267.24,107.28,4.03
"PLB-047xZM-0002","PLB-047","ZM-0002","EAST-2024-L2","EAST-2024-L2-B1",1,12,4,9.75,NA,NA,244.25,110.79,5.85
"PLB-008xZM-0002","PLB-008","ZM-0002","EAST-2024-L2","EAST-2024-L2-B1",1,2,4,9.2,NA,NA,278.61,110.41,4.64
"PLB-025xZM-0002","PLB-025","ZM-0002","EAST-2024-L2","EAST-2024-L2-B1",1,9,3,13.48,NA,NA,275.59,111.55,6.57
"PLB-022xZM-0002","PLB-022","ZM-0002","EAST-2024-L2","EAST-2024-L2-B1",1,9,5,8.7,NA,NA,246.95,105.54,5.56
"PLB-026xZM-0002","PLB-026","ZM-0002","EAST-2024-L2","EAST-2024-L2-B1",1,4,1,8.42,NA,NA,277.62,112.77,4.68
"PLB-033xZM-0002","PLB-033","ZM-0002","EAST-2024-L2","EAST-2024-L2-B1",1,6,2,10.44,NA,NA,263.82,114.2,5.95
"PLB-053xZM-0002","PLB-053","ZM-0002","EAST-2024-L2","EAST-2024-L2-B1",1,2,1,11.1,NA,NA,285.49,119.58,4.74
"PLB-049xZM-0002","PLB-049","ZM-0002","EAST-2024-L2","EAST-2024-L2-B1",1,2,3,10.49,NA,NA,280.68,107.96,6.86
"PLA-042xZM-0003","PLA-042","ZM-0003","EAST-2024-L2","EAST-2024-L2-B1",1,6,3,12.68,NA,NA,258.51,110.09,6.94
"PLA-058xZM-0003","PLA-058","ZM-0003","EAST-2024-L2","EAST-2024-L2-B1",1,2,12,10.6,NA,NA,259.14,109.48,6.1
"PLA-002xZM-0003","PLA-002","ZM-0003","EAST-2024-L2","EAST-2024-L2-B1",1,10,7,9.26,NA,NA,242.65,111.04,4.31
"PLA-051xZM-0003","PLA-051","ZM-0003","EAST-2024-L2","EAST-2024-L2-B1",1,7,7,8.83,NA,NA,256.13,108.23,3.09
"PLA-025xZM-0003","PLA-025","ZM-0003","EAST-2024-L2","EAST-2024-L2-B1",1,4,7,6.4,NA,NA,236.66,106.7,4.71
"PLA-008xZM-0003","PLA-008","ZM-0003","EAST-2024-L2","EAST-2024-L2-B1",1,4,11,8,NA,NA,264.94,110.85,2.49
"PLA-015xZM-0003","PLA-015","ZM-0003","EAST-2024-L2","EAST-2024-L2-B1",1,12,1,12.76,NA,NA,269.87,115.51,6.6
"PLA-057xZM-0003","PLA-057","ZM-0003","EAST-2024-L2","EAST-2024-L2-B1",1,7,8,5.37,NA,NA,215.67,110.98,4.61
"PLA-055xZM-0003","PLA-055","ZM-0003","EAST-2024-L2","EAST-2024-L2-B1",1,6,10,8.09,NA,NA,230.55,101.82,3.92
"PLA-030xZM-0003","PLA-030","ZM-0003","EAST-2024-L2","EAST-2024-L2-B1",1,10,2,14.05,NA,NA,273.02,122.39,6.79
"PLA-053xZM-0003","PLA-053","ZM-0003","EAST-2024-L2","EAST-2024-L2-B1",1,8,11,6.45,NA,NA,221.99,107.19,4.46
"PLA-043xZM-0003","PLA-043","ZM-0003","EAST-2024-L2","EAST-2024-L2-B1",1,4,12,6.22,NA,NA,240.64,108.7,5.62
"PLB-029xZM-0003","PLB-029","ZM-0003","EAST-2024-L2","EAST-2024-L2-B1",1,9,4,13.35,NA,NA,271.75,115.01,8.07
"PLB-048xZM-0003","PLB-048","ZM-0003","EAST-2024-L2","EAST-2024-L2-B1",1,11,6,9.71,NA,NA,220.61,115.43,5.67
"PLB-019xZM-0003","PLB-019","ZM-0003","EAST-2024-L2","EAST-2024-L2-B1",1,8,10,7.49,NA,NA,255.58,113.66,3.89
"PLB-030xZM-0003","PLB-030","ZM-0003","EAST-2024-L2","EAST-2024-L2-B1",1,7,1,7.73,NA,NA,233.69,116.95,5.58
"PLB-047xZM-0003","PLB-047","ZM-0003","EAST-2024-L2","EAST-2024-L2-B1",1,7,12,8.74,NA,NA,239.36,115.36,6.26
"PLB-008xZM-0003","PLB-008","ZM-0003","EAST-2024-L2","EAST-2024-L2-B1",1,1,6,9.22,NA,NA,264.09,111.59,6.61
"PLB-025xZM-0003","PLB-025","ZM-0003","EAST-2024-L2","EAST-2024-L2-B1",1,3,1,9.86,NA,NA,257.81,118.6,6.54
"PLB-022xZM-0003","PLB-022","ZM-0003","EAST-2024-L2","EAST-2024-L2-B1",1,7,6,8.19,NA,NA,230.95,112.47,6.06
"PLB-026xZM-0003","PLB-026","ZM-0003","EAST-2024-L2","EAST-2024-L2-B1",1,5,9,7.76,NA,NA,239.29,106.98,4.3
"PLB-033xZM-0003","PLB-033","ZM-0003","EAST-2024-L2","EAST-2024-L2-B1",1,11,9,8.34,NA,NA,251.24,113.42,3.26
"PLB-053xZM-0003","PLB-053","ZM-0003","EAST-2024-L2","EAST-2024-L2-B1",1,6,4,10.16,NA,NA,244.46,115.03,7.14
"PLB-049xZM-0003","PLB-049","ZM-0003","EAST-2024-L2","EAST-2024-L2-B1",1,6,5,9.87,NA,NA,247.45,116.97,4.84
"PLA-042xZM-0001","PLA-042","ZM-0001","EAST-2024-L2","EAST-2024-L2-B2",2,12,6,8.62,NA,NA,297.33,107.2,4.19
"PLA-058xZM-0001","PLA-058","ZM-0001","EAST-2024-L2","EAST-2024-L2-B2",2,11,11,13.37,NA,NA,284.84,103.65,4.57
"PLA-002xZM-0001","PLA-002","ZM-0001","EAST-2024-L2","EAST-2024-L2-B2",2,5,8,7.76,NA,NA,270.5,100.49,1.79
"PLA-051xZM-0001","PLA-051","ZM-0001","EAST-2024-L2","EAST-2024-L2-B2",2,9,11,10.33,NA,NA,260.99,99.57,5.13
"PLA-025xZM-0001","PLA-025","ZM-0001","EAST-2024-L2","EAST-2024-L2-B2",2,1,4,11.96,NA,NA,271.9,105.32,3.31
"PLA-008xZM-0001","PLA-008","ZM-0001","EAST-2024-L2","EAST-2024-L2-B2",2,4,2,12.42,NA,NA,296.54,113.63,5.5
"PLA-015xZM-0001","PLA-015","ZM-0001","EAST-2024-L2","EAST-2024-L2-B2",2,3,3,13.55,NA,NA,269.62,111.56,5.57
"PLA-057xZM-0001","PLA-057","ZM-0001","EAST-2024-L2","EAST-2024-L2-B2",2,10,12,7.14,NA,NA,276.94,117.38,4.19
"PLA-055xZM-0001","PLA-055","ZM-0001","EAST-2024-L2","EAST-2024-L2-B2",2,4,6,11.46,NA,NA,274.39,102.64,5.7
"PLA-030xZM-0001","PLA-030","ZM-0001","EAST-2024-L2","EAST-2024-L2-B2",2,3,9,10.23,NA,NA,244.63,104.22,2.26
"PLA-053xZM-0001","PLA-053","ZM-0001","EAST-2024-L2","EAST-2024-L2-B2",2,6,8,10.59,NA,NA,270.44,104.6,5.01
"PLA-043xZM-0001","PLA-043","ZM-0001","EAST-2024-L2","EAST-2024-L2-B2",2,2,11,9.81,NA,NA,269.37,100.99,5.28
"PLB-029xZM-0001","PLB-029","ZM-0001","EAST-2024-L2","EAST-2024-L2-B2",2,1,5,14.23,NA,NA,273.48,107.75,6.75
"PLB-048xZM-0001","PLB-048","ZM-0001","EAST-2024-L2","EAST-2024-L2-B2",2,9,7,12.07,NA,NA,234.4,101.22,7.06
"PLB-019xZM-0001","PLB-019","ZM-0001","EAST-2024-L2","EAST-2024-L2-B2",2,5,12,12,NA,NA,286.09,110.5,4.94
"PLB-030xZM-0001","PLB-030","ZM-0001","EAST-2024-L2","EAST-2024-L2-B2",2,3,4,12.77,NA,NA,275.23,111.98,5.72
"PLB-047xZM-0001","PLB-047","ZM-0001","EAST-2024-L2","EAST-2024-L2-B2",2,10,10,11.02,NA,NA,235.32,107.98,5.78
"PLB-008xZM-0001","PLB-008","ZM-0001","EAST-2024-L2","EAST-2024-L2-B2",2,4,10,9.46,NA,NA,259.44,103.15,4.42
"PLB-025xZM-0001","PLB-025","ZM-0001","EAST-2024-L2","EAST-2024-L2-B2",2,9,9,12.18,NA,NA,240.61,111.68,4.61
"PLB-022xZM-0001","PLB-022","ZM-0001","EAST-2024-L2","EAST-2024-L2-B2",2,7,9,8.07,NA,NA,233.23,106.2,4.39
"PLB-026xZM-0001","PLB-026","ZM-0001","EAST-2024-L2","EAST-2024-L2-B2",2,12,7,9.32,NA,NA,259.45,103.65,3.79
"PLB-033xZM-0001","PLB-033","ZM-0001","EAST-2024-L2","EAST-2024-L2-B2",2,9,2,12.51,NA,NA,287.83,111.38,7.42
"PLB-053xZM-0001","PLB-053","ZM-0001","EAST-2024-L2","EAST-2024-L2-B2",2,7,3,15.18,NA,NA,290.59,114.99,6.15
"PLB-049xZM-0001","PLB-049","ZM-0001","EAST-2024-L2","EAST-2024-L2-B2",2,10,4,14.15,NA,NA,288.44,113.77,6.39
"PLA-042xZM-0002","PLA-042","ZM-0002","EAST-2024-L2","EAST-2024-L2-B2",2,1,7,7.23,NA,NA,251.5,105.29,5.18
"PLA-058xZM-0002","PLA-058","ZM-0002","EAST-2024-L2","EAST-2024-L2-B2",2,10,3,9.51,NA,NA,285.56,106.98,4.85
"PLA-002xZM-0002","PLA-002","ZM-0002","EAST-2024-L2","EAST-2024-L2-B2",2,8,5,10.54,NA,NA,268.3,112.94,3.62
"PLA-051xZM-0002","PLA-051","ZM-0002","EAST-2024-L2","EAST-2024-L2-B2",2,12,12,9.47,NA,NA,287.17,112.47,3.4
"PLA-025xZM-0002","PLA-025","ZM-0002","EAST-2024-L2","EAST-2024-L2-B2",2,5,1,12.32,NA,NA,289.83,110.43,5.01
"PLA-008xZM-0002","PLA-008","ZM-0002","EAST-2024-L2","EAST-2024-L2-B2",2,3,8,6.55,NA,NA,253.58,99.72,2.48
"PLA-015xZM-0002","PLA-015","ZM-0002","EAST-2024-L2","EAST-2024-L2-B2",2,11,12,12.92,NA,NA,252.79,109.52,5.08
"PLA-057xZM-0002","PLA-057","ZM-0002","EAST-2024-L2","EAST-2024-L2-B2",2,6,12,7.97,NA,NA,287.27,109.13,4.8
"PLA-055xZM-0002","PLA-055","ZM-0002","EAST-2024-L2","EAST-2024-L2-B2",2,8,3,11.99,NA,NA,289.57,105.53,5.3
"PLA-030xZM-0002","PLA-030","ZM-0002","EAST-2024-L2","EAST-2024-L2-B2",2,5,11,11.62,NA,NA,254.36,108.74,4.4
"PLA-053xZM-0002","PLA-053","ZM-0002","EAST-2024-L2","EAST-2024-L2-B2",2,6,1,10.4,NA,NA,261.63,110.04,6.56
"PLA-043xZM-0002","PLA-043","ZM-0002","EAST-2024-L2","EAST-2024-L2-B2",2,3,2,9.17,NA,NA,268.94,104.97,6.02
"PLB-029xZM-0002","PLB-029","ZM-0002","EAST-2024-L2","EAST-2024-L2-B2",2,5,2,13.29,NA,NA,309.92,108.49,7.12
"PLB-048xZM-0002","PLB-048","ZM-0002","EAST-2024-L2","EAST-2024-L2-B2",2,3,6,12.25,NA,NA,244.55,105.26,5.89
"PLB-019xZM-0002","PLB-019","ZM-0002","EAST-2024-L2","EAST-2024-L2-B2",2,6,9,9.64,NA,NA,271.75,110.38,3.04
"PLB-030xZM-0002","PLB-030","ZM-0002","EAST-2024-L2","EAST-2024-L2-B2",2,9,12,8.71,NA,NA,244.6,108.38,4.75
"PLB-047xZM-0002","PLB-047","ZM-0002","EAST-2024-L2","EAST-2024-L2-B2",2,5,3,12.26,NA,NA,258.31,113.14,6.35
"PLB-008xZM-0002","PLB-008","ZM-0002","EAST-2024-L2","EAST-2024-L2-B2",2,5,6,9.63,NA,NA,277.95,110.14,4.69
"PLB-025xZM-0002","PLB-025","ZM-0002","EAST-2024-L2","EAST-2024-L2-B2",2,8,7,8.41,NA,NA,261.61,110.6,3.7
"PLB-022xZM-0002","PLB-022","ZM-0002","EAST-2024-L2","EAST-2024-L2-B2",2,10,5,10.08,NA,NA,269.89,109.82,5.58
"PLB-026xZM-0002","PLB-026","ZM-0002","EAST-2024-L2","EAST-2024-L2-B2",2,1,3,13.37,NA,NA,267.32,113.82,5.26
"PLB-033xZM-0002","PLB-033","ZM-0002","EAST-2024-L2","EAST-2024-L2-B2",2,8,4,9.4,NA,NA,251.05,113.7,5.35
"PLB-053xZM-0002","PLB-053","ZM-0002","EAST-2024-L2","EAST-2024-L2-B2",2,8,2,10.6,NA,NA,275.32,115.35,5.56
"PLB-049xZM-0002","PLB-049","ZM-0002","EAST-2024-L2","EAST-2024-L2-B2",2,11,8,6.57,NA,NA,240.84,107.2,3.73
"PLA-042xZM-0003","PLA-042","ZM-0003","EAST-2024-L2","EAST-2024-L2-B2",2,12,3,9.14,NA,NA,250.86,113.38,6.77
"PLA-058xZM-0003","PLA-058","ZM-0003","EAST-2024-L2","EAST-2024-L2-B2",2,5,7,6.87,NA,NA,249.36,107.44,4.6
"PLA-002xZM-0003","PLA-002","ZM-0003","EAST-2024-L2","EAST-2024-L2-B2",2,12,2,8.77,NA,NA,254.99,119.85,6.61
"PLA-051xZM-0003","PLA-051","ZM-0003","EAST-2024-L2","EAST-2024-L2-B2",2,12,8,9.15,NA,NA,264.16,119.29,4.61
"PLA-025xZM-0003","PLA-025","ZM-0003","EAST-2024-L2","EAST-2024-L2-B2",2,6,6,6.56,NA,NA,237.56,108.15,5.2
"PLA-008xZM-0003","PLA-008","ZM-0003","EAST-2024-L2","EAST-2024-L2-B2",2,2,9,6.26,NA,NA,246.24,110.81,3.3
"PLA-015xZM-0003","PLA-015","ZM-0003","EAST-2024-L2","EAST-2024-L2-B2",2,12,10,10.36,NA,NA,262.23,109.54,6.01
"PLA-057xZM-0003","PLA-057","ZM-0003","EAST-2024-L2","EAST-2024-L2-B2",2,11,2,9.45,NA,NA,260.28,116.37,7.64
"PLA-055xZM-0003","PLA-055","ZM-0003","EAST-2024-L2","EAST-2024-L2-B2",2,11,5,10,NA,NA,267.08,113.8,6.43
"PLA-030xZM-0003","PLA-030","ZM-0003","EAST-2024-L2","EAST-2024-L2-B2",2,10,1,11.2,NA,NA,265.35,121.83,6.31
"PLA-053xZM-0003","PLA-053","ZM-0003","EAST-2024-L2","EAST-2024-L2-B2",2,2,5,7.65,NA,NA,253.2,113.95,7.88
"PLA-043xZM-0003","PLA-043","ZM-0003","EAST-2024-L2","EAST-2024-L2-B2",2,5,10,5.45,NA,NA,210.61,106.76,5.12
"PLB-029xZM-0003","PLB-029","ZM-0003","EAST-2024-L2","EAST-2024-L2-B2",2,10,8,6.86,NA,NA,253.77,109.14,6.42
"PLB-048xZM-0003","PLB-048","ZM-0003","EAST-2024-L2","EAST-2024-L2-B2",2,3,11,8.48,NA,NA,234.61,110.54,5.3
"PLB-019xZM-0003","PLB-019","ZM-0003","EAST-2024-L2","EAST-2024-L2-B2",2,1,11,10.46,NA,NA,268.45,120.22,5.72
"PLB-030xZM-0003","PLB-030","ZM-0003","EAST-2024-L2","EAST-2024-L2-B2",2,11,3,8.96,NA,NA,254.55,121.37,6.2
"PLB-047xZM-0003","PLB-047","ZM-0003","EAST-2024-L2","EAST-2024-L2-B2",2,10,11,8.18,NA,NA,254.81,115.6,6.92
"PLB-008xZM-0003","PLB-008","ZM-0003","EAST-2024-L2","EAST-2024-L2-B2",2,7,2,5.6,NA,NA,281.66,116.57,7.41
"PLB-025xZM-0003","PLB-025","ZM-0003","EAST-2024-L2","EAST-2024-L2-B2",2,1,12,9.28,NA,NA,276.21,120.78,7.83
"PLB-022xZM-0003","PLB-022","ZM-0003","EAST-2024-L2","EAST-2024-L2-B2",2,8,12,6.25,NA,NA,229.71,115.43,6.25
"PLB-026xZM-0003","PLB-026","ZM-0003","EAST-2024-L2","EAST-2024-L2-B2",2,4,5,8.25,NA,NA,254.75,114.41,6.42
"PLB-033xZM-0003","PLB-033","ZM-0003","EAST-2024-L2","EAST-2024-L2-B2",2,3,12,7.2,NA,NA,239.79,118.6,6.72
"PLB-053xZM-0003","PLB-053","ZM-0003","EAST-2024-L2","EAST-2024-L2-B2",2,4,8,8.45,NA,NA,216.3,110.42,5.01
"PLB-049xZM-0003","PLB-049","ZM-0003","EAST-2024-L2","EAST-2024-L2-B2",2,1,2,11.44,NA,NA,226.73,122.27,7.3
"PLA-042xZM-0001","PLA-042","ZM-0001","EAST-2024-L3","EAST-2024-L3-B1",1,9,8,12.14,NA,NA,279.72,103.2,5.76
"PLA-058xZM-0001","PLA-058","ZM-0001","EAST-2024-L3","EAST-2024-L3-B1",1,2,2,15.72,NA,NA,299.71,103.13,8.31
"PLA-002xZM-0001","PLA-002","ZM-0001","EAST-2024-L3","EAST-2024-L3-B1",1,7,9,11.96,NA,NA,267.85,102.32,5.08
"PLA-051xZM-0001","PLA-051","ZM-0001","EAST-2024-L3","EAST-2024-L3-B1",1,4,4,14.6,NA,NA,275.21,104.3,8.56
"PLA-025xZM-0001","PLA-025","ZM-0001","EAST-2024-L3","EAST-2024-L3-B1",1,9,6,13.31,NA,NA,285.26,107.96,6.22
"PLA-008xZM-0001","PLA-008","ZM-0001","EAST-2024-L3","EAST-2024-L3-B1",1,12,12,13.13,NA,NA,320.48,107.46,6.74
"PLA-015xZM-0001","PLA-015","ZM-0001","EAST-2024-L3","EAST-2024-L3-B1",1,6,10,15.15,NA,NA,290.14,106.02,7.29
"PLA-057xZM-0001","PLA-057","ZM-0001","EAST-2024-L3","EAST-2024-L3-B1",1,12,5,11.23,NA,NA,285.86,109.85,7.19
"PLA-055xZM-0001","PLA-055","ZM-0001","EAST-2024-L3","EAST-2024-L3-B1",1,1,11,14.53,NA,NA,296.5,103.74,6.92
"PLA-030xZM-0001","PLA-030","ZM-0001","EAST-2024-L3","EAST-2024-L3-B1",1,5,3,17.4,NA,NA,271.6,108.33,6.25
"PLA-053xZM-0001","PLA-053","ZM-0001","EAST-2024-L3","EAST-2024-L3-B1",1,6,6,13.92,NA,NA,259.16,103.34,8.92
"PLA-043xZM-0001","PLA-043","ZM-0001","EAST-2024-L3","EAST-2024-L3-B1",1,11,6,9.86,NA,NA,278.12,103.56,7.43
"PLB-029xZM-0001","PLB-029","ZM-0001","EAST-2024-L3","EAST-2024-L3-B1",1,9,2,15,NA,NA,298.01,108.01,8.63
"PLB-048xZM-0001","PLB-048","ZM-0001","EAST-2024-L3","EAST-2024-L3-B1",1,10,11,16.61,NA,NA,253.03,102.76,9.12
"PLB-019xZM-0001","PLB-019","ZM-0001","EAST-2024-L3","EAST-2024-L3-B1",1,9,3,15.72,NA,NA,298.45,114.76,7.92
"PLB-030xZM-0001","PLB-030","ZM-0001","EAST-2024-L3","EAST-2024-L3-B1",1,1,10,13.58,NA,NA,279.99,110.26,6.8
"PLB-047xZM-0001","PLB-047","ZM-0001","EAST-2024-L3","EAST-2024-L3-B1",1,1,8,13.91,NA,NA,268.02,109.75,9.27
"PLB-008xZM-0001","PLB-008","ZM-0001","EAST-2024-L3","EAST-2024-L3-B1",1,7,5,14.45,NA,NA,280.98,104.81,7.44
"PLB-025xZM-0001","PLB-025","ZM-0001","EAST-2024-L3","EAST-2024-L3-B1",1,10,1,16.22,NA,NA,267.29,112.62,9.05
"PLB-022xZM-0001","PLB-022","ZM-0001","EAST-2024-L3","EAST-2024-L3-B1",1,10,6,11.81,NA,NA,249.83,105.26,6.21
"PLB-026xZM-0001","PLB-026","ZM-0001","EAST-2024-L3","EAST-2024-L3-B1",1,4,3,13.38,NA,NA,293.99,105.2,7.56
"PLB-033xZM-0001","PLB-033","ZM-0001","EAST-2024-L3","EAST-2024-L3-B1",1,1,9,14,NA,NA,284.06,114.04,7.75
"PLB-053xZM-0001","PLB-053","ZM-0001","EAST-2024-L3","EAST-2024-L3-B1",1,2,1,17.35,NA,NA,292.86,111.13,8.51
"PLB-049xZM-0001","PLB-049","ZM-0001","EAST-2024-L3","EAST-2024-L3-B1",1,10,5,13.03,NA,NA,273.17,108.43,6.78
"PLA-042xZM-0002","PLA-042","ZM-0002","EAST-2024-L3","EAST-2024-L3-B1",1,2,10,10.25,NA,NA,270.08,106.26,7.08
"PLA-058xZM-0002","PLA-058","ZM-0002","EAST-2024-L3","EAST-2024-L3-B1",1,11,11,11.16,NA,NA,282.82,101.37,7.28
"PLA-002xZM-0002","PLA-002","ZM-0002","EAST-2024-L3","EAST-2024-L3-B1",1,6,11,15.18,NA,NA,246.13,108.6,5.92
"PLA-051xZM-0002","PLA-051","ZM-0002","EAST-2024-L3","EAST-2024-L3-B1",1,2,11,14.11,NA,NA,277.96,107.67,7.2
"PLA-025xZM-0002","PLA-025","ZM-0002","EAST-2024-L3","EAST-2024-L3-B1",1,12,9,12.26,NA,NA,270.61,101.96,6.98
"PLA-008xZM-0002","PLA-008","ZM-0002","EAST-2024-L3","EAST-2024-L3-B1",1,12,2,10.98,NA,NA,303.13,108.58,4.79
"PLA-015xZM-0002","PLA-015","ZM-0002","EAST-2024-L3","EAST-2024-L3-B1",1,10,12,14.56,NA,NA,288.86,106.81,7.29
"PLA-057xZM-0002","PLA-057","ZM-0002","EAST-2024-L3","EAST-2024-L3-B1",1,7,12,11.19,NA,NA,274.89,109.79,8.58
"PLA-055xZM-0002","PLA-055","ZM-0002","EAST-2024-L3","EAST-2024-L3-B1",1,7,11,11.04,NA,NA,254.67,104.24,5.99
"PLA-030xZM-0002","PLA-030","ZM-0002","EAST-2024-L3","EAST-2024-L3-B1",1,1,12,14.84,NA,NA,269.98,115.98,6.72
"PLA-053xZM-0002","PLA-053","ZM-0002","EAST-2024-L3","EAST-2024-L3-B1",1,11,3,11.13,NA,NA,265.59,107.08,8.44
"PLA-043xZM-0002","PLA-043","ZM-0002","EAST-2024-L3","EAST-2024-L3-B1",1,8,11,10.7,NA,NA,262.53,102.68,5.87
"PLB-029xZM-0002","PLB-029","ZM-0002","EAST-2024-L3","EAST-2024-L3-B1",1,5,1,15.9,NA,NA,280.21,106.3,9.31
"PLB-048xZM-0002","PLB-048","ZM-0002","EAST-2024-L3","EAST-2024-L3-B1",1,2,8,13.4,NA,NA,248.3,107.87,8.07
"PLB-019xZM-0002","PLB-019","ZM-0002","EAST-2024-L3","EAST-2024-L3-B1",1,5,10,14.53,NA,NA,263.25,110.64,7.03
"PLB-030xZM-0002","PLB-030","ZM-0002","EAST-2024-L3","EAST-2024-L3-B1",1,1,4,14.95,NA,NA,256.53,111.57,7.68
"PLB-047xZM-0002","PLB-047","ZM-0002","EAST-2024-L3","EAST-2024-L3-B1",1,11,10,16.2,NA,NA,260.24,112.33,8.16
"PLB-008xZM-0002","PLB-008","ZM-0002","EAST-2024-L3","EAST-2024-L3-B1",1,12,4,12.4,NA,NA,275.35,111.47,8.57
"PLB-025xZM-0002","PLB-025","ZM-0002","EAST-2024-L3","EAST-2024-L3-B1",1,12,6,12.84,NA,NA,279.17,107.1,6.78
"PLB-022xZM-0002","PLB-022","ZM-0002","EAST-2024-L3","EAST-2024-L3-B1",1,3,2,11.63,NA,NA,265.2,112.31,8.49
"PLB-026xZM-0002","PLB-026","ZM-0002","EAST-2024-L3","EAST-2024-L3-B1",1,6,5,14.56,NA,NA,278.01,103.28,7.32
"PLB-033xZM-0002","PLB-033","ZM-0002","EAST-2024-L3","EAST-2024-L3-B1",1,9,7,12.12,NA,NA,248.71,109.44,6.97
"PLB-053xZM-0002","PLB-053","ZM-0002","EAST-2024-L3","EAST-2024-L3-B1",1,6,9,11.62,NA,NA,258.48,113.63,7.2
"PLB-049xZM-0002","PLB-049","ZM-0002","EAST-2024-L3","EAST-2024-L3-B1",1,10,9,11.09,NA,NA,242.93,106.78,7.63
"PLA-042xZM-0003","PLA-042","ZM-0003","EAST-2024-L3","EAST-2024-L3-B1",1,3,3,8.83,NA,NA,257.96,112.84,8.34
"PLA-058xZM-0003","PLA-058","ZM-0003","EAST-2024-L3","EAST-2024-L3-B1",1,7,2,13.47,NA,NA,269.57,110.66,6.78
"PLA-002xZM-0003","PLA-002","ZM-0003","EAST-2024-L3","EAST-2024-L3-B1",1,7,10,11.59,NA,NA,256.84,110.05,7.06
"PLA-051xZM-0003","PLA-051","ZM-0003","EAST-2024-L3","EAST-2024-L3-B1",1,3,10,12.27,NA,NA,254.21,111.39,7.17
"PLA-025xZM-0003","PLA-025","ZM-0003","EAST-2024-L3","EAST-2024-L3-B1",1,11,1,13.86,NA,NA,269.71,113.38,8.2
"PLA-008xZM-0003","PLA-008","ZM-0003","EAST-2024-L3","EAST-2024-L3-B1",1,6,1,9.26,NA,NA,263.14,117.12,6.87
"PLA-015xZM-0003","PLA-015","ZM-0003","EAST-2024-L3","EAST-2024-L3-B1",1,9,1,16.04,NA,NA,256.81,113.8,8.07
"PLA-057xZM-0003","PLA-057","ZM-0003","EAST-2024-L3","EAST-2024-L3-B1",1,4,1,10.51,NA,NA,245.88,112.17,8.5
"PLA-055xZM-0003","PLA-055","ZM-0003","EAST-2024-L3","EAST-2024-L3-B1",1,5,6,12.05,NA,NA,253.81,108.55,7.56
"PLA-030xZM-0003","PLA-030","ZM-0003","EAST-2024-L3","EAST-2024-L3-B1",1,7,6,13.62,NA,NA,240.5,117.26,6.94
"PLA-053xZM-0003","PLA-053","ZM-0003","EAST-2024-L3","EAST-2024-L3-B1",1,9,11,12.92,NA,NA,257.8,114.48,8.52
"PLA-043xZM-0003","PLA-043","ZM-0003","EAST-2024-L3","EAST-2024-L3-B1",1,10,2,12.64,NA,NA,272.71,112.79,9.25
"PLB-029xZM-0003","PLB-029","ZM-0003","EAST-2024-L3","EAST-2024-L3-B1",1,8,2,16.04,NA,NA,282.72,111.21,9.87
"PLB-048xZM-0003","PLB-048","ZM-0003","EAST-2024-L3","EAST-2024-L3-B1",1,1,5,14.35,NA,NA,249.68,111.15,8.86
"PLB-019xZM-0003","PLB-019","ZM-0003","EAST-2024-L3","EAST-2024-L3-B1",1,5,9,13.26,NA,NA,245.73,118.77,6.96
"PLB-030xZM-0003","PLB-030","ZM-0003","EAST-2024-L3","EAST-2024-L3-B1",1,10,8,10.85,NA,NA,242.48,115.54,6.43
"PLB-047xZM-0003","PLB-047","ZM-0003","EAST-2024-L3","EAST-2024-L3-B1",1,8,12,13.29,NA,NA,271.67,118.11,9.63
"PLB-008xZM-0003","PLB-008","ZM-0003","EAST-2024-L3","EAST-2024-L3-B1",1,7,3,12.88,NA,NA,264.39,120.53,9.14
"PLB-025xZM-0003","PLB-025","ZM-0003","EAST-2024-L3","EAST-2024-L3-B1",1,7,8,10.59,NA,NA,237.48,114.52,8.19
"PLB-022xZM-0003","PLB-022","ZM-0003","EAST-2024-L3","EAST-2024-L3-B1",1,6,8,10.71,NA,NA,218.28,115.99,7.58
"PLB-026xZM-0003","PLB-026","ZM-0003","EAST-2024-L3","EAST-2024-L3-B1",1,12,7,11.76,NA,NA,244.6,111.37,9.09
"PLB-033xZM-0003","PLB-033","ZM-0003","EAST-2024-L3","EAST-2024-L3-B1",1,8,10,11.92,NA,NA,259.39,116.65,7.77
"PLB-053xZM-0003","PLB-053","ZM-0003","EAST-2024-L3","EAST-2024-L3-B1",1,4,12,12.53,NA,NA,264.07,117.63,8.37
"PLB-049xZM-0003","PLB-049","ZM-0003","EAST-2024-L3","EAST-2024-L3-B1",1,12,1,10.84,NA,NA,238.89,121.56,8.31
"PLA-042xZM-0001","PLA-042","ZM-0001","EAST-2024-L3","EAST-2024-L3-B2",2,3,12,8.49,NA,NA,274.79,109.51,7.12
