"genotype","parent1","parent2","env","block","rep","row","col","yield","grain_protein","test_weight","plant_height","maturity","standability"
"PLA-053xZM-0003","PLA-053","ZM-0003","WEST-2024-L2","WEST-2024-L2-B1",1,1,7,15.89,7.37,76.24,247.39,129.14,6.66
"PLA-014xZM-0003","PLA-014","ZM-0003","WEST-2024-L2","WEST-2024-L2-B1",1,12,6,15.71,8.31,76.82,246.83,127.14,6.39
"PLA-030xZM-0003","PLA-030","ZM-0003","WEST-2024-L2","WEST-2024-L2-B1",1,12,5,19.76,7.32,72.72,231.46,133.66,5.48
"PLA-044xZM-0003","PLA-044","ZM-0003","WEST-2024-L2","WEST-2024-L2-B1",1,1,9,17.54,7.37,78.13,230.21,122.88,5.14
"PLA-009xZM-0003","PLA-009","ZM-0003","WEST-2024-L2","WEST-2024-L2-B1",1,8,7,18.45,9.07,70.57,227.02,133.51,5.03
"PLA-043xZM-0003","PLA-043","ZM-0003","WEST-2024-L2","WEST-2024-L2-B1",1,2,11,15.78,7.76,75.3,220.54,128.66,7.24
"PLA-024xZM-0003","PLA-024","ZM-0003","WEST-2024-L2","WEST-2024-L2-B1",1,9,6,14.99,7.75,74.78,228.77,132.09,6.24
"PLA-002xZM-0003","PLA-002","ZM-0003","WEST-2024-L2","WEST-2024-L2-B1",1,6,3,19.4,6.83,73.79,254.56,125.15,5.42
"PLB-047xZM-0003","PLB-047","ZM-0003","WEST-2024-L2","WEST-2024-L2-B1",1,4,3,15.46,7.95,75.67,263.12,133.76,6.29
"PLB-053xZM-0003","PLB-053","ZM-0003","WEST-2024-L2","WEST-2024-L2-B1",1,8,2,15.85,8.56,78.07,259.69,129.27,9.21
"PLB-045xZM-0003","PLB-045","ZM-0003","WEST-2024-L2","WEST-2024-L2-B1",1,12,7,15.16,8.67,72.74,240.6,132.9,5.62
"PLB-026xZM-0003","PLB-026","ZM-0003","WEST-2024-L2","WEST-2024-L2-B1",1,3,10,14.39,7.32,73.81,236.14,124.16,7.22
"PLB-025xZM-0003","PLB-025","ZM-0003","WEST-2024-L2","WEST-2024-L2-B1",1,10,3,16.47,8.82,80.67,259.54,136.19,5.73
"PLB-022xZM-0003","PLB-022","ZM-0003","WEST-2024-L2","WEST-2024-L2-B1",1,1,10,16.43,8.17,65.07,234.54,124.98,5.1
"PLB-052xZM-0003","PLB-052","ZM-0003","WEST-2024-L2","WEST-2024-L2-B1",1,9,9,16.64,7.62,72.97,242.21,124.01,8.37
"PLB-027xZM-0003","PLB-027","ZM-0003","WEST-2024-L2","WEST-2024-L2-B1",1,1,8,11.83,8.23,70.26,230.43,132.06,6.07
"PLA-053xZM-0001","PLA-053","ZM-0001","WEST-2024-L2","WEST-2024-L2-B2",2,2,7,13.35,8.67,70.17,252.64,120.66,5.77
"PLA-014xZM-0001","PLA-014","ZM-0001","WEST-2024-L2","WEST-2024-L2-B2",2,6,12,18.86,8.93,71.66,268.78,124.2,5.03
"PLA-030xZM-0001","PLA-030","ZM-0001","WEST-2024-L2","WEST-2024-L2-B2",2,1,5,16.09,7.98,69.24,261.95,124.14,3.95
"PLA-044xZM-0001","PLA-044","ZM-0001","WEST-2024-L2","WEST-2024-L2-B2",2,11,12,18.14,8.44,71.4,252.49,122.54,4.54
"PLA-009xZM-0001","PLA-009","ZM-0001","WEST-2024-L2","WEST-2024-L2-B2",2,5,11,15.55,9.04,67.57,232.43,130,4.92
"PLA-043xZM-0001","PLA-043","ZM-0001","WEST-2024-L2","WEST-2024-L2-B2",2,6,6,13.55,8.5,65.99,257.06,128.52,6.81
"PLA-024xZM-0001","PLA-024","ZM-0001","WEST-2024-L2","WEST-2024-L2-B2",2,8,6,16.18,9.21,69.93,244.35,126.52,4.93
"PLA-002xZM-0001","PLA-002","ZM-0001","WEST-2024-L2","WEST-2024-L2-B2",2,2,3,16.92,8.41,69.46,260.01,122.77,4.1
"PLB-047xZM-0001","PLB-047","ZM-0001","WEST-2024-L2","WEST-2024-L2-B2",2,12,1,16.61,9,68.02,279.19,126.33,5.99
"PLB-053xZM-0001","PLB-053","ZM-0001","WEST-2024-L2","WEST-2024-L2-B2",2,8,8,13.44,7.79,71.14,240.1,124.42,5.44
"PLB-045xZM-0001","PLB-045","ZM-0001","WEST-2024-L2","WEST-2024-L2-B2",2,7,8,13.51,8.48,69.53,252.74,127.27,3.95
"PLB-026xZM-0001","PLB-026","ZM-0001","WEST-2024-L2","WEST-2024-L2-B2",2,7,12,13.54,7.45,74.01,253.43,125.09,4.28
"PLB-025xZM-0001","PLB-025","ZM-0001","WEST-2024-L2","WEST-2024-L2-B2",2,9,2,16,8.54,75.79,272.78,126.77,5.65
"PLB-022xZM-0001","PLB-022","ZM-0001","WEST-2024-L2","WEST-2024-L2-B2",2,11,4,15.39,9.08,68.98,251.63,125.24,5.59
"PLB-052xZM-0001","PLB-052","ZM-0001","WEST-2024-L2","WEST-2024-L2-B2",2,12,12,13.4,8.22,69.78,236.39,123.79,5.3
"PLB-027xZM-0001","PLB-027","ZM-0001","WEST-2024-L2","WEST-2024-L2-B2",2,10,4,12.78,8.75,64.3,245.77,129.93,5.72
"PLA-053xZM-0002","PLA-053","ZM-0002","WEST-2024-L2","WEST-2024-L2-B2",2,6,4,18.7,9.18,71.83,246.01,125.79,6.7
"PLA-014xZM-0002","PLA-014","ZM-0002","WEST-2024-L2","WEST-2024-L2-B2",2,11,5,15.76,8.72,73.07,218.24,123.2,5.89
"PLA-030xZM-0002","PLA-030","ZM-0002","WEST-2024-L2","WEST-2024-L2-B2",2,7,2,18.32,8.91,70.48,256.74,131.01,6.91
"PLA-044xZM-0002","PLA-044","ZM-0002","WEST-2024-L2","WEST-2024-L2-B2",2,2,10,15.28,8.38,72.86,245.34,121.56,5.45
"PLA-009xZM-0002","PLA-009","ZM-0002","WEST-2024-L2","WEST-2024-L2-B2",2,9,3,17.79,7.51,76.74,235.33,134.74,6.15
"PLA-043xZM-0002","PLA-043","ZM-0002","WEST-2024-L2","WEST-2024-L2-B2",2,7,10,13.36,8.62,67.41,223.1,120.87,5.78
"PLA-024xZM-0002","PLA-024","ZM-0002","WEST-2024-L2","WEST-2024-L2-B2",2,10,8,17.93,8.66,73.47,222.62,125.21,4.73
"PLA-002xZM-0002","PLA-002","ZM-0002","WEST-2024-L2","WEST-2024-L2-B2",2,9,5,18.04,8.18,71.11,257.1,129.53,4.44
"PLB-047xZM-0002","PLB-047","ZM-0002","WEST-2024-L2","WEST-2024-L2-B2",2,1,1,14.61,8.05,73.52,257.86,127.64,3.97
"PLB-053xZM-0002","PLB-053","ZM-0002","WEST-2024-L2","WEST-2024-L2-B2",2,10,6,13.3,8.25,73.79,235.8,122.2,6.69
"PLB-045xZM-0002","PLB-045","ZM-0002","WEST-2024-L2","WEST-2024-L2-B2",2,8,5,19.12,8.37,75.51,248.57,129.58,5.54
"PLB-026xZM-0002","PLB-026","ZM-0002","WEST-2024-L2","WEST-2024-L2-B2",2,3,7,16.68,7.84,70.3,239.22,123.41,4.58
"PLB-025xZM-0002","PLB-025","ZM-0002","WEST-2024-L2","WEST-2024-L2-B2",2,9,11,13.44,7.83,67.09,247.48,128.05,4.93
"PLB-022xZM-0002","PLB-022","ZM-0002","WEST-2024-L2","WEST-2024-L2-B2",2,10,10,14.83,7.27,70.74,220.78,124.24,5.33
"PLB-052xZM-0002","PLB-052","ZM-0002","WEST-2024-L2","WEST-2024-L2-B2",2,3,3,16.77,8.57,74.98,265.26,124.76,5.94
"PLB-027xZM-0002","PLB-027","ZM-0002","WEST-2024-L2","WEST-2024-L2-B2",2,1,6,12.6,8.87,71.57,226.66,124.23,4.73
"PLA-053xZM-0003","PLA-053","ZM-0003","WEST-2024-L2","WEST-2024-L2-B2",2,5,10,17.21,7.54,68.47,246.27,124.22,5.63
"PLA-014xZM-0003","PLA-014","ZM-0003","WEST-2024-L2","WEST-2024-L2-B2",2,11,10,11.24,8.11,71.95,234.25,129.21,5.32
"PLA-030xZM-0003","PLA-030","ZM-0003","WEST-2024-L2","WEST-2024-L2-B2",2,9,8,16.77,6.67,68.73,242.63,129.63,5.14
"PLA-044xZM-0003","PLA-044","ZM-0003","WEST-2024-L2","WEST-2024-L2-B2",2,8,10,13.05,8.12,68.16,217.15,123.74,5.43
"PLA-009xZM-0003","PLA-009","ZM-0003","WEST-2024-L2","WEST-2024-L2-B2",2,10,2,20.06,8.47,78.73,248.22,134.37,6.36
"PLA-043xZM-0003","PLA-043","ZM-0003","WEST-2024-L2","WEST-2024-L2-B2",2,1,3,15.87,8.63,74.62,254.38,125.46,6.51
"PLA-024xZM-0003","PLA-024","ZM-0003","WEST-2024-L2","WEST-2024-L2-B2",2,11,3,14.64,8.17,77.01,251.43,135.4,5.39
"PLA-002xZM-0003","PLA-002","ZM-0003","WEST-2024-L2","WEST-2024-L2-B2",2,12,11,17.47,7.75,74.17,273.46,125.3,4.07
"PLB-047xZM-0003","PLB-047","ZM-0003","WEST-2024-L2","WEST-2024-L2-B2",2,11,7,14.86,8.44,68.23,256.66,127.07,4.5
"PLB-053xZM-0003","PLB-053","ZM-0003","WEST-2024-L2","WEST-2024-L2-B2",2,9,10,13,6.7,72.26,238.13,122.69,6.9
"PLB-045xZM-0003","PLB-045","ZM-0003","WEST-2024-L2","WEST-2024-L2-B2",2,8,11,15.53,7.75,72.77,231.63,126.76,5.71
"PLB-026xZM-0003","PLB-026","ZM-0003","WEST-2024-L2","WEST-2024-L2-B2",2,5,6,15.52,8.51,74.4,256.83,124.66,6.17
"PLB-025xZM-0003","PLB-025","ZM-0003","WEST-2024-L2","WEST-2024-L2-B2",2,5,12,10.35,8.89,72.84,251.15,132.69,4.52
"PLB-022xZM-0003","PLB-022","ZM-0003","WEST-2024-L2","WEST-2024-L2-B2",2,5,8,11.88,6.71,69.94,235.76,124.88,5.08
"PLB-052xZM-0003","PLB-052","ZM-0003","WEST-2024-L2","WEST-2024-L2-B2",2,3,8,13.69,7.39,70.54,243.24,126.03,6.23
"PLB-027xZM-0003","PLB-027","ZM-0003","WEST-2024-L2","WEST-2024-L2-B2",2,7,1,15.83,8.17,71.74,269.7,130.75,6.61
"PLA-053xZM-0001","PLA-053","ZM-0001","WEST-2024-L2","WEST-2024-L2-B3",3,4,9,16.43,9.1,66.8,234.13,126.37,6.72
"PLA-014xZM-0001","PLA-014","ZM-0001","WEST-2024-L2","WEST-2024-L2-B3",3,10,1,16.64,9.65,73.83,226.26,126.41,7.09
"PLA-030xZM-0001","PLA-030","ZM-0001","WEST-2024-L2","WEST-2024-L2-B3",3,12,9,17.04,9.51,69.42,234.28,124.37,4.05
"PLA-044xZM-0001","PLA-044","ZM-0001","WEST-2024-L2","WEST-2024-L2-B3",3,10,7,17.46,9.05,68.53,220.86,124.85,5.14
"PLA-009xZM-0001","PLA-009","ZM-0001","WEST-2024-L2","WEST-2024-L2-B3",3,11,2,19.2,8.83,72.2,231.04,129.4,6.48
"PLA-043xZM-0001","PLA-043","ZM-0001","WEST-2024-L2","WEST-2024-L2-B3",3,7,3,18.78,9.71,77.82,248.53,128.13,6.73
"PLA-024xZM-0001","PLA-024","ZM-0001","WEST-2024-L2","WEST-2024-L2-B3",3,3,9,14.89,8.68,73.92,240.69,126.74,4.36
"PLA-002xZM-0001","PLA-002","ZM-0001","WEST-2024-L2","WEST-2024-L2-B3",3,2,6,18.36,9.23,69.81,255.13,122.58,3.78
"PLB-047xZM-0001","PLB-047","ZM-0001","WEST-2024-L2","WEST-2024-L2-B3",3,4,7,15,9.12,68.29,244.62,124,4.5
"PLB-053xZM-0001","PLB-053","ZM-0001","WEST-2024-L2","WEST-2024-L2-B3",3,11,1,15.27,9.52,74.5,241.15,127.17,6.65
"PLB-045xZM-0001","PLB-045","ZM-0001","WEST-2024-L2","WEST-2024-L2-B3",3,8,3,16.42,9.89,74.78,256.8,133.08,6.33
"PLB-026xZM-0001","PLB-026","ZM-0001","WEST-2024-L2","WEST-2024-L2-B3",3,5,9,16.12,8.97,74.45,229.04,121.85,3.78
"PLB-025xZM-0001","PLB-025","ZM-0001","WEST-2024-L2","WEST-2024-L2-B3",3,5,3,17.55,8.75,72.71,237.71,132.08,5.75
"PLB-022xZM-0001","PLB-022","ZM-0001","WEST-2024-L2","WEST-2024-L2-B3",3,8,12,15.77,7.68,70.4,218.42,124.32,5.97
"PLB-052xZM-0001","PLB-052","ZM-0001","WEST-2024-L2","WEST-2024-L2-B3",3,3,12,15.99,9.3,72.02,220.38,123.33,6.35
"PLB-027xZM-0001","PLB-027","ZM-0001","WEST-2024-L2","WEST-2024-L2-B3",3,11,8,12.67,9.1,67.96,212.52,125.11,5.71
"PLA-053xZM-0002","PLA-053","ZM-0002","WEST-2024-L2","WEST-2024-L2-B3",3,2,12,16.79,9.73,71.93,226.74,122.09,6.87
"PLA-014xZM-0002","PLA-014","ZM-0002","WEST-2024-L2","WEST-2024-L2-B3",3,6,1,20.75,8.51,78.8,227.62,128.47,6.66
"PLA-030xZM-0002","PLA-030","ZM-0002","WEST-2024-L2","WEST-2024-L2-B3",3,4,10,20.96,7.61,68.64,211.38,124.25,4.8
"PLA-044xZM-0002","PLA-044","ZM-0002","WEST-2024-L2","WEST-2024-L2-B3",3,4,1,21.79,9.96,76.89,226.69,126.25,6.8
"PLA-009xZM-0002","PLA-009","ZM-0002","WEST-2024-L2","WEST-2024-L2-B3",3,4,4,19.8,10.25,77.66,218.58,133.16,5.4
"PLA-043xZM-0002","PLA-043","ZM-0002","WEST-2024-L2","WEST-2024-L2-B3",3,11,6,15.64,8.21,71.24,220.68,123.64,6.34
"PLA-024xZM-0002","PLA-024","ZM-0002","WEST-2024-L2","WEST-2024-L2-B3",3,7,5,19.65,9.61,78.21,235.64,135.68,6.53
"PLA-002xZM-0002","PLA-002","ZM-0002","WEST-2024-L2","WEST-2024-L2-B3",3,7,4,17.75,8.75,73.05,250.43,126.84,4.47
"PLB-047xZM-0002","PLB-047","ZM-0002","WEST-2024-L2","WEST-2024-L2-B3",3,7,9,12.23,8.89,69.74,235.28,119.59,5.02
"PLB-053xZM-0002","PLB-053","ZM-0002","WEST-2024-L2","WEST-2024-L2-B3",3,9,12,13.51,8.31,69.4,222.44,123.98,5.91
"PLB-045xZM-0002","PLB-045","ZM-0002","WEST-2024-L2","WEST-2024-L2-B3",3,9,1,19.92,8.46,76.36,258.21,134.67,5.61
"PLB-026xZM-0002","PLB-026","ZM-0002","WEST-2024-L2","WEST-2024-L2-B3",3,8,1,18.63,9.16,77.52,237.48,128.19,6.42
"PLB-025xZM-0002","PLB-025","ZM-0002","WEST-2024-L2","WEST-2024-L2-B3",3,11,9,13.81,8.98,67.83,225.89,122.75,4.65
"PLB-022xZM-0002","PLB-022","ZM-0002","WEST-2024-L2","WEST-2024-L2-B3",3,2,9,15.48,7.06,66.81,221.78,125.06,5.29
"PLB-052xZM-0002","PLB-052","ZM-0002","WEST-2024-L2","WEST-2024-L2-B3",3,1,12,17.93,8.69,73.77,233.11,128.35,6.11
"PLB-027xZM-0002","PLB-027","ZM-0002","WEST-2024-L2","WEST-2024-L2-B3",3,10,5,14.03,9.09,66.73,235.74,125.66,6.05
"PLA-053xZM-0003","PLA-053","ZM-0003","WEST-2024-L2","WEST-2024-L2-B3",3,5,1,20.48,8.91,76.39,247.38,127.92,6.2
"PLA-014xZM-0003","PLA-014","ZM-0003","WEST-2024-L2","WEST-2024-L2-B3",3,10,12,19.89,7.82,79.64,233.16,128.33,6.03
"PLA-030xZM-0003","PLA-030","ZM-0003","WEST-2024-L2","WEST-2024-L2-B3",3,2,5,19.21,7.95,76.12,211.54,132.5,5.58
"PLA-044xZM-0003","PLA-044","ZM-0003","WEST-2024-L2","WEST-2024-L2-B3",3,6,5,19.72,9.15,80.4,230.16,130.35,6.15
"PLA-009xZM-0003","PLA-009","ZM-0003","WEST-2024-L2","WEST-2024-L2-B3",3,1,11,17.5,8.12,74.44,223.79,135.16,6.4
"PLA-043xZM-0003","PLA-043","ZM-0003","WEST-2024-L2","WEST-2024-L2-B3",3,12,4,18.61,9.19,73.59,226.35,128.08,6.81
"PLA-024xZM-0003","PLA-024","ZM-0003","WEST-2024-L2","WEST-2024-L2-B3",3,6,11,13.76,8.41,79.17,210.94,130.11,6.01
"PLA-002xZM-0003","PLA-002","ZM-0003","WEST-2024-L2","WEST-2024-L2-B3",3,5,5,19.64,8.07,77.07,237.69,125.85,6.71
"PLB-047xZM-0003","PLB-047","ZM-0003","WEST-2024-L2","WEST-2024-L2-B3",3,4,6,16,7.2,74.77,259.24,130.06,6.04
"PLB-053xZM-0003","PLB-053","ZM-0003","WEST-2024-L2","WEST-2024-L2-B3",3,9,7,15.13,7.51,71.4,239.75,123.58,6.72
"PLB-045xZM-0003","PLB-045","ZM-0003","WEST-2024-L2","WEST-2024-L2-B3",3,5,7,14.94,8.23,76.95,238.41,130.04,7.45
"PLB-026xZM-0003","PLB-026","ZM-0003","WEST-2024-L2","WEST-2024-L2-B3",3,12,3,16.54,8.41,81.29,235.75,124.58,6.36
"PLB-025xZM-0003","PLB-025","ZM-0003","WEST-2024-L2","WEST-2024-L2-B3",3,3,11,15.3,8.3,79.75,237.68,124.9,4.78
"PLB-022xZM-0003","PLB-022","ZM-0003","WEST-2024-L2","WEST-2024-L2-B3",3,8,9,13.19,7.23,70.42,212.05,125.5,5.17
"PLB-052xZM-0003","PLB-052","ZM-0003","WEST-2024-L2","WEST-2024-L2-B3",3,5,2,17.63,8.78,80.49,265.85,130.96,8.16
"PLB-027xZM-0003","PLB-027","ZM-0003","WEST-2024-L2","WEST-2024-L2-B3",3,3,4,16.93,8.93,69.35,240.9,128.22,7.73
"PLA-053xZM-0001","PLA-053","ZM-0001","WEST-2024-L3","WEST-2024-L3-B1",1,9,3,10.4,7.67,70.86,231.11,108.47,8.31
"PLA-014xZM-0001","PLA-014","ZM-0001","WEST-2024-L3","WEST-2024-L3-B1",1,5,6,10.71,8.53,76.3,224.88,116.42,8.11
"PLA-030xZM-0001","PLA-030","ZM-0001","WEST-2024-L3","WEST-2024-L3-B1",1,8,5,11.62,7.4,73.87,225.66,118.69,6.03
"PLA-044xZM-0001","PLA-044","ZM-0001","WEST-2024-L3","WEST-2024-L3-B1",1,12,6,15.09,9.1,77.63,233.84,119.54,9.15
"PLA-009xZM-0001","PLA-009","ZM-0001","WEST-2024-L3","WEST-2024-L3-B1",1,3,10,14.53,10.54,87.87,261.88,126.94,9.12
"PLA-043xZM-0001","PLA-043","ZM-0001","WEST-2024-L3","WEST-2024-L3-B1",1,1,6,13.08,9.61,76.62,238.03,116.77,10.64
"PLA-024xZM-0001","PLA-024","ZM-0001","WEST-2024-L3","WEST-2024-L3-B1",1,11,4,9.05,7.56,77.4,250.47,120.13,7.02
"PLA-002xZM-0001","PLA-002","ZM-0001","WEST-2024-L3","WEST-2024-L3-B1",1,10,5,8.84,7.76,73.64,262.59,113.54,6.77
"PLB-047xZM-0001","PLB-047","ZM-0001","WEST-2024-L3","WEST-2024-L3-B1",1,5,11,11.61,9.03,80.8,266.03,120.69,8.22
"PLB-053xZM-0001","PLB-053","ZM-0001","WEST-2024-L3","WEST-2024-L3-B1",1,11,5,8.02,8.6,76.61,250.33,116.76,8.41
"PLB-045xZM-0001","PLB-045","ZM-0001","WEST-2024-L3","WEST-2024-L3-B1",1,10,7,12.34,8.9,79.61,229.4,123.47,10.13
"PLB-026xZM-0001","PLB-026","ZM-0001","WEST-2024-L3","WEST-2024-L3-B1",1,1,7,10.67,10.11,79.58,266.29,118.12,7.86
"PLB-025xZM-0001","PLB-025","ZM-0001","WEST-2024-L3","WEST-2024-L3-B1",1,4,3,8.39,7.85,77.14,213.35,113.43,7.16
"PLB-022xZM-0001","PLB-022","ZM-0001","WEST-2024-L3","WEST-2024-L3-B1",1,8,10,10.81,9.33,76.61,252.01,120.57,9.86
"PLB-052xZM-0001","PLB-052","ZM-0001","WEST-2024-L3","WEST-2024-L3-B1",1,4,12,13.59,8.44,77.21,253.89,118.48,9.26
"PLB-027xZM-0001","PLB-027","ZM-0001","WEST-2024-L3","WEST-2024-L3-B1",1,5,5,5.59,8.11,69.56,229.3,113.96,7.56
"PLA-053xZM-0002","PLA-053","ZM-0002","WEST-2024-L3","WEST-2024-L3-B1",1,7,8,14.58,8.65,81.97,245.28,119.38,10.68
"PLA-014xZM-0002","PLA-014","ZM-0002","WEST-2024-L3","WEST-2024-L3-B1",1,7,6,10.14,7.35,82.09,220.63,123.03,6.82
"PLA-030xZM-0002","PLA-030","ZM-0002","WEST-2024-L3","WEST-2024-L3-B1",1,11,11,16.27,8.92,78.86,239.99,123.68,9.47
"PLA-044xZM-0002","PLA-044","ZM-0002","WEST-2024-L3","WEST-2024-L3-B1",1,3,3,12.17,6.68,78.7,200.7,112.36,7.03
"PLA-009xZM-0002","PLA-009","ZM-0002","WEST-2024-L3","WEST-2024-L3-B1",1,2,5,12.06,7.47,79.01,224.65,120.69,7.51
"PLA-043xZM-0002","PLA-043","ZM-0002","WEST-2024-L3","WEST-2024-L3-B1",1,2,1,12.42,8.68,78.6,215.91,115.55,9.32
"PLA-024xZM-0002","PLA-024","ZM-0002","WEST-2024-L3","WEST-2024-L3-B1",1,3,5,11.33,8.97,79.57,219.07,117.25,7.61
"PLA-002xZM-0002","PLA-002","ZM-0002","WEST-2024-L3","WEST-2024-L3-B1",1,3,7,15.86,8.23,77.73,241.72,116.55,7.67
"PLB-047xZM-0002","PLB-047","ZM-0002","WEST-2024-L3","WEST-2024-L3-B1",1,1,1,10.42,8.38,77.33,244.82,115.91,7.47
"PLB-053xZM-0002","PLB-053","ZM-0002","WEST-2024-L3","WEST-2024-L3-B1",1,4,10,11.13,9.11,84.68,255.63,122.24,9.8
"PLB-045xZM-0002","PLB-045","ZM-0002","WEST-2024-L3","WEST-2024-L3-B1",1,12,2,12.64,7.79,76.7,243.75,121.89,7.9
"PLB-026xZM-0002","PLB-026","ZM-0002","WEST-2024-L3","WEST-2024-L3-B1",1,2,4,11.76,7.43,83.6,218.95,118.75,8.42
"PLB-025xZM-0002","PLB-025","ZM-0002","WEST-2024-L3","WEST-2024-L3-B1",1,5,9,14.43,9.15,81.53,245.34,121.48,9.01
"PLB-022xZM-0002","PLB-022","ZM-0002","WEST-2024-L3","WEST-2024-L3-B1",1,2,11,13.24,7.91,84.44,260.95,117.25,9.39
"PLB-052xZM-0002","PLB-052","ZM-0002","WEST-2024-L3","WEST-2024-L3-B1",1,1,5,13.84,7.94,81.12,237.68,117.78,8.94
"PLB-027xZM-0002","PLB-027","ZM-0002","WEST-2024-L3","WEST-2024-L3-B1",1,1,9,11.93,8.98,77.07,223.22,115.38,9.24
"PLA-053xZM-0003","PLA-053","ZM-0003","WEST-2024-L3","WEST-2024-L3-B1",1,6,5,13.28,7.66,76.75,243.61,119.1,8.33
"PLA-014xZM-0003","PLA-014","ZM-0003","WEST-2024-L3","WEST-2024-L3-B1",1,8,9,18.31,8.19,84.34,273.45,126.53,10.28
"PLA-030xZM-0003","PLA-030","ZM-0003","WEST-2024-L3","WEST-2024-L3-B1",1,9,4,13.7,6.09,77.06,220.42,122.16,7.91
"PLA-044xZM-0003","PLA-044","ZM-0003","WEST-2024-L3","WEST-2024-L3-B1",1,1,8,14.73,7.92,85.11,232.07,122.06,9.18
"PLA-009xZM-0003","PLA-009","ZM-0003","WEST-2024-L3","WEST-2024-L3-B1",1,4,4,11.24,7.86,74.01,221.69,117.66,7.79
"PLA-043xZM-0003","PLA-043","ZM-0003","WEST-2024-L3","WEST-2024-L3-B1",1,2,10,13.26,8.98,81.22,245.08,120.88,10.27
"PLA-024xZM-0003","PLA-024","ZM-0003","WEST-2024-L3","WEST-2024-L3-B1",1,10,8,11.75,9.43,88.5,231.92,124.15,9.98
"PLA-002xZM-0003","PLA-002","ZM-0003","WEST-2024-L3","WEST-2024-L3-B1",1,7,7,12.65,7.57,82.75,244.46,115.76,7.17
"PLB-047xZM-0003","PLB-047","ZM-0003","WEST-2024-L3","WEST-2024-L3-B1",1,6,12,12.75,8.35,83.63,251.4,118.11,8.4
"PLB-053xZM-0003","PLB-053","ZM-0003","WEST-2024-L3","WEST-2024-L3-B1",1,12,11,11.03,9.27,84.18,253.43,119.88,11.13
"PLB-045xZM-0003","PLB-045","ZM-0003","WEST-2024-L3","WEST-2024-L3-B1",1,2,6,13.61,8.53,81.9,245.28,124.42,8.77
"PLB-026xZM-0003","PLB-026","ZM-0003","WEST-2024-L3","WEST-2024-L3-B1",1,12,10,10.58,7.87,86.94,250.5,121.79,10.97
"PLB-025xZM-0003","PLB-025","ZM-0003","WEST-2024-L3","WEST-2024-L3-B1",1,9,1,4.92,7.35,75.21,241.22,119.79,7.32
"PLB-022xZM-0003","PLB-022","ZM-0003","WEST-2024-L3","WEST-2024-L3-B1",1,7,2,5.76,6.57,73.98,209.67,117.24,6.83
"PLB-052xZM-0003","PLB-052","ZM-0003","WEST-2024-L3","WEST-2024-L3-B1",1,12,8,15.48,8.57,83.56,271.95,122.15,10.82
"PLB-027xZM-0003","PLB-027","ZM-0003","WEST-2024-L3","WEST-2024-L3-B1",1,3,8,10.19,9.54,78.15,255.81,123.16,9.83
"PLA-053xZM-0001","PLA-053","ZM-0001","WEST-2024-L3","WEST-2024-L3-B2",2,12,12,10.23,9.81,80.54,266.85,116.42,10.94
"PLA-014xZM-0001","PLA-014","ZM-0001","WEST-2024-L3","WEST-2024-L3-B2",2,2,7,11.64,10.64,82.61,232.16,117.41,9.11
"PLA-030xZM-0001","PLA-030","ZM-0001","WEST-2024-L3","WEST-2024-L3-B2",2,8,6,14.38,8.16,72.55,225.14,114.41,7.01
"PLA-044xZM-0001","PLA-044","ZM-0001","WEST-2024-L3","WEST-2024-L3-B2",2,3,2,9.23,8.3,74.73,209.94,114.49,7.1
"PLA-009xZM-0001","PLA-009","ZM-0001","WEST-2024-L3","WEST-2024-L3-B2",2,4,5,10.78,8.97,71.54,227.28,118.06,6.95
"PLA-043xZM-0001","PLA-043","ZM-0001","WEST-2024-L3","WEST-2024-L3-B2",2,10,10,15.25,9.31,78.59,253.78,117.04,10.21
"PLA-024xZM-0001","PLA-024","ZM-0001","WEST-2024-L3","WEST-2024-L3-B2",2,9,11,13.23,9.19,82.95,230.81,124.04,8.35
"PLA-002xZM-0001","PLA-002","ZM-0001","WEST-2024-L3","WEST-2024-L3-B2",2,11,2,11.66,8.47,73.53,238.49,115.37,6.04
"PLB-047xZM-0001","PLB-047","ZM-0001","WEST-2024-L3","WEST-2024-L3-B2",2,10,6,8.46,9.78,73.88,249.09,116.99,6.88
"PLB-053xZM-0001","PLB-053","ZM-0001","WEST-2024-L3","WEST-2024-L3-B2",2,6,6,7.25,8.03,72.08,246.72,119.69,7.61
"PLB-045xZM-0001","PLB-045","ZM-0001","WEST-2024-L3","WEST-2024-L3-B2",2,10,3,10.34,7.88,72.37,211.59,118.18,6.03
"PLB-026xZM-0001","PLB-026","ZM-0001","WEST-2024-L3","WEST-2024-L3-B2",2,1,2,8.84,9.38,75.13,234.67,113.48,6.1
"PLB-025xZM-0001","PLB-025","ZM-0001","WEST-2024-L3","WEST-2024-L3-B2",2,10,12,8.66,9.52,79.88,250.97,123.15,8.88
"PLB-022xZM-0001","PLB-022","ZM-0001","WEST-2024-L3","WEST-2024-L3-B2",2,6,11,13.92,9.04,74.98,252.22,119.35,9.01
"PLB-052xZM-0001","PLB-052","ZM-0001","WEST-2024-L3","WEST-2024-L3-B2",2,10,2,10.9,8.26,68.68,221.28,114.05,8.67
"PLB-027xZM-0001","PLB-027","ZM-0001","WEST-2024-L3","WEST-2024-L3-B2",2,8,12,7.36,9.27,71.46,231.97,119.01,9.22
