"genotype","parent1","parent2","env","block","rep","row","col","yield","brix","firmness","fruit_wt","maturity","shelf_life"
"PLA-053xTOM-0003","PLA-053","TOM-0003","CA-2024-L2","CA-2024-L2-B1",1,6,2,124.82,5.45,56.29,73.14,120.47,25.53
"PLA-055xTOM-0003","PLA-055","TOM-0003","CA-2024-L2","CA-2024-L2-B1",1,1,11,105.85,6.02,45.79,74.87,116.12,20.02
"PLA-014xTOM-0003","PLA-014","TOM-0003","CA-2024-L2","CA-2024-L2-B1",1,12,1,111.07,6.03,53.4,83.59,124.93,22.94
"PLA-008xTOM-0003","PLA-008","TOM-0003","CA-2024-L2","CA-2024-L2-B1",1,2,5,97.77,5.14,49.95,83.46,120.68,20.44
"PLA-058xTOM-0003","PLA-058","TOM-0003","CA-2024-L2","CA-2024-L2-B1",1,8,11,118.92,4.91,37.58,94.84,110.77,21
"PLA-024xTOM-0003","PLA-024","TOM-0003","CA-2024-L2","CA-2024-L2-B1",1,1,5,104.76,5.61,52.9,75.21,124.67,21.84
"PLB-026xTOM-0003","PLB-026","TOM-0003","CA-2024-L2","CA-2024-L2-B1",1,9,11,84.82,5.14,49.38,76.87,117.3,23.46
"PLB-045xTOM-0003","PLB-045","TOM-0003","CA-2024-L2","CA-2024-L2-B1",1,4,1,104.26,5.84,42.52,85.47,124.75,22.74
"PLB-033xTOM-0003","PLB-033","TOM-0003","CA-2024-L2","CA-2024-L2-B1",1,12,9,95.82,5.79,44.56,88.03,118.57,21.23
"PLB-030xTOM-0003","PLB-030","TOM-0003","CA-2024-L2","CA-2024-L2-B1",1,3,4,98.43,5.88,58.67,75.72,122.99,22.55
"PLB-048xTOM-0003","PLB-048","TOM-0003","CA-2024-L2","CA-2024-L2-B1",1,8,8,74.58,5.17,47.01,89.96,114.77,19.73
"PLB-052xTOM-0003","PLB-052","TOM-0003","CA-2024-L2","CA-2024-L2-B1",1,12,12,99.41,5.32,42.82,85.46,117.7,25.25
"PLB-022xTOM-0003","PLB-022","TOM-0003","CA-2024-L2","CA-2024-L2-B1",1,12,8,88.99,5.68,43.55,83.66,118.66,24.78
"PLB-008xTOM-0003","PLB-008","TOM-0003","CA-2024-L2","CA-2024-L2-B1",1,8,12,100.78,4.98,46.16,84.44,116.38,22.75
"PLA-025xTOM-0001","PLA-025","TOM-0001","CA-2024-L2","CA-2024-L2-B2",2,4,10,96.36,5.93,36.67,79.66,116.14,17.13
"PLA-015xTOM-0001","PLA-015","TOM-0001","CA-2024-L2","CA-2024-L2-B2",2,1,8,98.68,6.6,48.56,93.37,114.74,24.01
"PLA-053xTOM-0001","PLA-053","TOM-0001","CA-2024-L2","CA-2024-L2-B2",2,5,7,98.29,5.84,36.08,81.24,118.99,26.76
"PLA-055xTOM-0001","PLA-055","TOM-0001","CA-2024-L2","CA-2024-L2-B2",2,7,8,106.8,6.41,45.88,86.99,116.67,18.12
"PLA-014xTOM-0001","PLA-014","TOM-0001","CA-2024-L2","CA-2024-L2-B2",2,3,2,104.98,6.79,44.3,80.2,119.3,21.29
"PLA-008xTOM-0001","PLA-008","TOM-0001","CA-2024-L2","CA-2024-L2-B2",2,10,2,101.94,6.28,39.7,96.68,125.35,22.83
"PLA-058xTOM-0001","PLA-058","TOM-0001","CA-2024-L2","CA-2024-L2-B2",2,3,6,123.77,6.28,33.29,84.74,112.73,20.48
"PLA-024xTOM-0001","PLA-024","TOM-0001","CA-2024-L2","CA-2024-L2-B2",2,11,5,95.29,6.44,42.56,81.72,122.76,19.42
"PLB-026xTOM-0001","PLB-026","TOM-0001","CA-2024-L2","CA-2024-L2-B2",2,11,11,75.14,5.79,33.81,80.92,117.19,19.34
"PLB-045xTOM-0001","PLB-045","TOM-0001","CA-2024-L2","CA-2024-L2-B2",2,11,12,103.91,6.64,38.83,91.19,123.09,20.59
"PLB-033xTOM-0001","PLB-033","TOM-0001","CA-2024-L2","CA-2024-L2-B2",2,8,3,89.76,6.45,42.83,80.39,121.29,18.19
"PLB-030xTOM-0001","PLB-030","TOM-0001","CA-2024-L2","CA-2024-L2-B2",2,11,4,96.46,5.71,48.45,80.58,118.6,21.17
"PLB-048xTOM-0001","PLB-048","TOM-0001","CA-2024-L2","CA-2024-L2-B2",2,7,12,98.02,6.18,27.38,85.18,114.88,19.51
"PLB-052xTOM-0001","PLB-052","TOM-0001","CA-2024-L2","CA-2024-L2-B2",2,7,3,87.75,5.74,34.31,84.91,120.32,25.4
"PLB-022xTOM-0001","PLB-022","TOM-0001","CA-2024-L2","CA-2024-L2-B2",2,12,2,101.4,5.84,35.87,83.73,122.29,18.36
"PLB-008xTOM-0001","PLB-008","TOM-0001","CA-2024-L2","CA-2024-L2-B2",2,3,8,90.67,5.99,40.15,87.76,115.15,19.19
"PLA-025xTOM-0002","PLA-025","TOM-0002","CA-2024-L2","CA-2024-L2-B2",2,9,1,108.74,5,45.44,79.63,113.76,22.93
"PLA-015xTOM-0002","PLA-015","TOM-0002","CA-2024-L2","CA-2024-L2-B2",2,1,4,116.88,6.39,47.53,89.85,114.3,21.06
"PLA-053xTOM-0002","PLA-053","TOM-0002","CA-2024-L2","CA-2024-L2-B2",2,5,5,108.01,5.28,38.79,68.94,118.71,23.92
"PLA-055xTOM-0002","PLA-055","TOM-0002","CA-2024-L2","CA-2024-L2-B2",2,2,3,99.46,6.27,48.28,77.22,114.92,19.39
"PLA-014xTOM-0002","PLA-014","TOM-0002","CA-2024-L2","CA-2024-L2-B2",2,8,7,98.1,5.76,38.36,63.12,119.4,19.68
"PLA-008xTOM-0002","PLA-008","TOM-0002","CA-2024-L2","CA-2024-L2-B2",2,5,10,98.72,5.35,40.58,69.21,120.34,18.57
"PLA-058xTOM-0002","PLA-058","TOM-0002","CA-2024-L2","CA-2024-L2-B2",2,6,4,121.08,5.54,36.55,85.09,116.27,23.98
"PLA-024xTOM-0002","PLA-024","TOM-0002","CA-2024-L2","CA-2024-L2-B2",2,12,6,110.04,6.08,44.54,65.33,122.94,22.2
"PLB-026xTOM-0002","PLB-026","TOM-0002","CA-2024-L2","CA-2024-L2-B2",2,5,3,89.77,6.56,39.84,67.1,120.49,21.3
"PLB-045xTOM-0002","PLB-045","TOM-0002","CA-2024-L2","CA-2024-L2-B2",2,10,11,94.08,5.28,46.98,77.6,120.67,20.77
"PLB-033xTOM-0002","PLB-033","TOM-0002","CA-2024-L2","CA-2024-L2-B2",2,7,2,106.92,6.58,48.03,67.64,113.94,18
"PLB-030xTOM-0002","PLB-030","TOM-0002","CA-2024-L2","CA-2024-L2-B2",2,2,12,94.58,6.01,47.23,73.52,117.53,21.26
"PLB-048xTOM-0002","PLB-048","TOM-0002","CA-2024-L2","CA-2024-L2-B2",2,9,12,88.94,5.85,40.89,79.45,114.27,19.71
"PLB-052xTOM-0002","PLB-052","TOM-0002","CA-2024-L2","CA-2024-L2-B2",2,4,11,90.69,5.2,39.88,73.49,118.39,22.93
"PLB-022xTOM-0002","PLB-022","TOM-0002","CA-2024-L2","CA-2024-L2-B2",2,10,12,90.05,5.18,37.28,81.03,115.5,20.16
"PLB-008xTOM-0002","PLB-008","TOM-0002","CA-2024-L2","CA-2024-L2-B2",2,10,5,93.08,5.65,39.89,87.99,113.81,18.97
"PLA-025xTOM-0003","PLA-025","TOM-0003","CA-2024-L2","CA-2024-L2-B2",2,10,8,104.98,5.31,44.7,77.56,117.93,24.05
"PLA-015xTOM-0003","PLA-015","TOM-0003","CA-2024-L2","CA-2024-L2-B2",2,6,3,109.26,5.68,52.81,87.2,115.54,24.03
"PLA-053xTOM-0003","PLA-053","TOM-0003","CA-2024-L2","CA-2024-L2-B2",2,7,7,101.79,5.66,38.36,81.63,119.15,23.04
"PLA-055xTOM-0003","PLA-055","TOM-0003","CA-2024-L2","CA-2024-L2-B2",2,6,5,99.84,5.12,46.51,75.01,119.32,20.86
"PLA-014xTOM-0003","PLA-014","TOM-0003","CA-2024-L2","CA-2024-L2-B2",2,1,3,97.29,6.14,45.29,85.4,127.34,22.3
"PLA-008xTOM-0003","PLA-008","TOM-0003","CA-2024-L2","CA-2024-L2-B2",2,8,4,102.53,5.33,46.95,82.77,122.13,23.51
"PLA-058xTOM-0003","PLA-058","TOM-0003","CA-2024-L2","CA-2024-L2-B2",2,4,9,118.92,5.42,44.57,89.46,110.76,19.46
"PLA-024xTOM-0003","PLA-024","TOM-0003","CA-2024-L2","CA-2024-L2-B2",2,8,9,90.17,5.88,47.19,80.52,127.01,21.81
"PLB-026xTOM-0003","PLB-026","TOM-0003","CA-2024-L2","CA-2024-L2-B2",2,7,9,102.78,5.57,42.78,67.2,119.73,19.13
"PLB-045xTOM-0003","PLB-045","TOM-0003","CA-2024-L2","CA-2024-L2-B2",2,2,8,107.69,5.79,42.35,89.66,120.3,22.79
"PLB-033xTOM-0003","PLB-033","TOM-0003","CA-2024-L2","CA-2024-L2-B2",2,4,3,100.41,5.35,40.1,83.28,123.76,18.87
"PLB-030xTOM-0003","PLB-030","TOM-0003","CA-2024-L2","CA-2024-L2-B2",2,2,7,93.26,6.36,51.16,81.46,118.87,23.46
"PLB-048xTOM-0003","PLB-048","TOM-0003","CA-2024-L2","CA-2024-L2-B2",2,9,2,82.17,5.17,39.21,81.58,113.71,22.35
"PLB-052xTOM-0003","PLB-052","TOM-0003","CA-2024-L2","CA-2024-L2-B2",2,2,2,101.72,5.88,45.65,92.54,118.3,27.05
"PLB-022xTOM-0003","PLB-022","TOM-0003","CA-2024-L2","CA-2024-L2-B2",2,4,7,89.3,5.98,40.79,89.55,119.4,23.88
"PLB-008xTOM-0003","PLB-008","TOM-0003","CA-2024-L2","CA-2024-L2-B2",2,9,10,77.62,4.75,44.34,80.07,117.41,20.73
"PLA-025xTOM-0001","PLA-025","TOM-0001","CA-2024-L2","CA-2024-L2-B3",3,10,6,102.89,6.51,43.26,88.26,117.64,19.54
"PLA-015xTOM-0001","PLA-015","TOM-0001","CA-2024-L2","CA-2024-L2-B3",3,3,1,106.98,6.21,50.79,88.31,119.68,22.3
"PLA-053xTOM-0001","PLA-053","TOM-0001","CA-2024-L2","CA-2024-L2-B3",3,4,2,100.44,6.38,44.89,85.73,118.5,22.6
"PLA-055xTOM-0001","PLA-055","TOM-0001","CA-2024-L2","CA-2024-L2-B3",3,3,7,98.54,5.44,44.63,75.16,114.81,17.09
"PLA-014xTOM-0001","PLA-014","TOM-0001","CA-2024-L2","CA-2024-L2-B3",3,11,3,94.47,7.69,44.79,70.97,116.57,24.63
"PLA-008xTOM-0001","PLA-008","TOM-0001","CA-2024-L2","CA-2024-L2-B3",3,3,5,110.56,6.16,48.44,88.98,120.59,20.82
"PLA-058xTOM-0001","PLA-058","TOM-0001","CA-2024-L2","CA-2024-L2-B3",3,1,2,121.95,5.78,36.1,90.06,114.76,22.87
"PLA-024xTOM-0001","PLA-024","TOM-0001","CA-2024-L2","CA-2024-L2-B3",3,3,9,99.98,6.62,45.16,84.14,119.58,20.72
"PLB-026xTOM-0001","PLB-026","TOM-0001","CA-2024-L2","CA-2024-L2-B3",3,12,10,96.53,6.76,41.16,83.87,114.67,19.71
"PLB-045xTOM-0001","PLB-045","TOM-0001","CA-2024-L2","CA-2024-L2-B3",3,1,7,98.45,5.53,39.39,81.97,123.26,20.95
"PLB-033xTOM-0001","PLB-033","TOM-0001","CA-2024-L2","CA-2024-L2-B3",3,3,12,84.5,5.61,42.23,85.06,117.68,17.61
"PLB-030xTOM-0001","PLB-030","TOM-0001","CA-2024-L2","CA-2024-L2-B3",3,11,8,87.32,5.55,51.96,74.03,118.27,19.51
"PLB-048xTOM-0001","PLB-048","TOM-0001","CA-2024-L2","CA-2024-L2-B3",3,9,9,97.08,6.22,43.08,86.9,112.23,19.66
"PLB-052xTOM-0001","PLB-052","TOM-0001","CA-2024-L2","CA-2024-L2-B3",3,4,5,107.93,6.17,35.28,77.97,122.92,25.06
"PLB-022xTOM-0001","PLB-022","TOM-0001","CA-2024-L2","CA-2024-L2-B3",3,9,4,111.07,5.71,38.42,86.39,118.43,22.21
"PLB-008xTOM-0001","PLB-008","TOM-0001","CA-2024-L2","CA-2024-L2-B3",3,1,10,91.39,6.4,45.98,80.47,116.78,18.65
"PLA-025xTOM-0002","PLA-025","TOM-0002","CA-2024-L2","CA-2024-L2-B3",3,5,1,113.05,5.81,48.28,91.02,106.92,21.72
"PLA-015xTOM-0002","PLA-015","TOM-0002","CA-2024-L2","CA-2024-L2-B3",3,6,7,104.6,6.1,55.51,76.5,110.32,19.82
"PLA-053xTOM-0002","PLA-053","TOM-0002","CA-2024-L2","CA-2024-L2-B3",3,12,4,94.68,6.08,46.96,84.12,117.21,24.21
"PLA-055xTOM-0002","PLA-055","TOM-0002","CA-2024-L2","CA-2024-L2-B3",3,3,11,89.22,6.14,48.96,71.61,115.28,19.23
"PLA-014xTOM-0002","PLA-014","TOM-0002","CA-2024-L2","CA-2024-L2-B3",3,1,6,107.4,5.88,47.09,58.77,118.03,24.56
"PLA-008xTOM-0002","PLA-008","TOM-0002","CA-2024-L2","CA-2024-L2-B3",3,7,6,106.86,5.31,43.92,80.73,119.46,20.88
"PLA-058xTOM-0002","PLA-058","TOM-0002","CA-2024-L2","CA-2024-L2-B3",3,6,1,116.12,5.09,47.98,89.32,113.51,21.91
"PLA-024xTOM-0002","PLA-024","TOM-0002","CA-2024-L2","CA-2024-L2-B3",3,5,12,109.88,6.42,47.86,84.84,119.02,20.25
"PLB-026xTOM-0002","PLB-026","TOM-0002","CA-2024-L2","CA-2024-L2-B3",3,3,10,109.07,5.27,46.4,75.5,117.27,18.4
"PLB-045xTOM-0002","PLB-045","TOM-0002","CA-2024-L2","CA-2024-L2-B3",3,7,10,102.02,5.66,53.14,84.58,118.84,23.71
"PLB-033xTOM-0002","PLB-033","TOM-0002","CA-2024-L2","CA-2024-L2-B3",3,1,12,112.41,5.9,42.68,78.33,117.18,19.99
"PLB-030xTOM-0002","PLB-030","TOM-0002","CA-2024-L2","CA-2024-L2-B3",3,9,5,98.67,6.04,56.97,78.35,116.79,20.54
"PLB-048xTOM-0002","PLB-048","TOM-0002","CA-2024-L2","CA-2024-L2-B3",3,2,1,98.82,5.11,45.39,84.88,108.35,22.28
"PLB-052xTOM-0002","PLB-052","TOM-0002","CA-2024-L2","CA-2024-L2-B3",3,6,9,92.48,5.25,42.96,84.01,117.69,20.93
"PLB-022xTOM-0002","PLB-022","TOM-0002","CA-2024-L2","CA-2024-L2-B3",3,12,7,105.3,4.91,45.98,77.66,119.66,24.41
"PLB-008xTOM-0002","PLB-008","TOM-0002","CA-2024-L2","CA-2024-L2-B3",3,10,4,96.9,5.15,50.71,79.67,118.55,19.61
"PLA-025xTOM-0003","PLA-025","TOM-0003","CA-2024-L2","CA-2024-L2-B3",3,5,8,99.26,5.13,46.43,83.12,118.99,22.3
"PLA-015xTOM-0003","PLA-015","TOM-0003","CA-2024-L2","CA-2024-L2-B3",3,8,5,105.72,6.4,52.13,89.07,119.14,23.58
"PLA-053xTOM-0003","PLA-053","TOM-0003","CA-2024-L2","CA-2024-L2-B3",3,5,4,105.81,6.14,47.21,87.83,116.55,23.32
"PLA-055xTOM-0003","PLA-055","TOM-0003","CA-2024-L2","CA-2024-L2-B3",3,5,9,105.47,6.03,54.32,75.46,114.91,18.81
"PLA-014xTOM-0003","PLA-014","TOM-0003","CA-2024-L2","CA-2024-L2-B3",3,1,9,93.54,5.92,57.98,81.14,121.71,22.47
"PLA-008xTOM-0003","PLA-008","TOM-0003","CA-2024-L2","CA-2024-L2-B3",3,11,10,99.3,5.59,52.74,79.84,120.88,23.46
"PLA-058xTOM-0003","PLA-058","TOM-0003","CA-2024-L2","CA-2024-L2-B3",3,6,10,118.49,5.31,47.87,89.18,116.56,25.27
"PLA-024xTOM-0003","PLA-024","TOM-0003","CA-2024-L2","CA-2024-L2-B3",3,4,8,105.74,5.92,57.02,81.63,122.49,20.68
"PLB-026xTOM-0003","PLB-026","TOM-0003","CA-2024-L2","CA-2024-L2-B3",3,2,11,92.06,5.7,44.99,78.44,117.18,20.03
"PLB-045xTOM-0003","PLB-045","TOM-0003","CA-2024-L2","CA-2024-L2-B3",3,7,4,115.8,5.69,48.85,80.23,125.46,22.54
"PLB-033xTOM-0003","PLB-033","TOM-0003","CA-2024-L2","CA-2024-L2-B3",3,12,11,98.72,4.85,40.83,84.12,121.03,19.16
"PLB-030xTOM-0003","PLB-030","TOM-0003","CA-2024-L2","CA-2024-L2-B3",3,6,12,88.62,6.02,55.32,77.98,121.3,22.41
"PLB-048xTOM-0003","PLB-048","TOM-0003","CA-2024-L2","CA-2024-L2-B3",3,10,10,94.18,5.44,51.66,82.5,120.82,20.94
"PLB-052xTOM-0003","PLB-052","TOM-0003","CA-2024-L2","CA-2024-L2-B3",3,10,3,99.29,6.21,49.41,84.63,124.48,24.87
"PLB-022xTOM-0003","PLB-022","TOM-0003","CA-2024-L2","CA-2024-L2-B3",3,2,10,87.3,5.88,41.76,79.72,122.01,19.71
"PLB-008xTOM-0003","PLB-008","TOM-0003","CA-2024-L2","CA-2024-L2-B3",3,1,1,87.18,5.66,53.58,80.59,120.44,23.32
"PLA-025xTOM-0001","PLA-025","TOM-0001","CA-2024-L3","CA-2024-L3-B1",1,9,7,118.19,4.75,42.8,84.98,103.61,16.75
"PLA-015xTOM-0001","PLA-015","TOM-0001","CA-2024-L3","CA-2024-L3-B1",1,12,3,115.22,5.42,45.77,89.19,108.23,19.88
"PLA-053xTOM-0001","PLA-053","TOM-0001","CA-2024-L3","CA-2024-L3-B1",1,4,11,101.38,5.25,38.98,82.37,107.05,20.46
"PLA-055xTOM-0001","PLA-055","TOM-0001","CA-2024-L3","CA-2024-L3-B1",1,8,12,104.58,5.47,37.81,73.93,107.01,14.2
"PLA-014xTOM-0001","PLA-014","TOM-0001","CA-2024-L3","CA-2024-L3-B1",1,9,1,112.24,6.27,48.41,70.15,110.71,16.57
"PLA-008xTOM-0001","PLA-008","TOM-0001","CA-2024-L3","CA-2024-L3-B1",1,9,2,122.26,5.96,55.07,89.81,114.28,19.33
"PLA-058xTOM-0001","PLA-058","TOM-0001","CA-2024-L3","CA-2024-L3-B1",1,8,1,136.74,4.81,41.72,89.22,103.85,21.44
"PLA-024xTOM-0001","PLA-024","TOM-0001","CA-2024-L3","CA-2024-L3-B1",1,1,5,113.97,5.89,50.95,81.3,111.64,17.36
"PLB-026xTOM-0001","PLB-026","TOM-0001","CA-2024-L3","CA-2024-L3-B1",1,2,12,96.99,5.71,47,74.53,105.3,14.41
"PLB-045xTOM-0001","PLB-045","TOM-0001","CA-2024-L3","CA-2024-L3-B1",1,4,7,109.45,5.05,34.54,75.05,109.62,16.08
"PLB-033xTOM-0001","PLB-033","TOM-0001","CA-2024-L3","CA-2024-L3-B1",1,8,5,121.43,4.92,42,82.57,110.79,15.17
"PLB-030xTOM-0001","PLB-030","TOM-0001","CA-2024-L3","CA-2024-L3-B1",1,5,11,77.34,4.98,44.77,74.84,103.03,16.25
"PLB-048xTOM-0001","PLB-048","TOM-0001","CA-2024-L3","CA-2024-L3-B1",1,6,9,84.66,3.93,35,89.23,97.68,13.15
"PLB-052xTOM-0001","PLB-052","TOM-0001","CA-2024-L3","CA-2024-L3-B1",1,8,7,111.62,4.9,37.01,72.09,103.62,19.34
"PLB-022xTOM-0001","PLB-022","TOM-0001","CA-2024-L3","CA-2024-L3-B1",1,3,3,109.76,5.71,36.83,75.37,110.42,20.37
"PLB-008xTOM-0001","PLB-008","TOM-0001","CA-2024-L3","CA-2024-L3-B1",1,9,5,98.5,5.22,55.34,84.16,105.81,18.39
"PLA-025xTOM-0002","PLA-025","TOM-0002","CA-2024-L3","CA-2024-L3-B1",1,4,2,144.59,5.22,49.68,84.26,101.59,21.44
"PLA-015xTOM-0002","PLA-015","TOM-0002","CA-2024-L3","CA-2024-L3-B1",1,5,5,124.61,5.18,51.78,83.14,106.7,17.71
"PLA-053xTOM-0002","PLA-053","TOM-0002","CA-2024-L3","CA-2024-L3-B1",1,10,8,113.36,4.36,36.28,70.95,106.63,17.71
"PLA-055xTOM-0002","PLA-055","TOM-0002","CA-2024-L3","CA-2024-L3-B1",1,5,10,104.21,3.93,46.82,71.76,100.51,14.97
"PLA-014xTOM-0002","PLA-014","TOM-0002","CA-2024-L3","CA-2024-L3-B1",1,7,1,109.27,5.53,43.1,77.78,112.58,22.43
"PLA-008xTOM-0002","PLA-008","TOM-0002","CA-2024-L3","CA-2024-L3-B1",1,7,3,123.34,5.22,58.2,80.18,114.89,19.7
"PLA-058xTOM-0002","PLA-058","TOM-0002","CA-2024-L3","CA-2024-L3-B1",1,5,6,123.78,4.6,37.92,72.88,105.11,21.55
"PLA-024xTOM-0002","PLA-024","TOM-0002","CA-2024-L3","CA-2024-L3-B1",1,4,8,121.99,4.88,42.14,81.39,105.9,15.99
"PLB-026xTOM-0002","PLB-026","TOM-0002","CA-2024-L3","CA-2024-L3-B1",1,3,10,111.01,4.3,53.69,73.34,107.68,16.29
"PLB-045xTOM-0002","PLB-045","TOM-0002","CA-2024-L3","CA-2024-L3-B1",1,9,4,116.61,4.98,46,80.61,113.32,17.17
"PLB-033xTOM-0002","PLB-033","TOM-0002","CA-2024-L3","CA-2024-L3-B1",1,8,9,114.15,3.63,35.14,64.65,101.39,13.78
"PLB-030xTOM-0002","PLB-030","TOM-0002","CA-2024-L3","CA-2024-L3-B1",1,12,6,111,4.79,53.76,83.73,109.58,17.52
"PLB-048xTOM-0002","PLB-048","TOM-0002","CA-2024-L3","CA-2024-L3-B1",1,1,12,113.17,4.82,40.64,76.57,104.19,17.68
"PLB-052xTOM-0002","PLB-052","TOM-0002","CA-2024-L3","CA-2024-L3-B1",1,12,1,110.71,5.01,56.46,78.99,108.56,21.62
"PLB-022xTOM-0002","PLB-022","TOM-0002","CA-2024-L3","CA-2024-L3-B1",1,1,2,113.17,5.16,49.93,80.4,109.64,18.73
"PLB-008xTOM-0002","PLB-008","TOM-0002","CA-2024-L3","CA-2024-L3-B1",1,10,6,102.85,4.68,50.02,86.87,111.33,12.81
"PLA-025xTOM-0003","PLA-025","TOM-0003","CA-2024-L3","CA-2024-L3-B1",1,4,12,111.02,4.44,51.67,80.45,109.11,17.99
"PLA-015xTOM-0003","PLA-015","TOM-0003","CA-2024-L3","CA-2024-L3-B1",1,10,4,124.55,5.39,59.14,84.33,108.55,19.64
"PLA-053xTOM-0003","PLA-053","TOM-0003","CA-2024-L3","CA-2024-L3-B1",1,12,4,129.77,4.66,50.91,86.07,113.21,18.2
"PLA-055xTOM-0003","PLA-055","TOM-0003","CA-2024-L3","CA-2024-L3-B1",1,12,11,128.05,4.53,55.6,72.86,112.17,15.29
"PLA-014xTOM-0003","PLA-014","TOM-0003","CA-2024-L3","CA-2024-L3-B1",1,10,11,108.95,4.69,49.95,77.33,112.49,17.71
"PLA-008xTOM-0003","PLA-008","TOM-0003","CA-2024-L3","CA-2024-L3-B1",1,7,11,104.29,4.22,53.27,70.26,109.85,16.72
"PLA-058xTOM-0003","PLA-058","TOM-0003","CA-2024-L3","CA-2024-L3-B1",1,11,10,106.54,4.3,40.02,81.49,100.99,19.98
"PLA-024xTOM-0003","PLA-024","TOM-0003","CA-2024-L3","CA-2024-L3-B1",1,3,7,107.83,5.27,49.11,82.29,115.96,18.3
"PLB-026xTOM-0003","PLB-026","TOM-0003","CA-2024-L3","CA-2024-L3-B1",1,3,5,115.88,5.16,55.93,86.28,111.74,18.28
"PLB-045xTOM-0003","PLB-045","TOM-0003","CA-2024-L3","CA-2024-L3-B1",1,9,8,112.4,4.54,37.46,71.08,109.26,15.32
"PLB-033xTOM-0003","PLB-033","TOM-0003","CA-2024-L3","CA-2024-L3-B1",1,9,10,103.76,4.1,49.66,78.92,105.16,14.27
"PLB-030xTOM-0003","PLB-030","TOM-0003","CA-2024-L3","CA-2024-L3-B1",1,5,4,99.67,5.01,53.42,85.76,113.5,16.54
"PLB-048xTOM-0003","PLB-048","TOM-0003","CA-2024-L3","CA-2024-L3-B1",1,5,3,108.04,5.01,54.96,88.26,110.1,17.57
"PLB-052xTOM-0003","PLB-052","TOM-0003","CA-2024-L3","CA-2024-L3-B1",1,4,5,102.68,4.88,44.97,79.32,113.63,20.13
"PLB-022xTOM-0003","PLB-022","TOM-0003","CA-2024-L3","CA-2024-L3-B1",1,6,2,122.7,4.32,45.18,80.79,115.79,20.8
"PLB-008xTOM-0003","PLB-008","TOM-0003","CA-2024-L3","CA-2024-L3-B1",1,7,9,89.84,3.82,51.83,99.22,104.41,11.27
"PLA-025xTOM-0001","PLA-025","TOM-0001","CA-2024-L3","CA-2024-L3-B2",2,6,8,112.24,4.41,33.1,82.26,103.04,10.45
"PLA-015xTOM-0001","PLA-015","TOM-0001","CA-2024-L3","CA-2024-L3-B2",2,7,6,109.52,5.72,50.2,90.24,108.95,15.42
"PLA-053xTOM-0001","PLA-053","TOM-0001","CA-2024-L3","CA-2024-L3-B2",2,5,7,108.94,4.85,40.94,86.11,108.3,16.41
"PLA-055xTOM-0001","PLA-055","TOM-0001","CA-2024-L3","CA-2024-L3-B2",2,4,9,113.78,4.55,42.1,72.88,102.11,9.35
"PLA-014xTOM-0001","PLA-014","TOM-0001","CA-2024-L3","CA-2024-L3-B2",2,2,7,112.27,5.72,43.59,79.73,106.17,14.23
"PLA-008xTOM-0001","PLA-008","TOM-0001","CA-2024-L3","CA-2024-L3-B2",2,5,12,104.14,5.12,42.37,82.63,110.69,15.88
"PLA-058xTOM-0001","PLA-058","TOM-0001","CA-2024-L3","CA-2024-L3-B2",2,6,7,122.41,4.81,36.36,86.41,101.52,14.52
"PLA-024xTOM-0001","PLA-024","TOM-0001","CA-2024-L3","CA-2024-L3-B2",2,10,7,101.01,5.17,44.73,69.42,110.01,9.97
"PLB-026xTOM-0001","PLB-026","TOM-0001","CA-2024-L3","CA-2024-L3-B2",2,6,12,88.8,4.93,48.53,91.38,103.65,12.27
"PLB-045xTOM-0001","PLB-045","TOM-0001","CA-2024-L3","CA-2024-L3-B2",2,11,3,115.12,5.54,48.12,86.63,118.71,14.69
"PLB-033xTOM-0001","PLB-033","TOM-0001","CA-2024-L3","CA-2024-L3-B2",2,4,6,104.7,4.76,38.92,84.92,110.27,12.44
"PLB-030xTOM-0001","PLB-030","TOM-0001","CA-2024-L3","CA-2024-L3-B2",2,2,4,93.8,5.53,51.75,84.43,111.1,18.74
"PLB-048xTOM-0001","PLB-048","TOM-0001","CA-2024-L3","CA-2024-L3-B2",2,10,3,106.37,5.45,40.2,92.43,107,14.22
"PLB-052xTOM-0001","PLB-052","TOM-0001","CA-2024-L3","CA-2024-L3-B2",2,10,12,116.68,4.31,33.21,86.06,105.83,16
"PLB-022xTOM-0001","PLB-022","TOM-0001","CA-2024-L3","CA-2024-L3-B2",2,11,1,119.09,4.93,42.05,93.21,108.44,17.38
"PLB-008xTOM-0001","PLB-008","TOM-0001","CA-2024-L3","CA-2024-L3-B2",2,8,6,98.14,4.58,42.39,76.9,105.09,14.13
"PLA-025xTOM-0002","PLA-025","TOM-0002","CA-2024-L3","CA-2024-L3-B2",2,2,9,109.5,4.05,44.8,78.45,101.15,13.95
"PLA-015xTOM-0002","PLA-015","TOM-0002","CA-2024-L3","CA-2024-L3-B2",2,12,5,123.38,4.42,52.9,84.03,103.95,16.6
"PLA-053xTOM-0002","PLA-053","TOM-0002","CA-2024-L3","CA-2024-L3-B2",2,1,7,124.41,4.94,45.31,87.41,109.02,17.6
"PLA-055xTOM-0002","PLA-055","TOM-0002","CA-2024-L3","CA-2024-L3-B2",2,10,10,116.59,4.77,45.5,82.02,101.1,7.95
"PLA-014xTOM-0002","PLA-014","TOM-0002","CA-2024-L3","CA-2024-L3-B2",2,9,11,122.02,4.86,41.03,75.17,106.36,16.5
