"genotype","parent1","parent2","env","block","rep","row","col","yield","brix","firmness","fruit_wt","maturity","shelf_life"
"PLA-053xTOM-0002","PLA-053","TOM-0002","EAST-2024-L2","EAST-2024-L2-B1",1,2,2,68.62,NA,NA,81.45,103.86,14.23
"PLA-043xTOM-0002","PLA-043","TOM-0002","EAST-2024-L2","EAST-2024-L2-B1",1,4,4,67.52,NA,NA,72.19,101.79,10.28
"PLB-029xTOM-0002","PLB-029","TOM-0002","EAST-2024-L2","EAST-2024-L2-B1",1,7,4,98.89,NA,NA,98.06,100.72,15.81
"PLB-048xTOM-0002","PLB-048","TOM-0002","EAST-2024-L2","EAST-2024-L2-B1",1,7,11,73.52,NA,NA,61.48,98.89,6.16
"PLB-019xTOM-0002","PLB-019","TOM-0002","EAST-2024-L2","EAST-2024-L2-B1",1,3,7,75.53,NA,NA,87.98,105.68,8.37
"PLB-030xTOM-0002","PLB-030","TOM-0002","EAST-2024-L2","EAST-2024-L2-B1",1,2,6,73.9,NA,NA,78.62,102.28,9.35
"PLB-047xTOM-0002","PLB-047","TOM-0002","EAST-2024-L2","EAST-2024-L2-B1",1,12,4,78.75,NA,NA,67.12,105.79,13.89
"PLB-008xTOM-0002","PLB-008","TOM-0002","EAST-2024-L2","EAST-2024-L2-B1",1,2,4,76.02,NA,NA,84.31,105.41,10.89
"PLB-025xTOM-0002","PLB-025","TOM-0002","EAST-2024-L2","EAST-2024-L2-B1",1,9,3,97.39,NA,NA,82.79,106.55,15.66
"PLB-022xTOM-0002","PLB-022","TOM-0002","EAST-2024-L2","EAST-2024-L2-B1",1,9,5,73.49,NA,NA,68.48,100.54,13.12
"PLB-026xTOM-0002","PLB-026","TOM-0002","EAST-2024-L2","EAST-2024-L2-B1",1,4,1,72.11,NA,NA,83.81,107.77,11.01
"PLB-033xTOM-0002","PLB-033","TOM-0002","EAST-2024-L2","EAST-2024-L2-B1",1,6,2,82.19,NA,NA,76.91,109.2,14.08
"PLB-053xTOM-0002","PLB-053","TOM-0002","EAST-2024-L2","EAST-2024-L2-B1",1,2,1,85.48,NA,NA,87.75,114.58,11.13
"PLB-049xTOM-0002","PLB-049","TOM-0002","EAST-2024-L2","EAST-2024-L2-B1",1,2,3,82.46,NA,NA,85.34,102.96,16.34
"PLA-042xTOM-0003","PLA-042","TOM-0003","EAST-2024-L2","EAST-2024-L2-B1",1,6,3,93.39,NA,NA,74.25,105.09,16.6
"PLA-058xTOM-0003","PLA-058","TOM-0003","EAST-2024-L2","EAST-2024-L2-B1",1,2,12,82.99,NA,NA,74.57,104.48,14.51
"PLA-002xTOM-0003","PLA-002","TOM-0003","EAST-2024-L2","EAST-2024-L2-B1",1,10,7,76.29,NA,NA,66.32,106.04,9.96
"PLA-051xTOM-0003","PLA-051","TOM-0003","EAST-2024-L2","EAST-2024-L2-B1",1,7,7,74.16,NA,NA,73.07,103.23,7.06
"PLA-025xTOM-0003","PLA-025","TOM-0003","EAST-2024-L2","EAST-2024-L2-B1",1,4,7,62.02,NA,NA,63.33,101.7,10.99
"PLA-008xTOM-0003","PLA-008","TOM-0003","EAST-2024-L2","EAST-2024-L2-B1",1,4,11,70.01,NA,NA,77.47,105.85,5.52
"PLA-015xTOM-0003","PLA-015","TOM-0003","EAST-2024-L2","EAST-2024-L2-B1",1,12,1,93.8,NA,NA,79.93,110.51,15.74
"PLA-057xTOM-0003","PLA-057","TOM-0003","EAST-2024-L2","EAST-2024-L2-B1",1,7,8,56.86,NA,NA,52.83,105.98,10.77
"PLA-055xTOM-0003","PLA-055","TOM-0003","EAST-2024-L2","EAST-2024-L2-B1",1,6,10,70.46,NA,NA,60.28,96.82,9.07
"PLA-030xTOM-0003","PLA-030","TOM-0003","EAST-2024-L2","EAST-2024-L2-B1",1,10,2,100.26,NA,NA,81.51,117.39,16.2
"PLA-053xTOM-0003","PLA-053","TOM-0003","EAST-2024-L2","EAST-2024-L2-B1",1,8,11,62.26,NA,NA,55.99,102.19,10.47
"PLA-043xTOM-0003","PLA-043","TOM-0003","EAST-2024-L2","EAST-2024-L2-B1",1,4,12,61.09,NA,NA,65.32,103.7,13.32
"PLB-029xTOM-0003","PLB-029","TOM-0003","EAST-2024-L2","EAST-2024-L2-B1",1,9,4,96.75,NA,NA,80.87,110.01,19.4
"PLB-048xTOM-0003","PLB-048","TOM-0003","EAST-2024-L2","EAST-2024-L2-B1",1,11,6,78.57,NA,NA,55.31,110.43,13.46
"PLB-019xTOM-0003","PLB-019","TOM-0003","EAST-2024-L2","EAST-2024-L2-B1",1,8,10,67.45,NA,NA,72.79,108.66,9.03
"PLB-030xTOM-0003","PLB-030","TOM-0003","EAST-2024-L2","EAST-2024-L2-B1",1,7,1,68.67,NA,NA,61.84,111.95,13.26
"PLB-047xTOM-0003","PLB-047","TOM-0003","EAST-2024-L2","EAST-2024-L2-B1",1,7,12,73.72,NA,NA,64.68,110.36,14.93
"PLB-008xTOM-0003","PLB-008","TOM-0003","EAST-2024-L2","EAST-2024-L2-B1",1,1,6,76.11,NA,NA,77.04,106.59,15.73
"PLB-025xTOM-0003","PLB-025","TOM-0003","EAST-2024-L2","EAST-2024-L2-B1",1,3,1,79.3,NA,NA,73.91,113.6,15.65
"PLB-022xTOM-0003","PLB-022","TOM-0003","EAST-2024-L2","EAST-2024-L2-B1",1,7,6,70.94,NA,NA,60.47,107.47,14.38
"PLB-026xTOM-0003","PLB-026","TOM-0003","EAST-2024-L2","EAST-2024-L2-B1",1,5,9,68.82,NA,NA,64.64,101.98,10
"PLB-033xTOM-0003","PLB-033","TOM-0003","EAST-2024-L2","EAST-2024-L2-B1",1,11,9,71.7,NA,NA,70.62,108.42,7.47
"PLB-053xTOM-0003","PLB-053","TOM-0003","EAST-2024-L2","EAST-2024-L2-B1",1,6,4,80.78,NA,NA,67.23,110.03,17.09
"PLB-049xTOM-0003","PLB-049","TOM-0003","EAST-2024-L2","EAST-2024-L2-B1",1,6,5,79.34,NA,NA,68.72,111.97,11.42
"PLA-042xTOM-0001","PLA-042","TOM-0001","EAST-2024-L2","EAST-2024-L2-B2",2,12,6,73.12,NA,NA,93.66,102.2,9.75
"PLA-058xTOM-0001","PLA-058","TOM-0001","EAST-2024-L2","EAST-2024-L2-B2",2,11,11,96.87,NA,NA,87.42,98.65,10.62
"PLA-002xTOM-0001","PLA-002","TOM-0001","EAST-2024-L2","EAST-2024-L2-B2",2,5,8,68.81,NA,NA,80.25,95.49,3.71
"PLA-051xTOM-0001","PLA-051","TOM-0001","EAST-2024-L2","EAST-2024-L2-B2",2,9,11,81.64,NA,NA,75.5,94.57,11.98
"PLA-025xTOM-0001","PLA-025","TOM-0001","EAST-2024-L2","EAST-2024-L2-B2",2,1,4,89.82,NA,NA,80.95,100.32,7.55
"PLA-008xTOM-0001","PLA-008","TOM-0001","EAST-2024-L2","EAST-2024-L2-B2",2,4,2,92.11,NA,NA,93.27,108.63,12.91
"PLA-015xTOM-0001","PLA-015","TOM-0001","EAST-2024-L2","EAST-2024-L2-B2",2,3,3,97.75,NA,NA,79.81,106.56,13.12
"PLA-057xTOM-0001","PLA-057","TOM-0001","EAST-2024-L2","EAST-2024-L2-B2",2,10,12,65.69,NA,NA,83.47,112.38,9.73
"PLA-055xTOM-0001","PLA-055","TOM-0001","EAST-2024-L2","EAST-2024-L2-B2",2,4,6,87.3,NA,NA,82.2,97.64,13.44
"PLA-030xTOM-0001","PLA-030","TOM-0001","EAST-2024-L2","EAST-2024-L2-B2",2,3,9,81.17,NA,NA,67.31,99.22,4.93
"PLA-053xTOM-0001","PLA-053","TOM-0001","EAST-2024-L2","EAST-2024-L2-B2",2,6,8,82.94,NA,NA,80.22,99.6,11.68
"PLA-043xTOM-0001","PLA-043","TOM-0001","EAST-2024-L2","EAST-2024-L2-B2",2,2,11,79.04,NA,NA,79.68,95.99,12.41
"PLB-029xTOM-0001","PLB-029","TOM-0001","EAST-2024-L2","EAST-2024-L2-B2",2,1,5,101.14,NA,NA,81.74,102.75,16.09
"PLB-048xTOM-0001","PLB-048","TOM-0001","EAST-2024-L2","EAST-2024-L2-B2",2,9,7,90.34,NA,NA,62.2,96.22,16.74
"PLB-019xTOM-0001","PLB-019","TOM-0001","EAST-2024-L2","EAST-2024-L2-B2",2,5,12,89.99,NA,NA,88.04,105.5,11.59
"PLB-030xTOM-0001","PLB-030","TOM-0001","EAST-2024-L2","EAST-2024-L2-B2",2,3,4,93.85,NA,NA,82.62,106.98,13.5
"PLB-047xTOM-0001","PLB-047","TOM-0001","EAST-2024-L2","EAST-2024-L2-B2",2,10,10,85.12,NA,NA,62.66,102.98,13.64
"PLB-008xTOM-0001","PLB-008","TOM-0001","EAST-2024-L2","EAST-2024-L2-B2",2,4,10,77.28,NA,NA,74.72,98.15,10.24
"PLB-025xTOM-0001","PLB-025","TOM-0001","EAST-2024-L2","EAST-2024-L2-B2",2,9,9,90.88,NA,NA,65.31,106.68,10.7
"PLB-022xTOM-0001","PLB-022","TOM-0001","EAST-2024-L2","EAST-2024-L2-B2",2,7,9,70.36,NA,NA,61.61,101.2,10.16
"PLB-026xTOM-0001","PLB-026","TOM-0001","EAST-2024-L2","EAST-2024-L2-B2",2,12,7,76.59,NA,NA,74.72,98.65,8.78
"PLB-033xTOM-0001","PLB-033","TOM-0001","EAST-2024-L2","EAST-2024-L2-B2",2,9,2,92.56,NA,NA,88.92,106.38,17.67
"PLB-053xTOM-0001","PLB-053","TOM-0001","EAST-2024-L2","EAST-2024-L2-B2",2,7,3,105.9,NA,NA,90.3,109.99,14.57
"PLB-049xTOM-0001","PLB-049","TOM-0001","EAST-2024-L2","EAST-2024-L2-B2",2,10,4,100.74,NA,NA,89.22,108.77,15.17
"PLA-042xTOM-0002","PLA-042","TOM-0002","EAST-2024-L2","EAST-2024-L2-B2",2,1,7,66.15,NA,NA,70.75,100.29,12.11
"PLA-058xTOM-0002","PLA-058","TOM-0002","EAST-2024-L2","EAST-2024-L2-B2",2,10,3,77.57,NA,NA,87.78,101.98,11.38
"PLA-002xTOM-0002","PLA-002","TOM-0002","EAST-2024-L2","EAST-2024-L2-B2",2,8,5,82.71,NA,NA,79.15,107.94,8.22
"PLA-051xTOM-0002","PLA-051","TOM-0002","EAST-2024-L2","EAST-2024-L2-B2",2,12,12,77.34,NA,NA,88.59,107.47,7.79
"PLA-025xTOM-0002","PLA-025","TOM-0002","EAST-2024-L2","EAST-2024-L2-B2",2,5,1,91.61,NA,NA,89.92,105.43,11.72
"PLA-008xTOM-0002","PLA-008","TOM-0002","EAST-2024-L2","EAST-2024-L2-B2",2,3,8,62.73,NA,NA,71.79,94.72,5.45
"PLA-015xTOM-0002","PLA-015","TOM-0002","EAST-2024-L2","EAST-2024-L2-B2",2,11,12,94.62,NA,NA,71.39,104.52,11.92
"PLA-057xTOM-0002","PLA-057","TOM-0002","EAST-2024-L2","EAST-2024-L2-B2",2,6,12,69.84,NA,NA,88.64,104.13,11.2
"PLA-055xTOM-0002","PLA-055","TOM-0002","EAST-2024-L2","EAST-2024-L2-B2",2,8,3,89.93,NA,NA,89.78,100.53,12.49
"PLA-030xTOM-0002","PLA-030","TOM-0002","EAST-2024-L2","EAST-2024-L2-B2",2,5,11,88.09,NA,NA,72.18,103.74,10.15
"PLA-053xTOM-0002","PLA-053","TOM-0002","EAST-2024-L2","EAST-2024-L2-B2",2,6,1,81.98,NA,NA,75.82,105.04,15.6
"PLA-043xTOM-0002","PLA-043","TOM-0002","EAST-2024-L2","EAST-2024-L2-B2",2,3,2,75.85,NA,NA,79.47,99.97,14.26
"PLB-029xTOM-0002","PLB-029","TOM-0002","EAST-2024-L2","EAST-2024-L2-B2",2,5,2,96.47,NA,NA,99.96,103.49,17.01
"PLB-048xTOM-0002","PLB-048","TOM-0002","EAST-2024-L2","EAST-2024-L2-B2",2,3,6,91.27,NA,NA,67.27,100.26,13.91
"PLB-019xTOM-0002","PLB-019","TOM-0002","EAST-2024-L2","EAST-2024-L2-B2",2,6,9,78.18,NA,NA,80.88,105.38,6.83
"PLB-030xTOM-0002","PLB-030","TOM-0002","EAST-2024-L2","EAST-2024-L2-B2",2,9,12,73.54,NA,NA,67.3,103.38,11.08
"PLB-047xTOM-0002","PLB-047","TOM-0002","EAST-2024-L2","EAST-2024-L2-B2",2,5,3,91.29,NA,NA,74.15,108.14,15.1
"PLB-008xTOM-0002","PLB-008","TOM-0002","EAST-2024-L2","EAST-2024-L2-B2",2,5,6,78.14,NA,NA,83.97,105.14,10.95
"PLB-025xTOM-0002","PLB-025","TOM-0002","EAST-2024-L2","EAST-2024-L2-B2",2,8,7,72.06,NA,NA,75.8,105.6,8.48
"PLB-022xTOM-0002","PLB-022","TOM-0002","EAST-2024-L2","EAST-2024-L2-B2",2,10,5,80.38,NA,NA,79.95,104.82,13.14
"PLB-026xTOM-0002","PLB-026","TOM-0002","EAST-2024-L2","EAST-2024-L2-B2",2,1,3,96.84,NA,NA,78.66,108.82,12.4
"PLB-033xTOM-0002","PLB-033","TOM-0002","EAST-2024-L2","EAST-2024-L2-B2",2,8,4,76.98,NA,NA,70.52,108.7,12.56
"PLB-053xTOM-0002","PLB-053","TOM-0002","EAST-2024-L2","EAST-2024-L2-B2",2,8,2,83,NA,NA,82.66,110.35,13.11
"PLB-049xTOM-0002","PLB-049","TOM-0002","EAST-2024-L2","EAST-2024-L2-B2",2,11,8,62.86,NA,NA,65.42,102.2,8.56
"PLA-042xTOM-0003","PLA-042","TOM-0003","EAST-2024-L2","EAST-2024-L2-B2",2,12,3,75.72,NA,NA,70.43,108.38,16.13
"PLA-058xTOM-0003","PLA-058","TOM-0003","EAST-2024-L2","EAST-2024-L2-B2",2,5,7,64.34,NA,NA,69.68,102.44,10.74
"PLA-002xTOM-0003","PLA-002","TOM-0003","EAST-2024-L2","EAST-2024-L2-B2",2,12,2,73.86,NA,NA,72.49,114.85,15.64
"PLA-051xTOM-0003","PLA-051","TOM-0003","EAST-2024-L2","EAST-2024-L2-B2",2,12,8,75.74,NA,NA,77.08,114.29,10.79
"PLA-025xTOM-0003","PLA-025","TOM-0003","EAST-2024-L2","EAST-2024-L2-B2",2,6,6,62.82,NA,NA,63.78,103.15,12.2
"PLA-008xTOM-0003","PLA-008","TOM-0003","EAST-2024-L2","EAST-2024-L2-B2",2,2,9,61.3,NA,NA,68.12,105.81,7.5
"PLA-015xTOM-0003","PLA-015","TOM-0003","EAST-2024-L2","EAST-2024-L2-B2",2,12,10,81.79,NA,NA,76.11,104.54,14.23
"PLA-057xTOM-0003","PLA-057","TOM-0003","EAST-2024-L2","EAST-2024-L2-B2",2,11,2,77.25,NA,NA,75.14,111.37,18.3
"PLA-055xTOM-0003","PLA-055","TOM-0003","EAST-2024-L2","EAST-2024-L2-B2",2,11,5,80.02,NA,NA,78.54,108.8,15.29
"PLA-030xTOM-0003","PLA-030","TOM-0003","EAST-2024-L2","EAST-2024-L2-B2",2,10,1,85.99,NA,NA,77.68,116.83,14.98
"PLA-053xTOM-0003","PLA-053","TOM-0003","EAST-2024-L2","EAST-2024-L2-B2",2,2,5,68.23,NA,NA,71.6,108.95,18.9
"PLA-043xTOM-0003","PLA-043","TOM-0003","EAST-2024-L2","EAST-2024-L2-B2",2,5,10,57.27,NA,NA,50.3,101.76,12
"PLB-029xTOM-0003","PLB-029","TOM-0003","EAST-2024-L2","EAST-2024-L2-B2",2,10,8,64.28,NA,NA,71.89,104.14,15.26
"PLB-048xTOM-0003","PLB-048","TOM-0003","EAST-2024-L2","EAST-2024-L2-B2",2,3,11,72.39,NA,NA,62.31,105.54,12.51
"PLB-019xTOM-0003","PLB-019","TOM-0003","EAST-2024-L2","EAST-2024-L2-B2",2,1,11,82.29,NA,NA,79.22,115.22,13.58
"PLB-030xTOM-0003","PLB-030","TOM-0003","EAST-2024-L2","EAST-2024-L2-B2",2,11,3,74.79,NA,NA,72.27,116.37,14.75
"PLB-047xTOM-0003","PLB-047","TOM-0003","EAST-2024-L2","EAST-2024-L2-B2",2,10,11,70.92,NA,NA,72.41,110.6,16.53
"PLB-008xTOM-0003","PLB-008","TOM-0003","EAST-2024-L2","EAST-2024-L2-B2",2,7,2,57.99,NA,NA,85.83,111.57,17.71
"PLB-025xTOM-0003","PLB-025","TOM-0003","EAST-2024-L2","EAST-2024-L2-B2",2,1,12,76.38,NA,NA,83.1,115.78,18.78
"PLB-022xTOM-0003","PLB-022","TOM-0003","EAST-2024-L2","EAST-2024-L2-B2",2,8,12,61.25,NA,NA,59.85,110.43,14.81
"PLB-026xTOM-0003","PLB-026","TOM-0003","EAST-2024-L2","EAST-2024-L2-B2",2,4,5,71.27,NA,NA,72.38,109.41,15.25
"PLB-033xTOM-0003","PLB-033","TOM-0003","EAST-2024-L2","EAST-2024-L2-B2",2,3,12,66.02,NA,NA,64.89,113.6,15.99
"PLB-053xTOM-0003","PLB-053","TOM-0003","EAST-2024-L2","EAST-2024-L2-B2",2,4,8,72.24,NA,NA,53.15,105.42,11.73
"PLB-049xTOM-0003","PLB-049","TOM-0003","EAST-2024-L2","EAST-2024-L2-B2",2,1,2,87.19,NA,NA,58.36,117.27,17.45
"PLA-042xTOM-0001","PLA-042","TOM-0001","EAST-2024-L3","EAST-2024-L3-B1",1,9,8,90.7,NA,NA,84.86,98.2,13.69
"PLA-058xTOM-0001","PLA-058","TOM-0001","EAST-2024-L3","EAST-2024-L3-B1",1,2,2,108.58,NA,NA,94.85,98.13,19.95
"PLA-002xTOM-0001","PLA-002","TOM-0001","EAST-2024-L3","EAST-2024-L3-B1",1,7,9,89.79,NA,NA,78.92,97.32,11.91
"PLA-051xTOM-0001","PLA-051","TOM-0001","EAST-2024-L3","EAST-2024-L3-B1",1,4,4,102.98,NA,NA,82.6,99.3,20.57
"PLA-025xTOM-0001","PLA-025","TOM-0001","EAST-2024-L3","EAST-2024-L3-B1",1,9,6,96.56,NA,NA,87.63,102.96,14.78
"PLA-008xTOM-0001","PLA-008","TOM-0001","EAST-2024-L3","EAST-2024-L3-B1",1,12,12,95.63,NA,NA,105.24,102.46,16.04
"PLA-015xTOM-0001","PLA-015","TOM-0001","EAST-2024-L3","EAST-2024-L3-B1",1,6,10,105.76,NA,NA,90.07,101.02,17.39
"PLA-057xTOM-0001","PLA-057","TOM-0001","EAST-2024-L3","EAST-2024-L3-B1",1,12,5,86.15,NA,NA,87.93,104.85,17.21
"PLA-055xTOM-0001","PLA-055","TOM-0001","EAST-2024-L3","EAST-2024-L3-B1",1,1,11,102.64,NA,NA,93.25,98.74,16.57
"PLA-030xTOM-0001","PLA-030","TOM-0001","EAST-2024-L3","EAST-2024-L3-B1",1,5,3,117.01,NA,NA,80.8,103.33,14.92
"PLA-053xTOM-0001","PLA-053","TOM-0001","EAST-2024-L3","EAST-2024-L3-B1",1,6,6,99.59,NA,NA,74.58,98.34,21.43
"PLA-043xTOM-0001","PLA-043","TOM-0001","EAST-2024-L3","EAST-2024-L3-B1",1,11,6,79.3,NA,NA,84.06,98.56,17.81
"PLB-029xTOM-0001","PLB-029","TOM-0001","EAST-2024-L3","EAST-2024-L3-B1",1,9,2,104.98,NA,NA,94,103.01,20.83
"PLB-048xTOM-0001","PLB-048","TOM-0001","EAST-2024-L3","EAST-2024-L3-B1",1,10,11,113.07,NA,NA,71.51,97.76,21.95
"PLB-019xTOM-0001","PLB-019","TOM-0001","EAST-2024-L3","EAST-2024-L3-B1",1,9,3,108.62,NA,NA,94.23,109.76,19.04
"PLB-030xTOM-0001","PLB-030","TOM-0001","EAST-2024-L3","EAST-2024-L3-B1",1,1,10,97.88,NA,NA,85,105.26,16.23
"PLB-047xTOM-0001","PLB-047","TOM-0001","EAST-2024-L3","EAST-2024-L3-B1",1,1,8,99.55,NA,NA,79.01,104.75,22.36
"PLB-008xTOM-0001","PLB-008","TOM-0001","EAST-2024-L3","EAST-2024-L3-B1",1,7,5,102.27,NA,NA,85.49,99.81,17.82
"PLB-025xTOM-0001","PLB-025","TOM-0001","EAST-2024-L3","EAST-2024-L3-B1",1,10,1,111.09,NA,NA,78.64,107.62,21.8
"PLB-022xTOM-0001","PLB-022","TOM-0001","EAST-2024-L3","EAST-2024-L3-B1",1,10,6,89.03,NA,NA,69.91,100.26,14.78
"PLB-026xTOM-0001","PLB-026","TOM-0001","EAST-2024-L3","EAST-2024-L3-B1",1,4,3,96.9,NA,NA,92,100.2,18.16
"PLB-033xTOM-0001","PLB-033","TOM-0001","EAST-2024-L3","EAST-2024-L3-B1",1,1,9,99.99,NA,NA,87.03,109.04,18.54
"PLB-053xTOM-0001","PLB-053","TOM-0001","EAST-2024-L3","EAST-2024-L3-B1",1,2,1,116.77,NA,NA,91.43,106.13,20.48
"PLB-049xTOM-0001","PLB-049","TOM-0001","EAST-2024-L3","EAST-2024-L3-B1",1,10,5,95.13,NA,NA,81.59,103.43,16.21
"PLA-042xTOM-0002","PLA-042","TOM-0002","EAST-2024-L3","EAST-2024-L3-B1",1,2,10,81.24,NA,NA,80.04,101.26,16.89
"PLA-058xTOM-0002","PLA-058","TOM-0002","EAST-2024-L3","EAST-2024-L3-B1",1,11,11,85.81,NA,NA,86.41,96.37,17.43
"PLA-002xTOM-0002","PLA-002","TOM-0002","EAST-2024-L3","EAST-2024-L3-B1",1,6,11,105.9,NA,NA,68.07,103.6,13.97
"PLA-051xTOM-0002","PLA-051","TOM-0002","EAST-2024-L3","EAST-2024-L3-B1",1,2,11,100.57,NA,NA,83.98,102.67,17.23
"PLA-025xTOM-0002","PLA-025","TOM-0002","EAST-2024-L3","EAST-2024-L3-B1",1,12,9,91.32,NA,NA,80.31,96.96,16.64
"PLA-008xTOM-0002","PLA-008","TOM-0002","EAST-2024-L3","EAST-2024-L3-B1",1,12,2,84.89,NA,NA,96.56,103.58,11.29
"PLA-015xTOM-0002","PLA-015","TOM-0002","EAST-2024-L3","EAST-2024-L3-B1",1,10,12,102.82,NA,NA,89.43,101.81,17.46
"PLA-057xTOM-0002","PLA-057","TOM-0002","EAST-2024-L3","EAST-2024-L3-B1",1,7,12,85.97,NA,NA,82.45,104.79,20.61
"PLA-055xTOM-0002","PLA-055","TOM-0002","EAST-2024-L3","EAST-2024-L3-B1",1,7,11,85.18,NA,NA,72.34,99.24,14.23
"PLA-030xTOM-0002","PLA-030","TOM-0002","EAST-2024-L3","EAST-2024-L3-B1",1,1,12,104.18,NA,NA,79.99,110.98,16.06
"PLA-053xTOM-0002","PLA-053","TOM-0002","EAST-2024-L3","EAST-2024-L3-B1",1,11,3,85.64,NA,NA,77.79,102.08,20.3
"PLA-043xTOM-0002","PLA-043","TOM-0002","EAST-2024-L3","EAST-2024-L3-B1",1,8,11,83.5,NA,NA,76.26,97.68,13.96
"PLB-029xTOM-0002","PLB-029","TOM-0002","EAST-2024-L3","EAST-2024-L3-B1",1,5,1,109.52,NA,NA,85.11,101.3,22.5
"PLB-048xTOM-0002","PLB-048","TOM-0002","EAST-2024-L3","EAST-2024-L3-B1",1,2,8,97,NA,NA,69.15,102.87,19.38
"PLB-019xTOM-0002","PLB-019","TOM-0002","EAST-2024-L3","EAST-2024-L3-B1",1,5,10,102.67,NA,NA,76.63,105.64,16.8
"PLB-030xTOM-0002","PLB-030","TOM-0002","EAST-2024-L3","EAST-2024-L3-B1",1,1,4,104.75,NA,NA,73.27,106.57,18.42
"PLB-047xTOM-0002","PLB-047","TOM-0002","EAST-2024-L3","EAST-2024-L3-B1",1,11,10,111.01,NA,NA,75.12,107.33,19.63
"PLB-008xTOM-0002","PLB-008","TOM-0002","EAST-2024-L3","EAST-2024-L3-B1",1,12,4,92,NA,NA,82.67,106.47,20.63
"PLB-025xTOM-0002","PLB-025","TOM-0002","EAST-2024-L3","EAST-2024-L3-B1",1,12,6,94.19,NA,NA,84.58,102.1,16.2
"PLB-022xTOM-0002","PLB-022","TOM-0002","EAST-2024-L3","EAST-2024-L3-B1",1,3,2,88.17,NA,NA,77.6,107.31,20.43
"PLB-026xTOM-0002","PLB-026","TOM-0002","EAST-2024-L3","EAST-2024-L3-B1",1,6,5,102.78,NA,NA,84,98.28,17.54
"PLB-033xTOM-0002","PLB-033","TOM-0002","EAST-2024-L3","EAST-2024-L3-B1",1,9,7,90.61,NA,NA,69.35,104.44,16.61
"PLB-053xTOM-0002","PLB-053","TOM-0002","EAST-2024-L3","EAST-2024-L3-B1",1,6,9,88.11,NA,NA,74.24,108.63,17.2
"PLB-049xTOM-0002","PLB-049","TOM-0002","EAST-2024-L3","EAST-2024-L3-B1",1,10,9,85.45,NA,NA,66.47,101.78,18.26
"PLA-042xTOM-0003","PLA-042","TOM-0003","EAST-2024-L3","EAST-2024-L3-B1",1,3,3,74.15,NA,NA,73.98,107.84,20.09
"PLA-058xTOM-0003","PLA-058","TOM-0003","EAST-2024-L3","EAST-2024-L3-B1",1,7,2,97.35,NA,NA,79.78,105.66,16.27
"PLA-002xTOM-0003","PLA-002","TOM-0003","EAST-2024-L3","EAST-2024-L3-B1",1,7,10,87.97,NA,NA,73.42,105.05,16.81
"PLA-051xTOM-0003","PLA-051","TOM-0003","EAST-2024-L3","EAST-2024-L3-B1",1,3,10,91.34,NA,NA,72.1,106.39,17.19
"PLA-025xTOM-0003","PLA-025","TOM-0003","EAST-2024-L3","EAST-2024-L3-B1",1,11,1,99.28,NA,NA,79.86,108.38,19.73
"PLA-008xTOM-0003","PLA-008","TOM-0003","EAST-2024-L3","EAST-2024-L3-B1",1,6,1,76.31,NA,NA,76.57,112.12,16.42
"PLA-015xTOM-0003","PLA-015","TOM-0003","EAST-2024-L3","EAST-2024-L3-B1",1,9,1,110.2,NA,NA,73.41,108.8,19.41
"PLA-057xTOM-0003","PLA-057","TOM-0003","EAST-2024-L3","EAST-2024-L3-B1",1,4,1,82.55,NA,NA,67.94,107.17,20.5
"PLA-055xTOM-0003","PLA-055","TOM-0003","EAST-2024-L3","EAST-2024-L3-B1",1,5,6,90.27,NA,NA,71.91,103.55,18.14
"PLA-030xTOM-0003","PLA-030","TOM-0003","EAST-2024-L3","EAST-2024-L3-B1",1,7,6,98.09,NA,NA,65.25,112.26,16.58
"PLA-053xTOM-0003","PLA-053","TOM-0003","EAST-2024-L3","EAST-2024-L3-B1",1,9,11,94.58,NA,NA,73.9,109.48,20.55
"PLA-043xTOM-0003","PLA-043","TOM-0003","EAST-2024-L3","EAST-2024-L3-B1",1,10,2,93.22,NA,NA,81.35,107.79,22.34
"PLB-029xTOM-0003","PLB-029","TOM-0003","EAST-2024-L3","EAST-2024-L3-B1",1,8,2,110.22,NA,NA,86.36,106.21,23.9
"PLB-048xTOM-0003","PLB-048","TOM-0003","EAST-2024-L3","EAST-2024-L3-B1",1,1,5,101.73,NA,NA,69.84,106.15,21.4
"PLB-019xTOM-0003","PLB-019","TOM-0003","EAST-2024-L3","EAST-2024-L3-B1",1,5,9,96.31,NA,NA,67.86,113.77,16.68
"PLB-030xTOM-0003","PLB-030","TOM-0003","EAST-2024-L3","EAST-2024-L3-B1",1,10,8,84.27,NA,NA,66.24,110.54,15.37
"PLB-047xTOM-0003","PLB-047","TOM-0003","EAST-2024-L3","EAST-2024-L3-B1",1,8,12,96.44,NA,NA,80.83,113.11,23.33
"PLB-008xTOM-0003","PLB-008","TOM-0003","EAST-2024-L3","EAST-2024-L3-B1",1,7,3,94.41,NA,NA,77.2,115.53,22.04
"PLB-025xTOM-0003","PLB-025","TOM-0003","EAST-2024-L3","EAST-2024-L3-B1",1,7,8,82.95,NA,NA,63.74,109.52,19.71
"PLB-022xTOM-0003","PLB-022","TOM-0003","EAST-2024-L3","EAST-2024-L3-B1",1,6,8,83.56,NA,NA,54.14,110.99,18.18
"PLB-026xTOM-0003","PLB-026","TOM-0003","EAST-2024-L3","EAST-2024-L3-B1",1,12,7,88.81,NA,NA,67.3,106.37,21.91
