"genotype","env","block","rep","yield","brix","firmness","fruit_wt","maturity","shelf_life"
"TOM-0158","CA-2024-L5","CA-2024-L5-B2",2,66.78,4.9,52.71,50.13,113.99,23.8
"TOM-0002","CA-2024-L5","CA-2024-L5-B2",2,88.17,3.44,38.53,57.99,118.81,16.63
"TOM-0156","CA-2024-L5","CA-2024-L5-B2",2,77.39,4.18,35.11,62.52,120.49,26.63
"TOM-0154","CA-2024-L5","CA-2024-L5-B2",2,86.27,4.1,40.11,71.19,112.45,18.8
"TOM-0036","CA-2024-L5","CA-2024-L5-B2",2,77.92,3.68,32.83,73.85,109.94,14.6
"TOM-0105","CA-2024-L5","CA-2024-L5-B2",2,69.76,4.28,43.18,69.07,115.12,23.86
"CHK-01","CA-2024-L5","CA-2024-L5-B2",2,88.99,4.51,44.99,75.45,120.39,19
"CHK-02","CA-2024-L5","CA-2024-L5-B2",2,67.36,4.89,40.19,82.58,121.42,19.54
"CHK-03","CA-2024-L5","CA-2024-L5-B2",2,70.07,4.6,24.93,61.36,114.33,18.32
"CHK-04","CA-2024-L5","CA-2024-L5-B2",2,86.07,3.65,37.96,72.99,117.22,17.49
"CHK-05","CA-2024-L5","CA-2024-L5-B2",2,76.94,3.08,38.07,63.43,118.09,21.87
"CHK-06","CA-2024-L5","CA-2024-L5-B2",2,71.57,4.11,40.8,65.49,117.16,21.85
"TOM-0064","CA-2024-L5","CA-2024-L5-B3",3,86.56,5.06,36.36,54.87,118.3,23.41
"TOM-0148","CA-2024-L5","CA-2024-L5-B3",3,96.12,4.48,43.43,53.07,120.39,15.41
"TOM-0207","CA-2024-L5","CA-2024-L5-B3",3,91.63,5.52,33.92,72.25,117.47,14.13
"TOM-0081","CA-2024-L5","CA-2024-L5-B3",3,87.55,4.26,30.66,66.25,112.39,18.93
"TOM-0200","CA-2024-L5","CA-2024-L5-B3",3,63.48,4.39,40.99,57.97,113.49,22.64
"TOM-0205","CA-2024-L5","CA-2024-L5-B3",3,62.82,5.02,47.45,63.31,107.25,18.42
"TOM-0125","CA-2024-L5","CA-2024-L5-B3",3,76.36,3.51,33.76,82.85,110.49,23.22
"TOM-0158","CA-2024-L5","CA-2024-L5-B3",3,94.64,4.51,40.39,59.41,116.02,22.35
"TOM-0002","CA-2024-L5","CA-2024-L5-B3",3,64.86,3.78,47.5,62.06,119.65,16.89
"TOM-0156","CA-2024-L5","CA-2024-L5-B3",3,87.99,4.89,33.55,64.15,119.07,27.24
"TOM-0154","CA-2024-L5","CA-2024-L5-B3",3,74.91,4.28,43.26,67.27,116.2,17.15
"TOM-0036","CA-2024-L5","CA-2024-L5-B3",3,67.3,4.48,26.82,60.08,114.74,16.36
"TOM-0105","CA-2024-L5","CA-2024-L5-B3",3,72.3,4.88,48.9,77.46,113.52,24.27
"CHK-01","CA-2024-L5","CA-2024-L5-B3",3,78.58,3.83,52.6,68.51,119.52,17.9
"CHK-02","CA-2024-L5","CA-2024-L5-B3",3,58.14,4.71,49.7,77.9,125.96,19.56
"CHK-03","CA-2024-L5","CA-2024-L5-B3",3,71.15,3.53,40.11,58.09,126.45,15.9
"CHK-04","CA-2024-L5","CA-2024-L5-B3",3,80.5,4.08,36.46,72.22,123.91,17.21
"CHK-05","CA-2024-L5","CA-2024-L5-B3",3,69.93,4.45,33.76,59.49,122.4,20.48
"CHK-06","CA-2024-L5","CA-2024-L5-B3",3,59.92,3.5,43.25,67.6,120.27,22.86
"TOM-0064","CA-2024-L6","CA-2024-L6-B1",1,83.14,5.7,45.53,71.86,108.87,30.3
"TOM-0148","CA-2024-L6","CA-2024-L6-B1",1,91.05,5.07,38.78,70.79,113.06,20.89
"TOM-0207","CA-2024-L6","CA-2024-L6-B1",1,58.61,5.1,34.81,91.08,111.55,16.73
"TOM-0081","CA-2024-L6","CA-2024-L6-B1",1,89.85,5.14,36.87,76.69,105.78,22.26
"TOM-0200","CA-2024-L6","CA-2024-L6-B1",1,92.9,4.98,28.53,68.17,111.94,23.41
"TOM-0205","CA-2024-L6","CA-2024-L6-B1",1,55.33,5.29,43.87,75.5,100.07,23.95
"TOM-0125","CA-2024-L6","CA-2024-L6-B1",1,95.02,4.97,26.68,96.02,102.81,21.52
"TOM-0158","CA-2024-L6","CA-2024-L6-B1",1,75.51,4.45,34.13,78.22,106.29,27.56
"TOM-0002","CA-2024-L6","CA-2024-L6-B1",1,76.91,3.94,38.37,67.41,110.19,18.01
"TOM-0156","CA-2024-L6","CA-2024-L6-B1",1,86.99,4.8,31.2,64.3,114.44,32.78
"TOM-0154","CA-2024-L6","CA-2024-L6-B1",1,83.3,4.65,35.43,91.48,105.6,17.87
"TOM-0036","CA-2024-L6","CA-2024-L6-B1",1,71.31,5.18,18.68,80.79,104.33,22.01
"TOM-0105","CA-2024-L6","CA-2024-L6-B1",1,73.35,4.54,35.89,79.17,99.1,28.89
"CHK-01","CA-2024-L6","CA-2024-L6-B1",1,93.5,4.48,34.09,82.58,119.44,19.01
"CHK-02","CA-2024-L6","CA-2024-L6-B1",1,65.97,5.67,33.86,86.76,115.26,21.98
"CHK-03","CA-2024-L6","CA-2024-L6-B1",1,50.41,4.36,23.95,79.87,110,17.11
"CHK-04","CA-2024-L6","CA-2024-L6-B1",1,69.57,4.36,27.75,80,115.32,28
"CHK-05","CA-2024-L6","CA-2024-L6-B1",1,54.77,4.71,31.91,77.79,116.65,27.54
"CHK-06","CA-2024-L6","CA-2024-L6-B1",1,59.59,4.38,35.28,79.92,111.46,24.46
"TOM-0064","CA-2024-L6","CA-2024-L6-B2",2,74.63,6.12,38.4,62.86,114.82,28.04
"TOM-0148","CA-2024-L6","CA-2024-L6-B2",2,74,5.2,31.87,68.78,117.05,22.54
"TOM-0207","CA-2024-L6","CA-2024-L6-B2",2,78.16,4.29,22.56,82.07,118.01,15.61
"TOM-0081","CA-2024-L6","CA-2024-L6-B2",2,77.06,4.47,30.44,68.17,116.67,24.83
"TOM-0200","CA-2024-L6","CA-2024-L6-B2",2,69.38,4.85,32.47,71.34,112.38,26.99
"TOM-0205","CA-2024-L6","CA-2024-L6-B2",2,72.85,5.16,31.66,77.93,110.79,22.11
"TOM-0125","CA-2024-L6","CA-2024-L6-B2",2,79.05,4.84,29.76,88.45,108.14,23.63
"TOM-0158","CA-2024-L6","CA-2024-L6-B2",2,75.96,4.73,36.69,54.04,109.81,22.49
"TOM-0002","CA-2024-L6","CA-2024-L6-B2",2,85.59,4.16,35.79,80.09,109.93,24.69
"TOM-0156","CA-2024-L6","CA-2024-L6-B2",2,79.74,5.2,25.42,71.62,110.7,29.79
"TOM-0154","CA-2024-L6","CA-2024-L6-B2",2,87.33,3.43,30.19,81.03,106.76,19.93
"TOM-0036","CA-2024-L6","CA-2024-L6-B2",2,69.59,4.78,27.71,70.93,109.11,24.16
"TOM-0105","CA-2024-L6","CA-2024-L6-B2",2,71.76,4.15,36.97,63.81,107.9,23.92
"CHK-01","CA-2024-L6","CA-2024-L6-B2",2,76.5,4.13,36.03,74.02,115.45,26.95
"CHK-02","CA-2024-L6","CA-2024-L6-B2",2,66.51,5.38,40.13,94.76,116.35,24.57
"CHK-03","CA-2024-L6","CA-2024-L6-B2",2,60.76,4.45,22.18,78.64,112.63,20.48
"CHK-04","CA-2024-L6","CA-2024-L6-B2",2,90.94,3.92,28.85,82.05,117.55,22.9
"CHK-05","CA-2024-L6","CA-2024-L6-B2",2,55.88,5.13,29.57,76.92,115.45,21.73
"CHK-06","CA-2024-L6","CA-2024-L6-B2",2,53.26,4.77,34.22,78.94,116.95,28.28
"TOM-0064","CA-2024-L6","CA-2024-L6-B3",3,86.85,5.05,40.19,60.83,111.67,26.06
"TOM-0148","CA-2024-L6","CA-2024-L6-B3",3,64.46,5.78,34.67,82.04,112,21.15
"TOM-0207","CA-2024-L6","CA-2024-L6-B3",3,87.65,5.21,20.26,88.35,114.76,17.69
"TOM-0081","CA-2024-L6","CA-2024-L6-B3",3,74.16,4.5,34.25,81.64,113.35,20.04
"TOM-0200","CA-2024-L6","CA-2024-L6-B3",3,94.63,5,38.13,82.08,112.23,25.07
"TOM-0205","CA-2024-L6","CA-2024-L6-B3",3,88.05,5.23,37.38,82.49,105.26,22.4
"TOM-0125","CA-2024-L6","CA-2024-L6-B3",3,89.37,4.26,34.65,88.44,96.18,24.56
"TOM-0158","CA-2024-L6","CA-2024-L6-B3",3,73.61,5.59,38.08,67.51,111.21,29.22
"TOM-0002","CA-2024-L6","CA-2024-L6-B3",3,81.24,3.7,32.83,84.43,114.77,19.99
"TOM-0156","CA-2024-L6","CA-2024-L6-B3",3,86.42,4.54,31.69,83.51,108.92,22.58
"TOM-0154","CA-2024-L6","CA-2024-L6-B3",3,81.38,4.25,24.89,81,108.12,20.67
"TOM-0036","CA-2024-L6","CA-2024-L6-B3",3,95.87,5,25.49,82.56,113.03,21.89
"TOM-0105","CA-2024-L6","CA-2024-L6-B3",3,66.11,4.34,30.55,77.37,108.45,24.39
"CHK-01","CA-2024-L6","CA-2024-L6-B3",3,93.17,4.85,31.78,89.44,113.49,21.25
"CHK-02","CA-2024-L6","CA-2024-L6-B3",3,80.75,5.67,36.42,85.1,121.24,24.01
"CHK-03","CA-2024-L6","CA-2024-L6-B3",3,57.15,4.84,27.16,68.23,111.78,16.18
"CHK-04","CA-2024-L6","CA-2024-L6-B3",3,82.34,3.76,33.12,82.93,113.77,22.93
"CHK-05","CA-2024-L6","CA-2024-L6-B3",3,68.07,4.79,33.62,76.03,115.32,26.19
"CHK-06","CA-2024-L6","CA-2024-L6-B3",3,61.6,4.58,41.68,80.45,116.88,24.63
