"genotype","parent1","parent2","env","block","rep","row","col","yield","brix","firmness","fruit_wt","maturity","shelf_life"
"PLA-030xTOM-0001","PLA-030","TOM-0001","EAST-2024-L2","EAST-2024-L2-B2",2,5,2,144.3,7.19,58.59,104.34,116.06,19.91
"PLB-029xTOM-0001","PLB-029","TOM-0001","EAST-2024-L2","EAST-2024-L2-B2",2,5,10,123.9,5.97,51.04,99.76,107.44,20.97
"PLB-008xTOM-0001","PLB-008","TOM-0001","EAST-2024-L2","EAST-2024-L2-B2",2,9,12,124.47,6.59,53.76,89.3,112.89,21.1
"PLB-047xTOM-0001","PLB-047","TOM-0001","EAST-2024-L2","EAST-2024-L2-B2",2,7,7,120.52,7.34,56.93,101.17,116.66,25.01
"PLB-026xTOM-0001","PLB-026","TOM-0001","EAST-2024-L2","EAST-2024-L2-B2",2,5,5,117.54,6.34,55.31,108.62,113.07,25.11
"PLB-048xTOM-0001","PLB-048","TOM-0001","EAST-2024-L2","EAST-2024-L2-B2",2,9,5,128.03,6.88,52.38,96.26,111.74,28.02
"PLB-025xTOM-0001","PLB-025","TOM-0001","EAST-2024-L2","EAST-2024-L2-B2",2,5,3,137.82,7.29,64.31,99.49,124.44,23.34
"PLB-019xTOM-0001","PLB-019","TOM-0001","EAST-2024-L2","EAST-2024-L2-B2",2,11,6,135.9,6.27,56.36,99.78,118.66,21.74
"PLA-058xTOM-0002","PLA-058","TOM-0002","EAST-2024-L2","EAST-2024-L2-B2",2,2,2,122.31,6.43,61.4,97.06,108.52,20.39
"PLA-015xTOM-0002","PLA-015","TOM-0002","EAST-2024-L2","EAST-2024-L2-B2",2,9,10,130.58,6.52,54.18,94.79,104.33,19.8
"PLA-055xTOM-0002","PLA-055","TOM-0002","EAST-2024-L2","EAST-2024-L2-B2",2,2,1,115.1,6.29,65.32,94.37,106.91,20.78
"PLA-025xTOM-0002","PLA-025","TOM-0002","EAST-2024-L2","EAST-2024-L2-B2",2,9,3,120.1,5.77,59.6,106.07,113.38,18.57
"PLA-051xTOM-0002","PLA-051","TOM-0002","EAST-2024-L2","EAST-2024-L2-B2",2,5,12,111.86,6.46,52.36,87.06,110.09,18.94
"PLA-053xTOM-0002","PLA-053","TOM-0002","EAST-2024-L2","EAST-2024-L2-B2",2,9,11,113.44,7.13,60.01,70.68,107.4,25.19
"PLA-030xTOM-0002","PLA-030","TOM-0002","EAST-2024-L2","EAST-2024-L2-B2",2,1,3,118.34,6.34,55.41,90.71,113.37,19.17
"PLB-029xTOM-0002","PLB-029","TOM-0002","EAST-2024-L2","EAST-2024-L2-B2",2,8,5,128.41,6.87,58.9,108.44,113.11,25.09
"PLB-008xTOM-0002","PLB-008","TOM-0002","EAST-2024-L2","EAST-2024-L2-B2",2,9,7,117.75,6.11,60.18,93.68,114.91,19.13
"PLB-047xTOM-0002","PLB-047","TOM-0002","EAST-2024-L2","EAST-2024-L2-B2",2,1,10,128.35,6.53,50.55,77.24,114.88,19.79
"PLB-026xTOM-0002","PLB-026","TOM-0002","EAST-2024-L2","EAST-2024-L2-B2",2,7,1,117.35,6.17,57.8,104.89,113.82,20.33
"PLB-048xTOM-0002","PLB-048","TOM-0002","EAST-2024-L2","EAST-2024-L2-B2",2,7,4,141.69,6.85,65.93,89.4,117.15,24.53
"PLB-025xTOM-0002","PLB-025","TOM-0002","EAST-2024-L2","EAST-2024-L2-B2",2,4,9,114.07,7.3,57.55,102.27,113,22.28
"PLB-019xTOM-0002","PLB-019","TOM-0002","EAST-2024-L2","EAST-2024-L2-B2",2,6,6,133.37,6.53,65.51,107.32,117.31,20.6
"PLA-058xTOM-0003","PLA-058","TOM-0003","EAST-2024-L2","EAST-2024-L2-B2",2,10,7,120.14,7.01,65.53,92.88,113.42,23.86
"PLA-015xTOM-0003","PLA-015","TOM-0003","EAST-2024-L2","EAST-2024-L2-B2",2,9,6,142.56,6.62,63.65,86.67,116.8,24.04
"PLA-055xTOM-0003","PLA-055","TOM-0003","EAST-2024-L2","EAST-2024-L2-B2",2,4,10,113.24,5.96,63.91,80.9,116.71,23.55
"PLA-025xTOM-0003","PLA-025","TOM-0003","EAST-2024-L2","EAST-2024-L2-B2",2,5,1,97.31,6.96,65,89.99,121.62,22.83
"PLA-051xTOM-0003","PLA-051","TOM-0003","EAST-2024-L2","EAST-2024-L2-B2",2,9,2,133.9,7.11,53.9,94.11,117.33,19.85
"PLA-053xTOM-0003","PLA-053","TOM-0003","EAST-2024-L2","EAST-2024-L2-B2",2,6,9,105.27,7.22,63.43,76.93,116.83,24.45
"PLA-030xTOM-0003","PLA-030","TOM-0003","EAST-2024-L2","EAST-2024-L2-B2",2,11,2,113.75,6.38,55.35,83.85,119.3,20.66
"PLB-029xTOM-0003","PLB-029","TOM-0003","EAST-2024-L2","EAST-2024-L2-B2",2,11,5,114.46,6.16,61.09,97.75,118.53,26.61
"PLB-008xTOM-0003","PLB-008","TOM-0003","EAST-2024-L2","EAST-2024-L2-B2",2,8,10,102.68,4.98,58.33,88.55,116.48,24.47
"PLB-047xTOM-0003","PLB-047","TOM-0003","EAST-2024-L2","EAST-2024-L2-B2",2,4,5,124.19,6.75,68.24,85.52,122.65,31.09
"PLB-026xTOM-0003","PLB-026","TOM-0003","EAST-2024-L2","EAST-2024-L2-B2",2,4,2,113.28,6.94,64.11,99.85,115.32,27.53
"PLB-048xTOM-0003","PLB-048","TOM-0003","EAST-2024-L2","EAST-2024-L2-B2",2,10,4,108.97,6.88,50.88,83.52,117.09,25.89
"PLB-025xTOM-0003","PLB-025","TOM-0003","EAST-2024-L2","EAST-2024-L2-B2",2,4,6,100.7,7.65,63.58,86.92,123.57,25.77
"PLB-019xTOM-0003","PLB-019","TOM-0003","EAST-2024-L2","EAST-2024-L2-B2",2,3,2,132.41,6.61,67.22,104.05,125.02,24.61
"PLA-058xTOM-0001","PLA-058","TOM-0001","EAST-2024-L2","EAST-2024-L2-B3",3,9,9,132.92,6,46.75,91.87,106.85,19.54
"PLA-015xTOM-0001","PLA-015","TOM-0001","EAST-2024-L2","EAST-2024-L2-B3",3,8,11,148.16,6.1,49.09,89.42,110.02,16.49
"PLA-055xTOM-0001","PLA-055","TOM-0001","EAST-2024-L2","EAST-2024-L2-B3",3,6,1,137.85,6.3,65.82,103.81,110.07,20.43
"PLA-025xTOM-0001","PLA-025","TOM-0001","EAST-2024-L2","EAST-2024-L2-B3",3,2,3,128.28,6.43,62.47,109.13,113.99,20.53
"PLA-051xTOM-0001","PLA-051","TOM-0001","EAST-2024-L2","EAST-2024-L2-B3",3,9,4,138.29,6.31,58.41,105.36,114.02,24.08
"PLA-053xTOM-0001","PLA-053","TOM-0001","EAST-2024-L2","EAST-2024-L2-B3",3,2,5,116.91,7.01,56.42,92.68,110.67,24.08
"PLA-030xTOM-0001","PLA-030","TOM-0001","EAST-2024-L2","EAST-2024-L2-B3",3,3,5,135.17,6.73,56.37,104.33,114.03,20.74
"PLB-029xTOM-0001","PLB-029","TOM-0001","EAST-2024-L2","EAST-2024-L2-B3",3,10,12,138.9,4.91,51.42,103,103.78,22.41
"PLB-008xTOM-0001","PLB-008","TOM-0001","EAST-2024-L2","EAST-2024-L2-B3",3,7,5,147.86,6.95,68.66,121.39,114.61,25.3
"PLB-047xTOM-0001","PLB-047","TOM-0001","EAST-2024-L2","EAST-2024-L2-B3",3,7,11,118.34,6.07,63.28,83.95,117.89,24.52
"PLB-026xTOM-0001","PLB-026","TOM-0001","EAST-2024-L2","EAST-2024-L2-B3",3,3,11,121.05,6.76,48.93,97.05,104.86,21.53
"PLB-048xTOM-0001","PLB-048","TOM-0001","EAST-2024-L2","EAST-2024-L2-B3",3,6,11,119.99,5.35,51.56,96.39,105.54,23.21
"PLB-025xTOM-0001","PLB-025","TOM-0001","EAST-2024-L2","EAST-2024-L2-B3",3,1,7,131.23,6.27,53.61,83.49,114.43,21.33
"PLB-019xTOM-0001","PLB-019","TOM-0001","EAST-2024-L2","EAST-2024-L2-B3",3,4,8,124.72,5.56,66.27,114.71,119.74,23.53
"PLA-058xTOM-0002","PLA-058","TOM-0002","EAST-2024-L2","EAST-2024-L2-B3",3,1,9,120.03,6.47,44.16,96.04,106.99,21.05
"PLA-015xTOM-0002","PLA-015","TOM-0002","EAST-2024-L2","EAST-2024-L2-B3",3,8,2,121.57,6.02,70.56,102,112.7,22.25
"PLA-055xTOM-0002","PLA-055","TOM-0002","EAST-2024-L2","EAST-2024-L2-B3",3,8,8,121.57,5.74,60.73,101.23,106.8,19.38
"PLA-025xTOM-0002","PLA-025","TOM-0002","EAST-2024-L2","EAST-2024-L2-B3",3,8,12,123.64,5.81,55.52,98.9,104.05,17.11
"PLA-051xTOM-0002","PLA-051","TOM-0002","EAST-2024-L2","EAST-2024-L2-B3",3,6,7,130.71,7.25,60.68,101.13,112.5,22.83
"PLA-053xTOM-0002","PLA-053","TOM-0002","EAST-2024-L2","EAST-2024-L2-B3",3,10,8,118.94,6.6,54.66,85.65,108.59,25.77
"PLA-030xTOM-0002","PLA-030","TOM-0002","EAST-2024-L2","EAST-2024-L2-B3",3,8,4,137.18,6.94,58.77,105.01,119.86,21.09
"PLB-029xTOM-0002","PLB-029","TOM-0002","EAST-2024-L2","EAST-2024-L2-B3",3,11,1,120.4,5.6,60.26,97.24,106.61,25.63
"PLB-008xTOM-0002","PLB-008","TOM-0002","EAST-2024-L2","EAST-2024-L2-B3",3,7,2,123.26,7.03,63.27,107.23,117.09,23.88
"PLB-047xTOM-0002","PLB-047","TOM-0002","EAST-2024-L2","EAST-2024-L2-B3",3,7,8,118.36,6.34,58.26,93.36,117.19,26.14
"PLB-026xTOM-0002","PLB-026","TOM-0002","EAST-2024-L2","EAST-2024-L2-B3",3,7,10,116.11,4.99,56.75,86.81,109.48,21.13
"PLB-048xTOM-0002","PLB-048","TOM-0002","EAST-2024-L2","EAST-2024-L2-B3",3,10,6,115.26,7.11,60.57,88.75,111.92,21.78
"PLB-025xTOM-0002","PLB-025","TOM-0002","EAST-2024-L2","EAST-2024-L2-B3",3,6,3,130.73,7.79,61.73,106.46,117.68,27.36
"PLB-019xTOM-0002","PLB-019","TOM-0002","EAST-2024-L2","EAST-2024-L2-B3",3,3,9,120.27,5.62,59.34,93.26,118.18,23.01
"PLA-058xTOM-0003","PLA-058","TOM-0003","EAST-2024-L2","EAST-2024-L2-B3",3,1,8,107,6.78,60.02,85.11,110,20.67
"PLA-015xTOM-0003","PLA-015","TOM-0003","EAST-2024-L2","EAST-2024-L2-B3",3,1,1,123.24,5.8,52.85,80.14,111.34,21.48
"PLA-055xTOM-0003","PLA-055","TOM-0003","EAST-2024-L2","EAST-2024-L2-B3",3,2,8,121.56,5.84,61,92.98,114.44,21.83
"PLA-025xTOM-0003","PLA-025","TOM-0003","EAST-2024-L2","EAST-2024-L2-B3",3,1,6,104.79,5.97,61.03,89.02,113.61,21.16
"PLA-051xTOM-0003","PLA-051","TOM-0003","EAST-2024-L2","EAST-2024-L2-B3",3,3,6,128.39,7.3,61.79,92.02,116.53,23.64
"PLA-053xTOM-0003","PLA-053","TOM-0003","EAST-2024-L2","EAST-2024-L2-B3",3,9,8,113.71,6.45,62.26,82.07,112.97,25.52
"PLA-030xTOM-0003","PLA-030","TOM-0003","EAST-2024-L2","EAST-2024-L2-B3",3,10,10,118.01,6.48,62.05,73.92,120.96,19.05
"PLB-029xTOM-0003","PLB-029","TOM-0003","EAST-2024-L2","EAST-2024-L2-B3",3,7,12,123.64,5.6,53.67,96.12,115.83,29.31
"PLB-008xTOM-0003","PLB-008","TOM-0003","EAST-2024-L2","EAST-2024-L2-B3",3,2,6,120.87,6.53,53.96,96.71,117.05,24.34
"PLB-047xTOM-0003","PLB-047","TOM-0003","EAST-2024-L2","EAST-2024-L2-B3",3,3,1,133.59,6.5,65.68,77.69,122.63,26.57
"PLB-026xTOM-0003","PLB-026","TOM-0003","EAST-2024-L2","EAST-2024-L2-B3",3,6,12,114.99,6.53,62.68,98.19,115.26,25.27
"PLB-048xTOM-0003","PLB-048","TOM-0003","EAST-2024-L2","EAST-2024-L2-B3",3,2,4,133.24,6.42,60.04,79.61,117.05,26.46
"PLB-025xTOM-0003","PLB-025","TOM-0003","EAST-2024-L2","EAST-2024-L2-B3",3,5,9,118.81,6.5,65.37,83.45,118.45,25.4
"PLB-019xTOM-0003","PLB-019","TOM-0003","EAST-2024-L2","EAST-2024-L2-B3",3,8,6,121.57,6.14,75.72,91.64,125.67,27.53
"PLA-058xTOM-0001","PLA-058","TOM-0001","EAST-2024-L3","EAST-2024-L3-B1",1,5,11,124.72,4.95,28.26,91.44,103.2,13.57
"PLA-015xTOM-0001","PLA-015","TOM-0001","EAST-2024-L3","EAST-2024-L3-B1",1,1,4,107.12,4.53,39.6,95.22,109.1,12.36
"PLA-055xTOM-0001","PLA-055","TOM-0001","EAST-2024-L3","EAST-2024-L3-B1",1,11,6,111.74,4.16,36.56,93.51,98.7,11.68
"PLA-025xTOM-0001","PLA-025","TOM-0001","EAST-2024-L3","EAST-2024-L3-B1",1,3,2,112.08,4.42,40.24,102.05,105.46,15.54
"PLA-051xTOM-0001","PLA-051","TOM-0001","EAST-2024-L3","EAST-2024-L3-B1",1,9,6,107.48,4.42,32.16,90.5,102.19,13.1
"PLA-053xTOM-0001","PLA-053","TOM-0001","EAST-2024-L3","EAST-2024-L3-B1",1,6,12,117.63,5.83,44.11,95.65,106.93,21.2
"PLA-030xTOM-0001","PLA-030","TOM-0001","EAST-2024-L3","EAST-2024-L3-B1",1,7,2,110.47,5.21,31.6,93.9,109.09,12.27
"PLB-029xTOM-0001","PLB-029","TOM-0001","EAST-2024-L3","EAST-2024-L3-B1",1,5,9,122.12,4.53,46.62,97.86,104.3,18.21
"PLB-008xTOM-0001","PLB-008","TOM-0001","EAST-2024-L3","EAST-2024-L3-B1",1,10,6,94.23,4.21,37.65,90.78,106.71,15.77
"PLB-047xTOM-0001","PLB-047","TOM-0001","EAST-2024-L3","EAST-2024-L3-B1",1,10,7,114.18,4.37,35.18,88.58,105.24,18.62
"PLB-026xTOM-0001","PLB-026","TOM-0001","EAST-2024-L3","EAST-2024-L3-B1",1,1,11,116.12,4.24,37.43,100.79,105.87,13.3
"PLB-048xTOM-0001","PLB-048","TOM-0001","EAST-2024-L3","EAST-2024-L3-B1",1,10,2,103.97,4.62,30.11,89.91,103.7,20
"PLB-025xTOM-0001","PLB-025","TOM-0001","EAST-2024-L3","EAST-2024-L3-B1",1,9,1,126,5.13,34.09,90.52,111.17,17.5
"PLB-019xTOM-0001","PLB-019","TOM-0001","EAST-2024-L3","EAST-2024-L3-B1",1,4,3,126.6,4.72,39.67,103.27,109.45,15.6
"PLA-058xTOM-0002","PLA-058","TOM-0002","EAST-2024-L3","EAST-2024-L3-B1",1,11,2,105.33,4.59,28.64,85.4,102.3,14.93
"PLA-015xTOM-0002","PLA-015","TOM-0002","EAST-2024-L3","EAST-2024-L3-B1",1,11,5,123.34,4.89,43.44,88.14,104.26,11.7
"PLA-055xTOM-0002","PLA-055","TOM-0002","EAST-2024-L3","EAST-2024-L3-B1",1,3,5,95.42,4.59,44.72,94.3,103.23,13.63
"PLA-025xTOM-0002","PLA-025","TOM-0002","EAST-2024-L3","EAST-2024-L3-B1",1,4,8,103.31,4.36,30.91,85.56,103.13,15.86
"PLA-051xTOM-0002","PLA-051","TOM-0002","EAST-2024-L3","EAST-2024-L3-B1",1,7,7,102.14,4.61,32.41,79.79,108.24,13.04
"PLA-053xTOM-0002","PLA-053","TOM-0002","EAST-2024-L3","EAST-2024-L3-B1",1,4,10,103.93,4.73,36.3,86.12,102.84,17.78
"PLA-030xTOM-0002","PLA-030","TOM-0002","EAST-2024-L3","EAST-2024-L3-B1",1,2,6,97.95,4.58,22.99,75.72,105.77,11.74
"PLB-029xTOM-0002","PLB-029","TOM-0002","EAST-2024-L3","EAST-2024-L3-B1",1,7,6,100.38,5.36,32.43,86.32,106.61,18.74
"PLB-008xTOM-0002","PLB-008","TOM-0002","EAST-2024-L3","EAST-2024-L3-B1",1,9,8,112.3,4.61,39.3,86.62,108.24,14.26
"PLB-047xTOM-0002","PLB-047","TOM-0002","EAST-2024-L3","EAST-2024-L3-B1",1,7,1,113.05,5.43,39.45,83.21,109.27,19.44
"PLB-026xTOM-0002","PLB-026","TOM-0002","EAST-2024-L3","EAST-2024-L3-B1",1,10,3,114.77,4.78,42.65,88.23,108.08,15.7
"PLB-048xTOM-0002","PLB-048","TOM-0002","EAST-2024-L3","EAST-2024-L3-B1",1,6,8,113.38,3.93,33.42,79.64,106.04,16.47
"PLB-025xTOM-0002","PLB-025","TOM-0002","EAST-2024-L3","EAST-2024-L3-B1",1,5,4,94.51,5.24,37.78,84.74,108.74,17.33
"PLB-019xTOM-0002","PLB-019","TOM-0002","EAST-2024-L3","EAST-2024-L3-B1",1,1,2,108.35,4.38,39.03,104.28,116.8,14.02
"PLA-058xTOM-0003","PLA-058","TOM-0003","EAST-2024-L3","EAST-2024-L3-B1",1,9,9,105.22,5.35,41.98,83.52,107.17,17.52
"PLA-015xTOM-0003","PLA-015","TOM-0003","EAST-2024-L3","EAST-2024-L3-B1",1,2,1,115.85,4.77,43.87,75.87,111.75,21.25
"PLA-055xTOM-0003","PLA-055","TOM-0003","EAST-2024-L3","EAST-2024-L3-B1",1,4,1,98.89,4.7,43.86,80.34,110.32,16.82
"PLA-025xTOM-0003","PLA-025","TOM-0003","EAST-2024-L3","EAST-2024-L3-B1",1,3,9,100.34,4.1,41.68,80.11,104.96,18.5
"PLA-051xTOM-0003","PLA-051","TOM-0003","EAST-2024-L3","EAST-2024-L3-B1",1,1,7,104.11,4.72,41.53,81.16,113.06,14.83
"PLA-053xTOM-0003","PLA-053","TOM-0003","EAST-2024-L3","EAST-2024-L3-B1",1,8,5,104.85,4.61,40.74,77.43,114.74,21.35
"PLA-030xTOM-0003","PLA-030","TOM-0003","EAST-2024-L3","EAST-2024-L3-B1",1,8,4,100.88,4.46,37.75,82.61,114.43,16.41
"PLB-029xTOM-0003","PLB-029","TOM-0003","EAST-2024-L3","EAST-2024-L3-B1",1,1,10,95.92,3.99,46.09,91.45,108.69,23.38
"PLB-008xTOM-0003","PLB-008","TOM-0003","EAST-2024-L3","EAST-2024-L3-B1",1,4,5,96.97,4.65,35.37,83.1,111.04,21.08
"PLB-047xTOM-0003","PLB-047","TOM-0003","EAST-2024-L3","EAST-2024-L3-B1",1,6,1,101.19,4.81,49.27,83.54,115.25,22.8
"PLB-026xTOM-0003","PLB-026","TOM-0003","EAST-2024-L3","EAST-2024-L3-B1",1,7,3,107.21,4.44,45.09,76.94,110.01,19.89
"PLB-048xTOM-0003","PLB-048","TOM-0003","EAST-2024-L3","EAST-2024-L3-B1",1,9,11,110.43,4.64,39.49,75.44,109.98,19.98
"PLB-025xTOM-0003","PLB-025","TOM-0003","EAST-2024-L3","EAST-2024-L3-B1",1,5,12,106.71,5.77,46.28,81.31,118.9,20.4
"PLB-019xTOM-0003","PLB-019","TOM-0003","EAST-2024-L3","EAST-2024-L3-B1",1,8,10,105.68,5.66,49.06,99.85,119.65,16.99
"PLA-058xTOM-0001","PLA-058","TOM-0001","EAST-2024-L3","EAST-2024-L3-B2",2,8,7,98.96,4.5,23.85,96.85,99.66,13.77
"PLA-015xTOM-0001","PLA-015","TOM-0001","EAST-2024-L3","EAST-2024-L3-B2",2,7,12,130.01,4.97,47.97,97.9,113.94,15.15
"PLA-055xTOM-0001","PLA-055","TOM-0001","EAST-2024-L3","EAST-2024-L3-B2",2,10,11,94.88,4.87,32.44,95.08,102.4,12.54
"PLA-025xTOM-0001","PLA-025","TOM-0001","EAST-2024-L3","EAST-2024-L3-B2",2,3,4,118.53,3.91,36.91,91.59,106.27,10
"PLA-051xTOM-0001","PLA-051","TOM-0001","EAST-2024-L3","EAST-2024-L3-B2",2,8,12,111.13,4.99,32.45,91.57,110.23,11.87
"PLA-053xTOM-0001","PLA-053","TOM-0001","EAST-2024-L3","EAST-2024-L3-B2",2,2,3,103.62,5.38,48.26,92.82,105.44,17.48
"PLA-030xTOM-0001","PLA-030","TOM-0001","EAST-2024-L3","EAST-2024-L3-B2",2,3,12,117.06,5.33,40.3,107.98,114.49,11.07
"PLB-029xTOM-0001","PLB-029","TOM-0001","EAST-2024-L3","EAST-2024-L3-B2",2,6,7,118.07,4.81,29.4,99.56,106.9,16.54
"PLB-008xTOM-0001","PLB-008","TOM-0001","EAST-2024-L3","EAST-2024-L3-B2",2,11,3,104.67,4.25,30.53,106.52,107.2,15.21
"PLB-047xTOM-0001","PLB-047","TOM-0001","EAST-2024-L3","EAST-2024-L3-B2",2,1,6,106.15,5.04,37.3,90.84,111.42,15.11
"PLB-026xTOM-0001","PLB-026","TOM-0001","EAST-2024-L3","EAST-2024-L3-B2",2,5,3,112.06,5.08,30.9,99.67,109.94,12.02
"PLB-048xTOM-0001","PLB-048","TOM-0001","EAST-2024-L3","EAST-2024-L3-B2",2,5,10,125.74,4.27,35.09,88.76,106.08,18.37
"PLB-025xTOM-0001","PLB-025","TOM-0001","EAST-2024-L3","EAST-2024-L3-B2",2,3,1,118.06,5.62,37.89,96.1,117.6,19.43
"PLB-019xTOM-0001","PLB-019","TOM-0001","EAST-2024-L3","EAST-2024-L3-B2",2,3,6,120.71,4.65,41.77,103.87,110.1,10.3
"PLA-058xTOM-0002","PLA-058","TOM-0002","EAST-2024-L3","EAST-2024-L3-B2",2,9,3,110.49,5.43,28.99,96.84,101.36,14.6
"PLA-015xTOM-0002","PLA-015","TOM-0002","EAST-2024-L3","EAST-2024-L3-B2",2,10,9,104.16,4.3,39.26,89.1,103.84,12.76
"PLA-055xTOM-0002","PLA-055","TOM-0002","EAST-2024-L3","EAST-2024-L3-B2",2,11,1,98.58,4.4,33.78,87.96,106.12,15.23
"PLA-025xTOM-0002","PLA-025","TOM-0002","EAST-2024-L3","EAST-2024-L3-B2",2,4,12,97.45,5.02,32.72,102.96,108.86,11.33
"PLA-051xTOM-0002","PLA-051","TOM-0002","EAST-2024-L3","EAST-2024-L3-B2",2,8,6,99.6,4.81,30.47,93.42,109.89,12.26
"PLA-053xTOM-0002","PLA-053","TOM-0002","EAST-2024-L3","EAST-2024-L3-B2",2,8,1,96.58,5.46,41.19,93.28,108.2,16.26
"PLA-030xTOM-0002","PLA-030","TOM-0002","EAST-2024-L3","EAST-2024-L3-B2",2,9,10,118.44,4.52,34.66,97.91,108.32,11.45
"PLB-029xTOM-0002","PLB-029","TOM-0002","EAST-2024-L3","EAST-2024-L3-B2",2,10,8,107.2,4.74,31.74,109.78,103.92,17.26
"PLB-008xTOM-0002","PLB-008","TOM-0002","EAST-2024-L3","EAST-2024-L3-B2",2,6,3,100.41,4.8,38.6,98.84,107.8,14.86
"PLB-047xTOM-0002","PLB-047","TOM-0002","EAST-2024-L3","EAST-2024-L3-B2",2,6,10,108.91,5.56,43.41,88.86,112.47,17.66
"PLB-026xTOM-0002","PLB-026","TOM-0002","EAST-2024-L3","EAST-2024-L3-B2",2,4,4,106.28,4.34,35.94,90.25,105.46,13.37
"PLB-048xTOM-0002","PLB-048","TOM-0002","EAST-2024-L3","EAST-2024-L3-B2",2,6,9,100.88,5.1,40.34,73.1,105.67,16.21
"PLB-025xTOM-0002","PLB-025","TOM-0002","EAST-2024-L3","EAST-2024-L3-B2",2,6,6,106.12,5.12,38.49,79.73,108.63,15.22
"PLB-019xTOM-0002","PLB-019","TOM-0002","EAST-2024-L3","EAST-2024-L3-B2",2,5,7,96.46,4.48,36.94,93.39,114.53,11.3
"PLA-058xTOM-0003","PLA-058","TOM-0003","EAST-2024-L3","EAST-2024-L3-B2",2,9,2,93.02,5.88,41.84,88.33,111.79,18.34
"PLA-015xTOM-0003","PLA-015","TOM-0003","EAST-2024-L3","EAST-2024-L3-B2",2,3,8,108.82,4.57,45.21,90.43,112.56,15.51
"PLA-055xTOM-0003","PLA-055","TOM-0003","EAST-2024-L3","EAST-2024-L3-B2",2,1,8,90.26,4.55,38.78,91.42,110.22,15.43
"PLA-025xTOM-0003","PLA-025","TOM-0003","EAST-2024-L3","EAST-2024-L3-B2",2,2,5,80.67,4.17,44.67,87.73,110.82,11.84
"PLA-051xTOM-0003","PLA-051","TOM-0003","EAST-2024-L3","EAST-2024-L3-B2",2,9,4,92.08,5.16,40.02,75.71,111.55,12.65
"PLA-053xTOM-0003","PLA-053","TOM-0003","EAST-2024-L3","EAST-2024-L3-B2",2,3,11,93.98,5.69,31.26,79.27,109.66,17.65
"PLA-030xTOM-0003","PLA-030","TOM-0003","EAST-2024-L3","EAST-2024-L3-B2",2,7,5,90.63,3.86,36.61,86.17,118.4,14.95
"PLB-029xTOM-0003","PLB-029","TOM-0003","EAST-2024-L3","EAST-2024-L3-B2",2,6,2,111.61,4.74,39.76,103.74,115.65,21.11
"PLB-008xTOM-0003","PLB-008","TOM-0003","EAST-2024-L3","EAST-2024-L3-B2",2,8,3,97.56,4.56,39.24,88.35,119.16,18.07
"PLB-047xTOM-0003","PLB-047","TOM-0003","EAST-2024-L3","EAST-2024-L3-B2",2,6,4,106.34,4.78,44.71,80.58,118.57,21.43
"PLB-026xTOM-0003","PLB-026","TOM-0003","EAST-2024-L3","EAST-2024-L3-B2",2,1,1,100.92,4.78,37.63,86.71,112.47,16.07
"PLB-048xTOM-0003","PLB-048","TOM-0003","EAST-2024-L3","EAST-2024-L3-B2",2,9,5,91.71,4.29,39.77,64.84,113.2,17.21
"PLB-025xTOM-0003","PLB-025","TOM-0003","EAST-2024-L3","EAST-2024-L3-B2",2,5,8,89.14,4.71,46.37,83.65,115.23,20.45
"PLB-019xTOM-0003","PLB-019","TOM-0003","EAST-2024-L3","EAST-2024-L3-B2",2,2,9,107.76,4.46,46.05,91.53,119.94,16.61
"PLA-058xTOM-0001","PLA-058","TOM-0001","EAST-2024-L3","EAST-2024-L3-B3",3,7,9,118.29,4.94,29.59,93.32,103.56,16.19
"PLA-015xTOM-0001","PLA-015","TOM-0001","EAST-2024-L3","EAST-2024-L3-B3",3,1,12,122.33,4.67,36.77,93.29,106.75,15.62
"PLA-055xTOM-0001","PLA-055","TOM-0001","EAST-2024-L3","EAST-2024-L3-B3",3,6,11,99.63,4.52,32.71,102.37,103.76,14.37
"PLA-025xTOM-0001","PLA-025","TOM-0001","EAST-2024-L3","EAST-2024-L3-B3",3,1,5,99.66,4.24,32.47,102.34,102.41,7.14
"PLA-051xTOM-0001","PLA-051","TOM-0001","EAST-2024-L3","EAST-2024-L3-B3",3,8,11,106.01,5.02,28.33,90.74,110.92,13.04
"PLA-053xTOM-0001","PLA-053","TOM-0001","EAST-2024-L3","EAST-2024-L3-B3",3,2,8,109.5,5.23,35.72,86.41,106,21.53
"PLA-030xTOM-0001","PLA-030","TOM-0001","EAST-2024-L3","EAST-2024-L3-B3",3,4,2,109.01,4.1,34.96,92.53,110.11,14.05
"PLB-029xTOM-0001","PLB-029","TOM-0001","EAST-2024-L3","EAST-2024-L3-B3",3,7,11,121.35,4.93,34.26,100.03,108.19,17.74
"PLB-008xTOM-0001","PLB-008","TOM-0001","EAST-2024-L3","EAST-2024-L3-B3",3,3,3,105.64,4.76,38.87,104.56,109.71,17.32
"PLB-047xTOM-0001","PLB-047","TOM-0001","EAST-2024-L3","EAST-2024-L3-B3",3,7,8,106.89,4.28,33.63,71.97,109.95,16.68
"PLB-026xTOM-0001","PLB-026","TOM-0001","EAST-2024-L3","EAST-2024-L3-B3",3,2,4,104.9,4.45,28.55,93.93,104.02,14.38
"PLB-048xTOM-0001","PLB-048","TOM-0001","EAST-2024-L3","EAST-2024-L3-B3",3,8,9,119.88,4.66,29.73,88.77,107.61,13.83
