"genotype","env","block","rep","yield","brix","firmness","fruit_wt","maturity","shelf_life"
"TOM-0222","CA-2024-L4","CA-2024-L4-B3",3,72.25,5.93,51.71,89.72,111.33,13.29
"TOM-0111","CA-2024-L4","CA-2024-L4-B3",3,56.37,5.95,57.8,75.74,101.06,17.89
"TOM-0156","CA-2024-L4","CA-2024-L4-B3",3,86.73,4.81,35.41,62.58,109.43,20.84
"TOM-0205","CA-2024-L4","CA-2024-L4-B3",3,73.45,5.95,38.98,76.78,101.33,20.73
"CHK-01","CA-2024-L4","CA-2024-L4-B3",3,88.22,5.55,45,74.84,106.34,16.91
"CHK-02","CA-2024-L4","CA-2024-L4-B3",3,70.82,5.04,43.99,84.53,108.76,13.76
"CHK-03","CA-2024-L4","CA-2024-L4-B3",3,60.83,4.88,36.96,73.75,108.47,15.95
"CHK-04","CA-2024-L4","CA-2024-L4-B3",3,89.4,5.3,38.44,85.63,110.22,16.92
"CHK-05","CA-2024-L4","CA-2024-L4-B3",3,69.76,5.53,39.07,83.66,106.92,18.52
"CHK-06","CA-2024-L4","CA-2024-L4-B3",3,74.28,5.6,35.65,77.79,104.78,21.18
"TOM-0064","CA-2024-L5","CA-2024-L5-B1",1,85.68,4.53,48.62,53.65,115.04,24.57
"TOM-0067","CA-2024-L5","CA-2024-L5-B1",1,83.49,4.25,52.96,80.93,115.02,21.82
"TOM-0158","CA-2024-L5","CA-2024-L5-B1",1,87.11,3.9,49.3,54.84,114.35,21.13
"TOM-0195","CA-2024-L5","CA-2024-L5-B1",1,95.39,4.35,39.16,73.59,127.15,23.41
"TOM-0148","CA-2024-L5","CA-2024-L5-B1",1,97.11,4.66,42.8,53.87,119.22,16.35
"TOM-0200","CA-2024-L5","CA-2024-L5-B1",1,85.95,5.57,43.63,58.91,110.78,23.3
"TOM-0002","CA-2024-L5","CA-2024-L5-B1",1,92.62,4.03,36.97,70.09,110.22,18.16
"TOM-0097","CA-2024-L5","CA-2024-L5-B1",1,76.42,4.13,49.34,68.06,116.17,22.05
"TOM-0081","CA-2024-L5","CA-2024-L5-B1",1,67.86,4.69,42.5,60.55,112.75,18.17
"TOM-0125","CA-2024-L5","CA-2024-L5-B1",1,77.35,3.69,33.14,83.65,109.32,24.16
"TOM-0154","CA-2024-L5","CA-2024-L5-B1",1,99.61,3.99,34.81,74.72,115.31,18.21
"TOM-0032","CA-2024-L5","CA-2024-L5-B1",1,68.04,3.65,50.48,64.82,119.13,24.79
"TOM-0222","CA-2024-L5","CA-2024-L5-B1",1,93.81,4.79,38.21,84.9,119.34,20.73
"TOM-0111","CA-2024-L5","CA-2024-L5-B1",1,60.12,5.09,50.99,70,113.06,19.56
"TOM-0156","CA-2024-L5","CA-2024-L5-B1",1,75.93,4.56,31.55,50.94,117.5,23.15
"TOM-0205","CA-2024-L5","CA-2024-L5-B1",1,75.91,5.64,46.57,76.32,110.24,23.54
"CHK-01","CA-2024-L5","CA-2024-L5-B1",1,79.56,4.01,51.97,69.31,118.35,18.84
"CHK-02","CA-2024-L5","CA-2024-L5-B1",1,59.13,4.89,49.08,78.7,124.79,20.5
"CHK-03","CA-2024-L5","CA-2024-L5-B1",1,72.14,3.71,39.48,58.89,125.28,16.84
"CHK-04","CA-2024-L5","CA-2024-L5-B1",1,81.48,4.26,35.84,73.02,122.74,18.15
"CHK-05","CA-2024-L5","CA-2024-L5-B1",1,70.92,4.63,33.13,60.29,121.22,21.42
"CHK-06","CA-2024-L5","CA-2024-L5-B1",1,60.9,3.68,42.62,68.4,119.09,23.8
"TOM-0064","CA-2024-L5","CA-2024-L5-B2",2,85.48,5.26,51.04,59.75,114.87,27.59
"TOM-0067","CA-2024-L5","CA-2024-L5-B2",2,104.82,3.76,59.01,79.01,117.68,21.94
"TOM-0158","CA-2024-L5","CA-2024-L5-B2",2,59.72,4.72,56.74,63.04,111.99,21.75
"TOM-0195","CA-2024-L5","CA-2024-L5-B2",2,99.99,4.41,55.3,75.36,120.95,22.91
"TOM-0148","CA-2024-L5","CA-2024-L5-B2",2,93.92,5.13,33.55,55.33,123.9,14.18
"TOM-0200","CA-2024-L5","CA-2024-L5-B2",2,57.9,4.28,48.94,57.99,110.27,24.17
"TOM-0002","CA-2024-L5","CA-2024-L5-B2",2,92.7,4.53,38.47,69.6,115.02,16.26
"TOM-0097","CA-2024-L5","CA-2024-L5-B2",2,84.36,3.38,42.55,77.19,116.19,23.82
"TOM-0081","CA-2024-L5","CA-2024-L5-B2",2,75.17,3.91,36.95,52.26,117.19,17.01
"TOM-0125","CA-2024-L5","CA-2024-L5-B2",2,96.81,4.1,35.25,71.07,112.19,26.12
"TOM-0154","CA-2024-L5","CA-2024-L5-B2",2,85.64,4.21,40.95,79.37,111.6,15.15
"TOM-0032","CA-2024-L5","CA-2024-L5-B2",2,86.31,4.07,37.95,65.29,112.87,25.62
"TOM-0222","CA-2024-L5","CA-2024-L5-B2",2,88.47,3.75,42.8,79.98,112.17,20.64
"TOM-0111","CA-2024-L5","CA-2024-L5-B2",2,79.5,4.33,44.75,77.92,118.16,17.37
"TOM-0156","CA-2024-L5","CA-2024-L5-B2",2,84.44,4.88,35.25,63.2,114.95,23.66
"TOM-0205","CA-2024-L5","CA-2024-L5-B2",2,65.68,5.01,35.67,70.31,109.12,18.33
"CHK-01","CA-2024-L5","CA-2024-L5-B2",2,72.89,4.23,41.49,66.88,120.06,25.06
"CHK-02","CA-2024-L5","CA-2024-L5-B2",2,56.1,4.74,40.23,73.77,125.73,23.54
"CHK-03","CA-2024-L5","CA-2024-L5-B2",2,59.1,4.06,31.75,60.55,115.58,16.58
"CHK-04","CA-2024-L5","CA-2024-L5-B2",2,90.7,3.71,37.83,66.71,123.74,21.97
"CHK-05","CA-2024-L5","CA-2024-L5-B2",2,63.94,4.55,37.21,60.11,120.53,21.93
"CHK-06","CA-2024-L5","CA-2024-L5-B2",2,69.5,3.27,40.28,69.6,117.79,25.27
"TOM-0064","CA-2024-L5","CA-2024-L5-B3",3,78.77,4.76,45.34,50.15,121.63,24.18
"TOM-0067","CA-2024-L5","CA-2024-L5-B3",3,81.25,4.25,52.11,80.06,122.78,19.27
"TOM-0158","CA-2024-L5","CA-2024-L5-B3",3,80.29,4.46,42.71,59.86,120.77,19.57
"TOM-0195","CA-2024-L5","CA-2024-L5-B3",3,79.87,4.65,47.42,71.01,130.33,21.19
"TOM-0148","CA-2024-L5","CA-2024-L5-B3",3,70.96,4.81,35.54,44.23,121.63,11.51
"TOM-0200","CA-2024-L5","CA-2024-L5-B3",3,79.44,4.2,38.16,64.33,114.26,25.55
"TOM-0002","CA-2024-L5","CA-2024-L5-B3",3,84.32,4.62,35.64,65.33,114.47,18.32
"TOM-0097","CA-2024-L5","CA-2024-L5-B3",3,91.62,3.19,43.47,66.72,116.02,19.02
"TOM-0081","CA-2024-L5","CA-2024-L5-B3",3,77.72,4.51,36.35,51.65,117.81,20.25
"TOM-0125","CA-2024-L5","CA-2024-L5-B3",3,88.94,3.5,37.03,64.78,111.09,16.93
"TOM-0154","CA-2024-L5","CA-2024-L5-B3",3,77.69,3.46,38.24,68.65,115.96,21.58
"TOM-0032","CA-2024-L5","CA-2024-L5-B3",3,89.42,4.14,49.83,78.98,114.47,24.47
"TOM-0222","CA-2024-L5","CA-2024-L5-B3",3,85.61,4.29,36.9,85.17,120.75,15.59
"TOM-0111","CA-2024-L5","CA-2024-L5-B3",3,77.34,4.21,47.64,77.61,114.83,18.79
"TOM-0156","CA-2024-L5","CA-2024-L5-B3",3,72.75,4.92,33.67,62.68,118.05,19.89
"TOM-0205","CA-2024-L5","CA-2024-L5-B3",3,65.13,5.66,36.8,63.35,114,22.08
"CHK-01","CA-2024-L5","CA-2024-L5-B3",3,97.44,3.41,41.11,63.62,120.32,15.83
"CHK-02","CA-2024-L5","CA-2024-L5-B3",3,56.9,5.28,44.2,75.71,127.31,19.21
"CHK-03","CA-2024-L5","CA-2024-L5-B3",3,56.78,4.06,31.31,63.49,119.4,16.63
"CHK-04","CA-2024-L5","CA-2024-L5-B3",3,87.76,3.63,37.13,71.01,123.07,13.88
"CHK-05","CA-2024-L5","CA-2024-L5-B3",3,70.75,4.14,37.71,69.51,125.55,17.13
"CHK-06","CA-2024-L5","CA-2024-L5-B3",3,88.64,4.18,50.64,73.78,124.05,21.92
"TOM-0064","CA-2024-L6","CA-2024-L6-B1",1,78.5,5.25,43.57,64.8,102.87,27.48
"TOM-0067","CA-2024-L6","CA-2024-L6-B1",1,76.19,5.09,46.33,89.75,116.18,26.41
"TOM-0158","CA-2024-L6","CA-2024-L6-B1",1,76.7,4.21,35.94,78.6,113.58,24.77
"TOM-0195","CA-2024-L6","CA-2024-L6-B1",1,90.88,4.38,42.56,96.68,117.38,20.59
"TOM-0148","CA-2024-L6","CA-2024-L6-B1",1,68.55,5.32,23.37,68.4,114.01,19.19
"TOM-0200","CA-2024-L6","CA-2024-L6-B1",1,96.34,4.97,32.69,73.17,113.77,26.53
"TOM-0002","CA-2024-L6","CA-2024-L6-B1",1,74.8,3.97,31.56,75.77,112.37,19.26
"TOM-0097","CA-2024-L6","CA-2024-L6-B1",1,93.06,4.55,36.53,92.37,111.96,24.35
"TOM-0081","CA-2024-L6","CA-2024-L6-B1",1,93.54,5.45,30.26,76.04,114.22,23.06
"TOM-0125","CA-2024-L6","CA-2024-L6-B1",1,80.81,4.99,29.8,85.41,104.73,19.21
"TOM-0154","CA-2024-L6","CA-2024-L6-B1",1,80.67,3.71,38.24,88.29,107.55,21.75
"TOM-0032","CA-2024-L6","CA-2024-L6-B1",1,86.12,4.31,40.79,80.06,111.05,29.22
"TOM-0222","CA-2024-L6","CA-2024-L6-B1",1,79.79,4.83,42.04,91.43,117.65,18.98
"TOM-0111","CA-2024-L6","CA-2024-L6-B1",1,73.14,4.75,36.94,91.13,108.26,21.54
"TOM-0156","CA-2024-L6","CA-2024-L6-B1",1,79.4,4.63,28.3,82.62,110.07,27.67
"TOM-0205","CA-2024-L6","CA-2024-L6-B1",1,63.37,4.54,35.84,85.65,103.46,25.1
"CHK-01","CA-2024-L6","CA-2024-L6-B1",1,71.87,5.3,50.57,76.92,112.68,21.3
"CHK-02","CA-2024-L6","CA-2024-L6-B1",1,60.65,4.76,36.73,90.84,119.49,20.81
"CHK-03","CA-2024-L6","CA-2024-L6-B1",1,60.39,4.62,36.3,75.74,109.22,18.44
"CHK-04","CA-2024-L6","CA-2024-L6-B1",1,66.3,4.97,25.45,81.26,118.84,22.67
"CHK-05","CA-2024-L6","CA-2024-L6-B1",1,70.77,4.52,24.95,71.05,112.14,20.22
"CHK-06","CA-2024-L6","CA-2024-L6-B1",1,68.8,4.39,36.42,73.92,112.91,24.67
"TOM-0064","CA-2024-L6","CA-2024-L6-B2",2,85.81,5.65,39.7,76.96,108.85,25.83
"TOM-0067","CA-2024-L6","CA-2024-L6-B2",2,86.23,5.34,47.37,94.48,115.17,26.1
"TOM-0158","CA-2024-L6","CA-2024-L6-B2",2,80.03,5.03,35.8,73.37,106.38,25.43
"TOM-0195","CA-2024-L6","CA-2024-L6-B2",2,86.53,4.08,42.5,76.74,123.02,26.76
"TOM-0148","CA-2024-L6","CA-2024-L6-B2",2,75.1,5.28,33.25,76.53,115.14,19.56
"TOM-0200","CA-2024-L6","CA-2024-L6-B2",2,76.52,5.14,25.91,70.43,107.04,25.1
"TOM-0002","CA-2024-L6","CA-2024-L6-B2",2,75.46,5.33,36.33,79.15,110.22,18.15
"TOM-0097","CA-2024-L6","CA-2024-L6-B2",2,83.24,4.66,42.11,85.28,112.05,27.16
"TOM-0081","CA-2024-L6","CA-2024-L6-B2",2,84.38,4.79,27.33,60.06,115.67,20.76
"TOM-0125","CA-2024-L6","CA-2024-L6-B2",2,86.6,4.52,36.28,93.89,112.63,22.96
"TOM-0154","CA-2024-L6","CA-2024-L6-B2",2,97.59,4.85,38.99,91.91,114.94,17.93
"TOM-0032","CA-2024-L6","CA-2024-L6-B2",2,80.86,5.16,42.86,80.29,110.55,28.56
"TOM-0222","CA-2024-L6","CA-2024-L6-B2",2,88.17,4.22,32.93,96.1,114.55,20.67
"TOM-0111","CA-2024-L6","CA-2024-L6-B2",2,71.05,4.64,52.19,80.96,109.02,22.84
"TOM-0156","CA-2024-L6","CA-2024-L6-B2",2,66.33,4.84,40.93,73.03,119.27,28.48
"TOM-0205","CA-2024-L6","CA-2024-L6-B2",2,58.84,6.13,26.26,80.12,105.65,22.95
"CHK-01","CA-2024-L6","CA-2024-L6-B2",2,83.38,4.86,33.98,82.78,117.32,21.62
"CHK-02","CA-2024-L6","CA-2024-L6-B2",2,72.43,6.36,33.61,86.66,119.93,22.22
"CHK-03","CA-2024-L6","CA-2024-L6-B2",2,61.19,4.57,24.69,81.61,111.69,16.98
"CHK-04","CA-2024-L6","CA-2024-L6-B2",2,82.94,4.98,35.32,81.93,117.65,21.35
"CHK-05","CA-2024-L6","CA-2024-L6-B2",2,76.66,4.86,25.73,70.74,112.26,27.8
"CHK-06","CA-2024-L6","CA-2024-L6-B2",2,72.79,3.81,34.01,69.88,113.5,22.51
"TOM-0064","CA-2024-L6","CA-2024-L6-B3",3,76.57,5.78,45.7,80.59,112.89,25.66
"TOM-0067","CA-2024-L6","CA-2024-L6-B3",3,76.34,4.66,34.31,95.2,116.62,23.09
"TOM-0158","CA-2024-L6","CA-2024-L6-B3",3,68.32,4.38,43.43,68.06,108.18,26.69
"TOM-0195","CA-2024-L6","CA-2024-L6-B3",3,71.71,5.23,35.67,80.18,121.12,25.66
"TOM-0148","CA-2024-L6","CA-2024-L6-B3",3,70.72,5.53,37.89,77.78,114.38,20.43
"TOM-0200","CA-2024-L6","CA-2024-L6-B3",3,77.36,4.57,27.89,76.85,107.77,25.96
"TOM-0002","CA-2024-L6","CA-2024-L6-B3",3,71,4.46,42.23,75.3,108.24,22.77
"TOM-0097","CA-2024-L6","CA-2024-L6-B3",3,80.85,5.08,42.86,78.99,110.54,22.58
"TOM-0081","CA-2024-L6","CA-2024-L6-B3",3,74.63,5.49,19.45,70.08,110.47,20.19
"TOM-0125","CA-2024-L6","CA-2024-L6-B3",3,96.08,5.28,28.46,94.08,106.68,20.38
"TOM-0154","CA-2024-L6","CA-2024-L6-B3",3,68.35,4.69,33.68,84.27,110.71,22.01
"TOM-0032","CA-2024-L6","CA-2024-L6-B3",3,72.37,5.61,43.59,79.66,106.11,24.77
"TOM-0222","CA-2024-L6","CA-2024-L6-B3",3,82.29,4.67,38.86,80.47,112.21,17.23
"TOM-0111","CA-2024-L6","CA-2024-L6-B3",3,54.31,4.88,41.57,91.26,108.71,21.59
"TOM-0156","CA-2024-L6","CA-2024-L6-B3",3,70.52,5.08,31.57,79.14,112.19,26.13
"TOM-0205","CA-2024-L6","CA-2024-L6-B3",3,76.43,6.24,45.75,77.04,101.67,24.64
"CHK-01","CA-2024-L6","CA-2024-L6-B3",3,90.95,4.19,28.39,89.51,114.95,22
"CHK-02","CA-2024-L6","CA-2024-L6-B3",3,54.42,5.31,36.56,77.71,122.66,23.45
"CHK-03","CA-2024-L6","CA-2024-L6-B3",3,54.28,4.74,22.86,79.95,109.95,18.48
"CHK-04","CA-2024-L6","CA-2024-L6-B3",3,82.17,4.4,37.1,75.14,119.26,20.76
"CHK-05","CA-2024-L6","CA-2024-L6-B3",3,63.75,4.84,29.9,80.85,113.07,23.47
"CHK-06","CA-2024-L6","CA-2024-L6-B3",3,50.25,4.41,36.36,86.52,114.67,23.65
