"genotype","parent1","parent2","env","block","rep","row","col","yield","brix","firmness","fruit_wt","maturity","shelf_life"
"PLA-042xTOM-0003","PLA-042","TOM-0003","CA-2024-L1","CA-2024-L1-B2",2,6,13,118.88,5.9,53.91,91.16,115.16,NA
"PLA-030xTOM-0003","PLA-030","TOM-0003","CA-2024-L1","CA-2024-L1-B2",2,14,10,121.81,5.36,53.35,90.28,126.57,NA
"PLA-051xTOM-0003","PLA-051","TOM-0003","CA-2024-L1","CA-2024-L1-B2",2,3,13,109.03,5.95,52.59,80.34,120.68,NA
"PLA-058xTOM-0003","PLA-058","TOM-0003","CA-2024-L1","CA-2024-L1-B2",2,6,2,99.41,4.37,43.66,71.75,104.58,NA
"PLA-002xTOM-0003","PLA-002","TOM-0003","CA-2024-L1","CA-2024-L1-B2",2,8,11,123.77,5.66,49.45,90.15,119.32,NA
"PLA-055xTOM-0003","PLA-055","TOM-0003","CA-2024-L1","CA-2024-L1-B2",2,13,14,111.61,4.88,62.59,85.3,113.05,NA
"PLA-053xTOM-0003","PLA-053","TOM-0003","CA-2024-L1","CA-2024-L1-B2",2,10,11,124.27,6.42,59.64,91.5,121.9,NA
"PLA-025xTOM-0003","PLA-025","TOM-0003","CA-2024-L1","CA-2024-L1-B2",2,15,6,110.41,5.16,56,77.55,116.44,NA
"PLA-015xTOM-0003","PLA-015","TOM-0003","CA-2024-L1","CA-2024-L1-B2",2,8,7,106.07,5.44,61.86,79.37,113.54,NA
"PLA-043xTOM-0003","PLA-043","TOM-0003","CA-2024-L1","CA-2024-L1-B2",2,1,14,116.66,6.48,48.91,79.09,114.57,NA
"PLA-008xTOM-0003","PLA-008","TOM-0003","CA-2024-L1","CA-2024-L1-B2",2,10,3,89.09,4.76,45.42,67.68,117.95,NA
"PLA-057xTOM-0003","PLA-057","TOM-0003","CA-2024-L1","CA-2024-L1-B2",2,9,1,94.8,5.25,48.87,77.57,112.36,NA
"PLA-041xTOM-0003","PLA-041","TOM-0003","CA-2024-L1","CA-2024-L1-B2",2,3,9,111.69,6.22,49.14,78.69,112.8,NA
"PLA-024xTOM-0003","PLA-024","TOM-0003","CA-2024-L1","CA-2024-L1-B2",2,1,1,93.07,4.87,56.22,78.79,118.48,NA
"PLA-009xTOM-0003","PLA-009","TOM-0003","CA-2024-L1","CA-2024-L1-B2",2,7,4,97.92,5.15,48.51,74.7,118.65,NA
"PLA-023xTOM-0003","PLA-023","TOM-0003","CA-2024-L1","CA-2024-L1-B2",2,13,3,93.38,5.03,48.82,63.25,110.93,NA
"PLA-014xTOM-0003","PLA-014","TOM-0003","CA-2024-L1","CA-2024-L1-B2",2,4,13,109.57,6.22,52.95,91.77,119.53,NA
"PLA-044xTOM-0003","PLA-044","TOM-0003","CA-2024-L1","CA-2024-L1-B2",2,7,15,94.5,5.63,50.74,67,115.51,NA
"PLB-048xTOM-0003","PLB-048","TOM-0003","CA-2024-L1","CA-2024-L1-B2",2,13,10,102.25,5.8,51.33,99.01,115.69,NA
"PLB-029xTOM-0003","PLB-029","TOM-0003","CA-2024-L1","CA-2024-L1-B2",2,3,15,96.01,4.68,44.25,92.42,117.65,NA
"PLB-019xTOM-0003","PLB-019","TOM-0003","CA-2024-L1","CA-2024-L1-B2",2,1,11,90.17,5.21,48.52,89.14,114.3,NA
"PLB-022xTOM-0003","PLB-022","TOM-0003","CA-2024-L1","CA-2024-L1-B2",2,1,2,82.12,5.35,47.98,78.47,115.37,NA
"PLB-008xTOM-0003","PLB-008","TOM-0003","CA-2024-L1","CA-2024-L1-B2",2,9,11,96.38,5.14,51.65,92.78,116.25,NA
"PLB-052xTOM-0003","PLB-052","TOM-0003","CA-2024-L1","CA-2024-L1-B2",2,14,12,95.77,5.83,59.77,86.3,120.51,NA
"PLB-033xTOM-0003","PLB-033","TOM-0003","CA-2024-L1","CA-2024-L1-B2",2,10,12,106.26,5.97,61.12,90.68,121.81,NA
"PLB-030xTOM-0003","PLB-030","TOM-0003","CA-2024-L1","CA-2024-L1-B2",2,3,6,70.76,4.99,55.22,88.49,113.81,NA
"PLB-024xTOM-0003","PLB-024","TOM-0003","CA-2024-L1","CA-2024-L1-B2",2,1,7,94.13,5.09,47.05,83.45,115.53,NA
"PLB-047xTOM-0003","PLB-047","TOM-0003","CA-2024-L1","CA-2024-L1-B2",2,11,15,101.67,5.68,55.11,79.92,117.6,NA
"PLB-045xTOM-0003","PLB-045","TOM-0003","CA-2024-L1","CA-2024-L1-B2",2,8,4,102.01,4.14,51.98,69.39,115.81,NA
"PLB-026xTOM-0003","PLB-026","TOM-0003","CA-2024-L1","CA-2024-L1-B2",2,9,13,108.25,5.87,60.77,86.71,117.67,NA
"PLB-036xTOM-0003","PLB-036","TOM-0003","CA-2024-L1","CA-2024-L1-B2",2,15,1,97.28,4.92,46.3,71.08,113.82,NA
"PLB-053xTOM-0003","PLB-053","TOM-0003","CA-2024-L1","CA-2024-L1-B2",2,3,10,96.05,5.83,49.52,84.53,115.35,NA
"PLB-049xTOM-0003","PLB-049","TOM-0003","CA-2024-L1","CA-2024-L1-B2",2,7,13,101.42,5.44,54.31,88.91,117.35,NA
"PLB-025xTOM-0003","PLB-025","TOM-0003","CA-2024-L1","CA-2024-L1-B2",2,9,10,115.65,6.23,52.64,84.87,121.63,NA
"PLB-032xTOM-0003","PLB-032","TOM-0003","CA-2024-L1","CA-2024-L1-B2",2,10,7,78.25,5.29,42.04,88.55,115.02,NA
"PLB-027xTOM-0003","PLB-027","TOM-0003","CA-2024-L1","CA-2024-L1-B2",2,12,2,72.69,5.77,41.27,70.02,114.96,NA
"PLA-042xTOM-0001","PLA-042","TOM-0001","CA-2024-L2","CA-2024-L2-B1",1,10,11,105.61,4.64,35.32,88.18,112.83,NA
"PLA-030xTOM-0001","PLA-030","TOM-0001","CA-2024-L2","CA-2024-L2-B1",1,5,2,109.82,4.44,34.24,76.36,114.54,NA
"PLA-051xTOM-0001","PLA-051","TOM-0001","CA-2024-L2","CA-2024-L2-B1",1,1,4,91.77,4.32,43.44,81.19,111.9,NA
"PLA-058xTOM-0001","PLA-058","TOM-0001","CA-2024-L2","CA-2024-L2-B1",1,2,11,105.52,4,43.05,82.16,107.37,NA
"PLA-002xTOM-0001","PLA-002","TOM-0001","CA-2024-L2","CA-2024-L2-B1",1,9,8,93.7,4.12,40.17,83.99,107.58,NA
"PLA-055xTOM-0001","PLA-055","TOM-0001","CA-2024-L2","CA-2024-L2-B1",1,11,5,96.04,4.63,46.31,67.55,109.16,NA
"PLA-053xTOM-0001","PLA-053","TOM-0001","CA-2024-L2","CA-2024-L2-B1",1,10,13,113.7,5.05,48.37,88.84,111.63,NA
"PLA-025xTOM-0001","PLA-025","TOM-0001","CA-2024-L2","CA-2024-L2-B1",1,6,4,89.77,4.58,37.58,77.17,108.62,NA
"PLA-015xTOM-0001","PLA-015","TOM-0001","CA-2024-L2","CA-2024-L2-B1",1,3,5,102.33,4.28,53.37,79.93,112.11,NA
"PLA-043xTOM-0001","PLA-043","TOM-0001","CA-2024-L2","CA-2024-L2-B1",1,12,15,112.03,4.45,55.68,82.22,113.4,NA
"PLA-008xTOM-0001","PLA-008","TOM-0001","CA-2024-L2","CA-2024-L2-B1",1,13,5,104.26,4,44.19,73.66,115.48,NA
"PLA-057xTOM-0001","PLA-057","TOM-0001","CA-2024-L2","CA-2024-L2-B1",1,6,11,100.02,4.66,46.06,78.4,115.66,NA
"PLA-041xTOM-0001","PLA-041","TOM-0001","CA-2024-L2","CA-2024-L2-B1",1,4,15,99.38,5.07,45.96,78.99,112.3,NA
"PLA-024xTOM-0001","PLA-024","TOM-0001","CA-2024-L2","CA-2024-L2-B1",1,2,9,102.73,4.73,44.65,79.14,115.18,NA
"PLA-009xTOM-0001","PLA-009","TOM-0001","CA-2024-L2","CA-2024-L2-B1",1,14,13,112.21,5.23,42.73,78.6,119.29,NA
"PLA-023xTOM-0001","PLA-023","TOM-0001","CA-2024-L2","CA-2024-L2-B1",1,12,6,112.31,4.61,43.13,68.01,113.86,NA
"PLA-014xTOM-0001","PLA-014","TOM-0001","CA-2024-L2","CA-2024-L2-B1",1,5,1,111.2,5.24,45.3,74.02,114.29,NA
"PLA-044xTOM-0001","PLA-044","TOM-0001","CA-2024-L2","CA-2024-L2-B1",1,7,5,104.95,4.54,40.9,63.88,106.94,NA
"PLB-048xTOM-0001","PLB-048","TOM-0001","CA-2024-L2","CA-2024-L2-B1",1,2,15,101.3,4.96,46.47,87.27,107.74,NA
"PLB-029xTOM-0001","PLB-029","TOM-0001","CA-2024-L2","CA-2024-L2-B1",1,12,3,92.01,3.96,32.05,83.57,106.53,NA
"PLB-019xTOM-0001","PLB-019","TOM-0001","CA-2024-L2","CA-2024-L2-B1",1,5,5,92.77,3.55,38.85,72.07,106.08,NA
"PLB-022xTOM-0001","PLB-022","TOM-0001","CA-2024-L2","CA-2024-L2-B1",1,15,3,106.67,4.27,39.44,80.42,116.64,NA
"PLB-008xTOM-0001","PLB-008","TOM-0001","CA-2024-L2","CA-2024-L2-B1",1,3,9,89.69,4.42,43.01,79.59,109.55,NA
"PLB-052xTOM-0001","PLB-052","TOM-0001","CA-2024-L2","CA-2024-L2-B1",1,1,9,100.29,4.25,41.73,81.33,111.54,NA
"PLB-033xTOM-0001","PLB-033","TOM-0001","CA-2024-L2","CA-2024-L2-B1",1,10,12,93.47,4.09,48.01,74.73,110.12,NA
"PLB-030xTOM-0001","PLB-030","TOM-0001","CA-2024-L2","CA-2024-L2-B1",1,14,3,88.47,4.45,48.16,72.62,114.66,NA
"PLB-024xTOM-0001","PLB-024","TOM-0001","CA-2024-L2","CA-2024-L2-B1",1,6,14,93.05,4.63,39.94,76.62,110.07,NA
"PLB-047xTOM-0001","PLB-047","TOM-0001","CA-2024-L2","CA-2024-L2-B1",1,6,9,102.9,4.89,33.84,83.02,111.09,NA
"PLB-045xTOM-0001","PLB-045","TOM-0001","CA-2024-L2","CA-2024-L2-B1",1,11,14,98.88,4.65,52.24,77.82,117.97,NA
"PLB-026xTOM-0001","PLB-026","TOM-0001","CA-2024-L2","CA-2024-L2-B1",1,2,2,99.8,4.39,50.88,85.65,113.57,NA
"PLB-036xTOM-0001","PLB-036","TOM-0001","CA-2024-L2","CA-2024-L2-B1",1,1,2,106.27,4.45,36.53,82.41,115.84,NA
"PLB-053xTOM-0001","PLB-053","TOM-0001","CA-2024-L2","CA-2024-L2-B1",1,6,1,87.36,5.26,35.51,83.64,110.46,NA
"PLB-049xTOM-0001","PLB-049","TOM-0001","CA-2024-L2","CA-2024-L2-B1",1,14,12,98.47,4.96,45.3,81.57,115.46,NA
"PLB-025xTOM-0001","PLB-025","TOM-0001","CA-2024-L2","CA-2024-L2-B1",1,8,7,79.26,5,44.46,72.31,112.56,NA
"PLB-032xTOM-0001","PLB-032","TOM-0001","CA-2024-L2","CA-2024-L2-B1",1,2,12,94.46,5.25,39.27,86.27,108.51,NA
"PLB-027xTOM-0001","PLB-027","TOM-0001","CA-2024-L2","CA-2024-L2-B1",1,7,1,97.9,5.06,39.36,74.73,115.08,NA
"PLA-042xTOM-0002","PLA-042","TOM-0002","CA-2024-L2","CA-2024-L2-B1",1,7,2,107.67,3.67,49.67,71.82,108.76,NA
"PLA-030xTOM-0002","PLA-030","TOM-0002","CA-2024-L2","CA-2024-L2-B1",1,8,3,120.1,4.69,33.94,63.35,111.7,NA
"PLA-051xTOM-0002","PLA-051","TOM-0002","CA-2024-L2","CA-2024-L2-B1",1,7,12,98.87,4.85,42.97,78.82,113.74,NA
"PLA-058xTOM-0002","PLA-058","TOM-0002","CA-2024-L2","CA-2024-L2-B1",1,4,5,120.51,3.22,30.81,71.44,105.84,NA
"PLA-002xTOM-0002","PLA-002","TOM-0002","CA-2024-L2","CA-2024-L2-B1",1,6,13,105.67,3.83,42.55,75.88,114.18,NA
"PLA-055xTOM-0002","PLA-055","TOM-0002","CA-2024-L2","CA-2024-L2-B1",1,5,13,123.83,4.16,48.78,73.32,114.11,NA
"PLA-053xTOM-0002","PLA-053","TOM-0002","CA-2024-L2","CA-2024-L2-B1",1,4,14,117.14,4.45,52.13,75.94,109.87,NA
"PLA-025xTOM-0002","PLA-025","TOM-0002","CA-2024-L2","CA-2024-L2-B1",1,14,15,122.76,3.88,56.28,76.42,107.65,NA
"PLA-015xTOM-0002","PLA-015","TOM-0002","CA-2024-L2","CA-2024-L2-B1",1,2,6,104.68,4.94,48.95,76.98,106.35,NA
"PLA-043xTOM-0002","PLA-043","TOM-0002","CA-2024-L2","CA-2024-L2-B1",1,5,3,106.69,4.38,47.69,63.61,109.77,NA
"PLA-008xTOM-0002","PLA-008","TOM-0002","CA-2024-L2","CA-2024-L2-B1",1,8,14,113.18,4.38,47.93,76.89,117.84,NA
"PLA-057xTOM-0002","PLA-057","TOM-0002","CA-2024-L2","CA-2024-L2-B1",1,14,2,107.53,4.73,49.09,75.8,112.66,NA
"PLA-041xTOM-0002","PLA-041","TOM-0002","CA-2024-L2","CA-2024-L2-B1",1,15,6,110.82,4.39,51.89,60,109.89,NA
"PLA-024xTOM-0002","PLA-024","TOM-0002","CA-2024-L2","CA-2024-L2-B1",1,7,8,105.72,5.19,41.83,71.64,115.01,NA
"PLA-009xTOM-0002","PLA-009","TOM-0002","CA-2024-L2","CA-2024-L2-B1",1,4,9,103.32,4.4,40.76,69.78,113.61,NA
"PLA-023xTOM-0002","PLA-023","TOM-0002","CA-2024-L2","CA-2024-L2-B1",1,9,4,106.9,3.81,49.07,65.36,111.29,NA
"PLA-014xTOM-0002","PLA-014","TOM-0002","CA-2024-L2","CA-2024-L2-B1",1,7,15,112.44,4.6,55.03,76.88,114.96,NA
"PLA-044xTOM-0002","PLA-044","TOM-0002","CA-2024-L2","CA-2024-L2-B1",1,7,9,109.37,4.5,50.25,64.88,106.73,NA
"PLB-048xTOM-0002","PLB-048","TOM-0002","CA-2024-L2","CA-2024-L2-B1",1,10,4,91.57,2.95,49.04,69.73,108.17,NA
"PLB-029xTOM-0002","PLB-029","TOM-0002","CA-2024-L2","CA-2024-L2-B1",1,3,7,101.73,3.97,38.93,79.62,109.76,NA
"PLB-019xTOM-0002","PLB-019","TOM-0002","CA-2024-L2","CA-2024-L2-B1",1,9,10,96.26,2.84,42.03,79.33,111.85,NA
"PLB-022xTOM-0002","PLB-022","TOM-0002","CA-2024-L2","CA-2024-L2-B1",1,13,15,108.1,3.7,49.95,78.86,116.15,NA
"PLB-008xTOM-0002","PLB-008","TOM-0002","CA-2024-L2","CA-2024-L2-B1",1,4,2,103.61,3.34,57.31,72.82,111.65,NA
"PLB-052xTOM-0002","PLB-052","TOM-0002","CA-2024-L2","CA-2024-L2-B1",1,14,10,101.05,4.33,45.3,77.63,117.17,NA
"PLB-033xTOM-0002","PLB-033","TOM-0002","CA-2024-L2","CA-2024-L2-B1",1,10,7,94.01,3.73,49.66,64.43,110.8,NA
"PLB-030xTOM-0002","PLB-030","TOM-0002","CA-2024-L2","CA-2024-L2-B1",1,15,4,103.94,4.32,55.28,81.52,112.57,NA
"PLB-024xTOM-0002","PLB-024","TOM-0002","CA-2024-L2","CA-2024-L2-B1",1,5,4,92.03,4.06,32.38,66,108.71,NA
"PLB-047xTOM-0002","PLB-047","TOM-0002","CA-2024-L2","CA-2024-L2-B1",1,4,4,99.12,5.28,39.3,73.07,112.74,NA
"PLB-045xTOM-0002","PLB-045","TOM-0002","CA-2024-L2","CA-2024-L2-B1",1,12,5,111.72,4.33,38.07,71.4,115.49,NA
"PLB-026xTOM-0002","PLB-026","TOM-0002","CA-2024-L2","CA-2024-L2-B1",1,11,3,111.02,4.19,44.51,63.02,114.02,NA
"PLB-036xTOM-0002","PLB-036","TOM-0002","CA-2024-L2","CA-2024-L2-B1",1,9,3,94.42,3.65,41.18,53.82,109.76,NA
"PLB-053xTOM-0002","PLB-053","TOM-0002","CA-2024-L2","CA-2024-L2-B1",1,14,4,100.76,4.07,47.16,72.21,111.44,NA
"PLB-049xTOM-0002","PLB-049","TOM-0002","CA-2024-L2","CA-2024-L2-B1",1,7,4,106.21,3.68,40.72,62.32,109.08,NA
"PLB-025xTOM-0002","PLB-025","TOM-0002","CA-2024-L2","CA-2024-L2-B1",1,2,7,107.13,4.1,38.99,74.82,110.8,NA
"PLB-032xTOM-0002","PLB-032","TOM-0002","CA-2024-L2","CA-2024-L2-B1",1,1,12,89,3.98,38.61,69.17,108.97,NA
"PLB-027xTOM-0002","PLB-027","TOM-0002","CA-2024-L2","CA-2024-L2-B1",1,13,14,96.64,4.97,38.84,64.78,108.01,NA
"PLA-042xTOM-0003","PLA-042","TOM-0003","CA-2024-L2","CA-2024-L2-B1",1,9,15,109.33,4.28,47.16,82.08,114.94,NA
"PLA-030xTOM-0003","PLA-030","TOM-0003","CA-2024-L2","CA-2024-L2-B1",1,14,8,113.49,3.88,41.38,68.9,120.92,NA
"PLA-051xTOM-0003","PLA-051","TOM-0003","CA-2024-L2","CA-2024-L2-B1",1,3,13,111.58,4.56,48.75,85.78,113.2,NA
"PLA-058xTOM-0003","PLA-058","TOM-0003","CA-2024-L2","CA-2024-L2-B1",1,6,7,113.23,3.71,44.13,83.85,110.31,NA
"PLA-002xTOM-0003","PLA-002","TOM-0003","CA-2024-L2","CA-2024-L2-B1",1,11,13,114.61,4.09,54.38,81.82,114.24,NA
"PLA-055xTOM-0003","PLA-055","TOM-0003","CA-2024-L2","CA-2024-L2-B1",1,7,13,101.82,3.79,58.95,75.92,110.67,NA
"PLA-053xTOM-0003","PLA-053","TOM-0003","CA-2024-L2","CA-2024-L2-B1",1,10,15,112.82,4.43,51.53,74.81,111.77,NA
"PLA-025xTOM-0003","PLA-025","TOM-0003","CA-2024-L2","CA-2024-L2-B1",1,7,14,87.83,3.86,59.84,83.11,116.51,NA
"PLA-015xTOM-0003","PLA-015","TOM-0003","CA-2024-L2","CA-2024-L2-B1",1,1,5,117.45,3.98,56.74,82.63,113.02,NA
"PLA-043xTOM-0003","PLA-043","TOM-0003","CA-2024-L2","CA-2024-L2-B1",1,1,1,130.4,4.78,53.04,82.39,120.19,NA
"PLA-008xTOM-0003","PLA-008","TOM-0003","CA-2024-L2","CA-2024-L2-B1",1,14,5,99.18,3.86,60.81,76.38,115.71,NA
"PLA-057xTOM-0003","PLA-057","TOM-0003","CA-2024-L2","CA-2024-L2-B1",1,6,12,109.1,4.45,46.91,81.38,117.45,NA
"PLA-041xTOM-0003","PLA-041","TOM-0003","CA-2024-L2","CA-2024-L2-B1",1,13,1,101.04,4.32,49.33,78.29,113.13,NA
"PLA-024xTOM-0003","PLA-024","TOM-0003","CA-2024-L2","CA-2024-L2-B1",1,2,1,113.91,4.39,55.6,76.93,117.85,NA
"PLA-009xTOM-0003","PLA-009","TOM-0003","CA-2024-L2","CA-2024-L2-B1",1,9,14,112.45,4.05,54.26,73.95,122.73,NA
"PLA-023xTOM-0003","PLA-023","TOM-0003","CA-2024-L2","CA-2024-L2-B1",1,8,8,99.3,4.62,52.35,76.89,113.56,NA
"PLA-014xTOM-0003","PLA-014","TOM-0003","CA-2024-L2","CA-2024-L2-B1",1,10,3,104.75,3.88,54.77,70.7,122.1,NA
"PLA-044xTOM-0003","PLA-044","TOM-0003","CA-2024-L2","CA-2024-L2-B1",1,2,8,107.7,4.01,50.37,61.83,115.31,NA
"PLB-048xTOM-0003","PLB-048","TOM-0003","CA-2024-L2","CA-2024-L2-B1",1,12,11,96.45,3.62,45.07,80.48,109.95,NA
"PLB-029xTOM-0003","PLB-029","TOM-0003","CA-2024-L2","CA-2024-L2-B1",1,2,4,97.76,4.02,39.3,83.79,111.91,NA
"PLB-019xTOM-0003","PLB-019","TOM-0003","CA-2024-L2","CA-2024-L2-B1",1,11,7,95.47,3.53,39.57,74.53,108.09,NA
"PLB-022xTOM-0003","PLB-022","TOM-0003","CA-2024-L2","CA-2024-L2-B1",1,15,5,106.21,3.97,47.53,77.29,118.57,NA
"PLB-008xTOM-0003","PLB-008","TOM-0003","CA-2024-L2","CA-2024-L2-B1",1,14,9,83.47,3.99,52.55,77.9,118.29,NA
"PLB-052xTOM-0003","PLB-052","TOM-0003","CA-2024-L2","CA-2024-L2-B1",1,3,11,105.89,3.66,54.93,83.39,116.08,NA
"PLB-033xTOM-0003","PLB-033","TOM-0003","CA-2024-L2","CA-2024-L2-B1",1,9,9,107.56,3.28,42.88,80.96,113.97,NA
"PLB-030xTOM-0003","PLB-030","TOM-0003","CA-2024-L2","CA-2024-L2-B1",1,5,11,93.61,4.54,61.62,68.55,114.21,NA
"PLB-024xTOM-0003","PLB-024","TOM-0003","CA-2024-L2","CA-2024-L2-B1",1,13,8,100.14,3.85,39.85,76.11,111.28,NA
"PLB-047xTOM-0003","PLB-047","TOM-0003","CA-2024-L2","CA-2024-L2-B1",1,12,8,102.4,4.5,56.33,81.65,113.54,NA
"PLB-045xTOM-0003","PLB-045","TOM-0003","CA-2024-L2","CA-2024-L2-B1",1,13,3,108.26,4.28,49.25,77.61,120.87,NA
"PLB-026xTOM-0003","PLB-026","TOM-0003","CA-2024-L2","CA-2024-L2-B1",1,11,11,109.01,4.8,53.51,76.75,117.14,NA
"PLB-036xTOM-0003","PLB-036","TOM-0003","CA-2024-L2","CA-2024-L2-B1",1,12,7,93.58,3.86,41.62,72.74,115.41,NA
"PLB-053xTOM-0003","PLB-053","TOM-0003","CA-2024-L2","CA-2024-L2-B1",1,4,11,94.28,4.47,51.14,81.55,110.36,NA
"PLB-049xTOM-0003","PLB-049","TOM-0003","CA-2024-L2","CA-2024-L2-B1",1,12,10,108.2,3.99,54.18,61.93,115.56,NA
"PLB-025xTOM-0003","PLB-025","TOM-0003","CA-2024-L2","CA-2024-L2-B1",1,1,8,96.93,4.04,50.73,75.36,116.46,NA
"PLB-032xTOM-0003","PLB-032","TOM-0003","CA-2024-L2","CA-2024-L2-B1",1,11,4,85.12,3.3,49.07,74.16,108.9,NA
"PLB-027xTOM-0003","PLB-027","TOM-0003","CA-2024-L2","CA-2024-L2-B1",1,8,11,95.3,3.82,41.58,76.13,114.96,NA
"PLA-042xTOM-0001","PLA-042","TOM-0001","CA-2024-L2","CA-2024-L2-B2",2,10,6,108.79,3.89,38.41,72.36,110.36,NA
"PLA-030xTOM-0001","PLA-030","TOM-0001","CA-2024-L2","CA-2024-L2-B2",2,1,15,116.51,4.63,37.12,76.59,113.62,NA
"PLA-051xTOM-0001","PLA-051","TOM-0001","CA-2024-L2","CA-2024-L2-B2",2,14,11,117.55,4.93,41.92,71.38,116.11,NA
"PLA-058xTOM-0001","PLA-058","TOM-0001","CA-2024-L2","CA-2024-L2-B2",2,1,14,110.22,4.62,48.2,84.26,110.34,NA
"PLA-002xTOM-0001","PLA-002","TOM-0001","CA-2024-L2","CA-2024-L2-B2",2,12,13,129.02,5.18,45.67,79.46,107.53,NA
"PLA-055xTOM-0001","PLA-055","TOM-0001","CA-2024-L2","CA-2024-L2-B2",2,7,11,104.41,4.83,46.99,74.54,110.59,NA
"PLA-053xTOM-0001","PLA-053","TOM-0001","CA-2024-L2","CA-2024-L2-B2",2,5,7,101.73,4.67,40.23,72.01,107.18,NA
"PLA-025xTOM-0001","PLA-025","TOM-0001","CA-2024-L2","CA-2024-L2-B2",2,12,4,121.34,4.32,47.89,68.95,111.05,NA
"PLA-015xTOM-0001","PLA-015","TOM-0001","CA-2024-L2","CA-2024-L2-B2",2,9,13,117.45,4.89,47.37,83.69,107.97,NA
"PLA-043xTOM-0001","PLA-043","TOM-0001","CA-2024-L2","CA-2024-L2-B2",2,3,2,107.57,5.26,46.16,73.38,110.13,NA
"PLA-008xTOM-0001","PLA-008","TOM-0001","CA-2024-L2","CA-2024-L2-B2",2,2,13,109.85,4.35,53.74,82.46,116.39,NA
"PLA-057xTOM-0001","PLA-057","TOM-0001","CA-2024-L2","CA-2024-L2-B2",2,8,9,104.83,4.59,42.93,77.24,113.81,NA
"PLA-041xTOM-0001","PLA-041","TOM-0001","CA-2024-L2","CA-2024-L2-B2",2,3,4,94.21,4.99,47.88,62.5,109.64,NA
"PLA-024xTOM-0001","PLA-024","TOM-0001","CA-2024-L2","CA-2024-L2-B2",2,11,15,117.51,4.63,52.2,74.6,119.61,NA
"PLA-009xTOM-0001","PLA-009","TOM-0001","CA-2024-L2","CA-2024-L2-B2",2,7,10,108.94,5.03,41.85,75.84,117.65,NA
"PLA-023xTOM-0001","PLA-023","TOM-0001","CA-2024-L2","CA-2024-L2-B2",2,8,15,114.92,4.53,48.47,77.39,117.06,NA
"PLA-014xTOM-0001","PLA-014","TOM-0001","CA-2024-L2","CA-2024-L2-B2",2,3,3,110.21,5.5,48.85,70.28,113.49,NA
"PLA-044xTOM-0001","PLA-044","TOM-0001","CA-2024-L2","CA-2024-L2-B2",2,4,1,109.59,5.51,44.29,72.51,111.86,NA
"PLB-048xTOM-0001","PLB-048","TOM-0001","CA-2024-L2","CA-2024-L2-B2",2,8,13,113.7,4.6,41.43,84.15,110.92,NA
"PLB-029xTOM-0001","PLB-029","TOM-0001","CA-2024-L2","CA-2024-L2-B2",2,13,9,91.3,4.83,37.16,77.19,109.24,NA
"PLB-019xTOM-0001","PLB-019","TOM-0001","CA-2024-L2","CA-2024-L2-B2",2,7,6,95.04,3.67,32.67,80.92,105.64,NA
"PLB-022xTOM-0001","PLB-022","TOM-0001","CA-2024-L2","CA-2024-L2-B2",2,4,10,112.37,4.66,39.52,70.84,112.58,NA
"PLB-008xTOM-0001","PLB-008","TOM-0001","CA-2024-L2","CA-2024-L2-B2",2,2,14,96.48,5.23,49.63,80.71,113.11,NA
"PLB-052xTOM-0001","PLB-052","TOM-0001","CA-2024-L2","CA-2024-L2-B2",2,4,13,106.77,4.65,35.47,74.92,113.72,NA
"PLB-033xTOM-0001","PLB-033","TOM-0001","CA-2024-L2","CA-2024-L2-B2",2,7,7,96.11,3.99,39.9,64.82,112.22,NA
"PLB-030xTOM-0001","PLB-030","TOM-0001","CA-2024-L2","CA-2024-L2-B2",2,13,2,93.77,4.62,43.38,78.31,113.67,NA
"PLB-024xTOM-0001","PLB-024","TOM-0001","CA-2024-L2","CA-2024-L2-B2",2,12,2,97.44,4.39,39.98,80.26,109.1,NA
"PLB-047xTOM-0001","PLB-047","TOM-0001","CA-2024-L2","CA-2024-L2-B2",2,13,4,103.01,5.13,35.69,77.7,108.15,NA
"PLB-045xTOM-0001","PLB-045","TOM-0001","CA-2024-L2","CA-2024-L2-B2",2,5,10,129.36,4.53,49.53,71.11,113.75,NA
"PLB-026xTOM-0001","PLB-026","TOM-0001","CA-2024-L2","CA-2024-L2-B2",2,3,15,110.51,5.17,55.1,80.3,112.11,NA
"PLB-036xTOM-0001","PLB-036","TOM-0001","CA-2024-L2","CA-2024-L2-B2",2,4,3,85.92,4.35,31.53,68.64,110.91,NA
"PLB-053xTOM-0001","PLB-053","TOM-0001","CA-2024-L2","CA-2024-L2-B2",2,9,11,94.55,5.21,46.9,85.06,109.95,NA
"PLB-049xTOM-0001","PLB-049","TOM-0001","CA-2024-L2","CA-2024-L2-B2",2,9,6,86.52,4.59,34.91,69.15,109.62,NA
"PLB-025xTOM-0001","PLB-025","TOM-0001","CA-2024-L2","CA-2024-L2-B2",2,10,5,92.42,4.73,42.19,68.98,113.83,NA
"PLB-032xTOM-0001","PLB-032","TOM-0001","CA-2024-L2","CA-2024-L2-B2",2,3,12,100.54,4.87,47.51,73.37,113.5,NA
"PLB-027xTOM-0001","PLB-027","TOM-0001","CA-2024-L2","CA-2024-L2-B2",2,3,8,80.15,4.58,34.11,71.75,111.11,NA
"PLA-042xTOM-0002","PLA-042","TOM-0002","CA-2024-L2","CA-2024-L2-B2",2,5,9,101.28,4.33,41.52,71.59,109.96,NA
